pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,esp,shiwilu_correct,shiwilu_top1,category
U01376,G01201,1,0.6643165946006775,0.6643165946006775,True,1,espera allí.,wa'tender' nanek,(grupo correcto),best
U02786,G02561,1,0.6319605708122253,0.6319605708122253,True,1,por eso nosotros mismos somos culpables.,nanekla kenmu'wa'pi'la usha'wanekwa'.,(grupo correcto),best
U00495,G00407,1,0.34621211886405945,0.34621211886405945,True,1,come despacio.,weranker' uti'la,(grupo correcto),best
U01674,G01480,1,0.6967883706092834,0.6967883706092834,True,1,¿lo sabes?,¿ñinchitapala?,(grupo correcto),best
U00746,G00626,17,0.32656124234199524,0.5178416967391968,False,1,no fumes.,yau'wa'tuta,musu' ñapaker',worst
U02344,G02119,18,0.23624306917190552,0.4369550347328186,False,1,se junta la leña (para el fuego) debajo de la olla de aluminio y se hierve.,dintuntulek wa'naukta ukluka'lli.,"pa'an amantek ilañi, laman ilañi.",worst
U00122,G00087,22,0.18296578526496887,0.30582287907600403,False,2,vivo,nanpi,mukankanku,worst
U02927,G02702,22,0.2676362097263336,0.4373231530189514,False,1,¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,¿te'kuawina?,worst
U01932,G01723,22,0.27838316559791565,0.41609495878219604,False,1,quien sea.,denpinta' ñi'i,mulun nuka'ka,worst
U00596,G00495,23,0.28292953968048096,0.47856876254081726,False,3,manténgase quieto.,yalenmek'ta,neriker' u'chimu,worst
U00348,G00279,25,0.3322979211807251,0.6122527122497559,False,1,lo siento.,we'inu,yunsu'lek,worst
U00362,G00293,34,0.25877705216407776,0.5416728258132935,False,1,hace frío.,sanek'wañi,ipia'la u'lenchu,worst
U00976,G00842,35,0.18620160222053528,0.46181923151016235,False,1,nos necesitas.,luantapalundek,luwantuwiñen,worst
U03182,G02957,36,0.2631886303424835,0.556475818157196,False,1,"este, entonces, el que entendía (de santos), dijo, pablo.","asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, pulu.",asui'na pablo.,worst
U01837,G01633,40,0.18073908984661102,0.41262179613113403,False,1,dilo claramente.,tuker' tekinchiwalek,inlli'inuter' musu',worst
U00723,G00607,44,0.2501388192176819,0.4695132076740265,False,1,sé razonable.,inlli'inuter' musu',mukankaninpu' nuka'ma,worst
U00967,G00833,50,0.24502041935920715,0.4893031120300293,False,1,estás loca.,wa'danpindek ñapala,kana'tapala,worst
U00560,G00465,51,0.2701256573200226,0.5742059350013733,False,1,soy codicioso.,iñer' luantulek wapu',tekua'dansu' ñapalek,worst
U00531,G00440,57,0.18081849813461304,0.5631812214851379,False,2,me agradas.,tanteñek,akusuitu'u,worst
U01351,G01178,59,0.167012020945549,0.5662763118743896,False,1,no engordes.,yaweyta,yainyututama',worst
U02051,G01834,75,0.17048799991607666,0.4612888991832733,False,1,solo bromeo.,si'lentapaleksa',empu'ni yalunta',worst
U00398,G00323,81,0.12358418107032776,0.5217797160148621,False,1,¿perdona?,ta'itulau,¿mudinu'pala?,worst
U00121,G00087,112,0.06326234340667725,0.39947712421417236,False,2,crudo,nanpi,mukankanku,worst
U00997,G00860,165,0.0368347242474556,0.44935858249664307,False,1,ten seguridad.,latek'u,kenma ekpa'ker',worst
