pair_id,group_id,rank,top1_is_positive,positive_count,direction,query_text,target_correct,top1_pair_id,top1_group_id,target_top1,esp,shiwilu_correct,shiwilu_top1,correct_score,top1_score,score_gap,heuristic_error_type
U02053,G01836,2,False,1,esp_to_shi,soy zurdo.,amennan nuka'ka,U00212,G00164,shamu'lunsu' nuka'ka,soy zurdo.,amennan nuka'ka,shamu'lunsu' nuka'ka,0.5324799418449402,0.7217509746551514,0.18927103281021118,shared_shiwilu_tokens
U00648,G00540,2,False,1,esp_to_shi,tomás eructó.,chuma ek'lli,U00909,G00779,tomas inllipu'ite'lalli,tomás eructó.,chuma ek'lli,tomas inllipu'ite'lalli,0.5897344350814819,0.7305408716201782,0.1408064365386963,semantic_confusion
U03029,G02804,2,False,1,esp_to_shi,"sin embargo, ellos viendo a los astros (decían) miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).","da'ilek i'na, pi'tandulalusa' lli'anna', lli'ker, ma'pu'n ipa' asu' tandula ulu' ulu'tulli, nu'an pennu'lli.",U02924,G02699,"nanek ima nawa'nta' lli'llina' mu'katapa'su' pen, pa'anna' lli'kuñina'.","sin embargo, ellos viendo a los astros (decían) miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).","da'ilek i'na, pi'tandulalusa' lli'anna', lli'ker, ma'pu'n ipa' asu' tandula ulu' ulu'tulli, nu'an pennu'lli.","nanek ima nawa'nta' lli'llina' mu'katapa'su' pen, pa'anna' lli'kuñina'.",0.40231338143348694,0.5191436409950256,0.1168302595615387,gold_has_audit_flag
U00195,G00150,2,False,1,esp_to_shi,soy bueno. (hacer bien algo),u'chimuku,U00316,G00252,mukankanku,soy bueno. (hacer bien algo),u'chimuku,mukankanku,0.5777462720870972,0.6820244789123535,0.10427820682525635,gold_has_audit_flag
U02809,G02584,2,False,1,esp_to_shi,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",nu'su' wer'sik i'pa kuda ñillidek.,U02795,G02570,kudi'na ta'tushala'mudek kawidekllidek yalaukdek'amudek.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",nu'su' wer'sik i'pa kuda ñillidek.,kudi'na ta'tushala'mudek kawidekllidek yalaukdek'amudek.,0.4021695852279663,0.4892818331718445,0.08711224794387817,gold_has_audit_flag
U01107,G00964,2,False,1,esp_to_shi,estoy dudando.,ku'la latektapi'nek,U01084,G00943,lachekapalek,estoy dudando.,ku'la latektapi'nek,lachekapalek,0.49059489369392395,0.5724667310714722,0.08187183737754822,semantic_confusion
U01117,G00972,2,False,2,esp_to_shi,estoy reventado.,ñapalek saka'tusu',U01455,G01273,tekua'dansu' ñapalek,estoy reventado.,ñapalek saka'tusu',tekua'dansu' ñapalek,0.4959785044193268,0.5698472261428833,0.07386872172355652,gold_has_audit_flag
U01687,G01493,2,False,3,esp_to_shi,dáselo.,enka'ker',U01354,G01181,enka'u,dáselo.,enka'ker',enka'u,0.5467641949653625,0.6168532967567444,0.07008910179138184,gold_has_audit_flag
U01830,G01626,2,False,1,esp_to_shi,¿puedo acompañarle?,¿yennitulek ka'tan'an'su'?,U01000,G00863,¿yennitulek inpaleriak?,¿puedo acompañarle?,¿yennitulek ka'tan'an'su'?,¿yennitulek inpaleriak?,0.662225067615509,0.7244032621383667,0.062178194522857666,shared_shiwilu_tokens
U02051,G01834,2,False,1,esp_to_shi,solo bromeo.,si'lentapaleksa',U00519,G00430,ñinchitapalek tuluner'ak,solo bromeo.,si'lentapaleksa',ñinchitapalek tuluner'ak,0.4214981198310852,0.4815872311592102,0.060089111328125,semantic_confusion
U02909,G02684,2,False,1,esp_to_shi,yo dijeron los otros.,kua tullima ali'ladaper.,U02901,G02676,tullini'ma ali'ladaper.,yo dijeron los otros.,kua tullima ali'ladaper.,tullini'ma ali'ladaper.,0.5415734052658081,0.5987581610679626,0.05718475580215454,gold_has_audit_flag
U02211,G01988,2,False,1,esp_to_shi,mejor vete.,a'pimuechu paker',U00069,G00053,paker' uti'la,mejor vete.,a'pimuechu paker',paker' uti'la,0.3957377076148987,0.4527346193790436,0.0569969117641449,shared_shiwilu_tokens
U00509,G00495,2,False,3,esp_to_shi,mantente quieto.,yalenmekta,U00069,G00053,paker' uti'la,mantente quieto.,yalenmekta,paker' uti'la,0.4155084490776062,0.46701741218566895,0.051508963108062744,gold_has_audit_flag
U00595,G00495,2,False,3,esp_to_shi,mantente quieto.,yalenmek'ta,U00069,G00053,paker' uti'la,mantente quieto.,yalenmek'ta,paker' uti'la,0.4155084490776062,0.46701741218566895,0.051508963108062744,gold_has_audit_flag
U01420,G01240,2,False,1,esp_to_shi,quiero llorar.,yawelleklek,U00348,G00279,we'inu,quiero llorar.,yawelleklek,we'inu,0.5293602347373962,0.5805084109306335,0.051148176193237305,semantic_confusion
U00576,G00479,2,False,1,esp_to_shi,¿aquí?,¿asek?,U00582,G00484,¿asu' a'cha?,¿aquí?,¿asek?,¿asu' a'cha?,0.5397452712059021,0.5840602517127991,0.04431498050689697,close_score_ambiguity
U00592,G00492,2,False,1,esp_to_shi,¡continúa!,¡tupiter'!,U00011,G00008,¡indekker'!,¡continúa!,¡tupiter'!,¡indekker'!,0.6432222723960876,0.6848723292350769,0.04165005683898926,close_score_ambiguity
U01451,G01269,2,False,1,esp_to_shi,soy guapa.,mulun nuka'ka,U00212,G00164,shamu'lunsu' nuka'ka,soy guapa.,mulun nuka'ka,shamu'lunsu' nuka'ka,0.6310610771179199,0.6710134148597717,0.03995233774185181,close_score_ambiguity
U02073,G01856,2,False,1,esp_to_shi,está botado.,dekpi ñapalli,U02758,G02533,matutada ñapalli.,está botado.,dekpi ñapalli,matutada ñapalli.,0.6042608618736267,0.6413992643356323,0.037138402462005615,close_score_ambiguity
U01937,G01727,2,False,2,esp_to_shi,¿estás sano?,¿mudinu'pala?,U01266,G01101,mu'su' ñapala,¿estás sano?,¿mudinu'pala?,mu'su' ñapala,0.5021559000015259,0.5344903469085693,0.03233444690704346,gold_has_audit_flag
U01141,G00994,2,False,1,esp_to_shi,sigue caminando.,dek'kuntaper'pi'la,U01136,G00989,teka'per'i'la,sigue caminando.,dek'kuntaper'pi'la,teka'per'i'la,0.713436484336853,0.7414923906326294,0.028055906295776367,close_score_ambiguity
U01133,G00986,2,False,1,esp_to_shi,sigue conduciendo.,ekpa'aper'i'la,U01136,G00989,teka'per'i'la,sigue conduciendo.,ekpa'aper'i'la,teka'per'i'la,0.6730960607528687,0.7006434798240662,0.02754741907119751,close_score_ambiguity
U01043,G00903,2,False,1,esp_to_shi,toma otro. (sostener),ma'atasu' ali'la',U02111,G01892,maker' ala'sa',toma otro. (sostener),ma'atasu' ali'la',maker' ala'sa',0.4930312931537628,0.5162347555160522,0.02320346236228943,gold_has_audit_flag
U00429,G00346,2,False,1,esp_to_shi,¿entonces qué?,¿nu'pachin ma'nen?,U00272,G00218,¿ma'ki'na?,¿entonces qué?,¿nu'pachin ma'nen?,¿ma'ki'na?,0.5793344378471375,0.6012223958969116,0.02188795804977417,close_score_ambiguity
U02970,G02745,2,False,1,esp_to_shi,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,U02548,G02323,waneranni'ma pi'shekllina'.,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,waneranni'ma pi'shekllina'.,0.4814196527004242,0.5024954676628113,0.021075814962387085,gold_has_audit_flag
U01580,G01391,2,False,1,esp_to_shi,somos primos.,yalli'walusa' nuka'kawa',U00702,G00588,saputek nuka'kudek,somos primos.,yalli'walusa' nuka'kawa',saputek nuka'kudek,0.5830259919166565,0.6008422374725342,0.017816245555877686,close_score_ambiguity
U00734,G00614,2,False,1,esp_to_shi,cocíname (sin sopa).,akusuitu'u,U02432,G02207,"- kudinchi madektupatekkudek, uwetchidek, mamá. kudinchi mapatekkudek uklulu' uwetchidek itullinerku.",cocíname (sin sopa).,akusuitu'u,"- kudinchi madektupatekkudek, uwetchidek, mamá. kudinchi mapatekkudek uklulu' uwetchidek itullinerku.",0.3472979962825775,0.36290696263313293,0.01560896635055542,gold_has_audit_flag
U00967,G00833,2,False,1,esp_to_shi,estás loca.,wa'danpindek ñapala,U01266,G01101,mu'su' ñapala,estás loca.,wa'danpindek ñapala,mu'su' ñapala,0.5809987783432007,0.5957311391830444,0.01473236083984375,close_score_ambiguity
U00702,G00588,2,False,1,esp_to_shi,somos débiles.,saputek nuka'kudek,U01580,G01391,yalli'walusa' nuka'kawa',somos débiles.,saputek nuka'kudek,yalli'walusa' nuka'kawa',0.6472494006156921,0.6615874171257019,0.014338016510009766,close_score_ambiguity
U01047,G00907,2,False,1,esp_to_shi,es francés.,francés nuka'a,U01521,G01336,nuka'a francesa,es francés.,francés nuka'a,nuka'a francesa,0.8321356177330017,0.8459043502807617,0.01376873254776001,close_score_ambiguity
U01335,G01163,2,False,1,esp_to_shi,¿puedo visitar?,¿yennitulek lliak?,U01000,G00863,¿yennitulek inpaleriak?,¿puedo visitar?,¿yennitulek lliak?,¿yennitulek inpaleriak?,0.6905413269996643,0.7005214691162109,0.00998014211654663,close_score_ambiguity
U00439,G00356,2,False,1,esp_to_shi,tom saludó.,tom tulli ma'pu'sin,U00436,G00353,tom tulli,tom saludó.,tom tulli ma'pu'sin,tom tulli,0.47839751839637756,0.48534077405929565,0.006943255662918091,close_score_ambiguity
U01279,G01113,2,False,2,esp_to_shi,ustedes prometisteis.,kenmama' tuwinama' nu'techuma,U01278,G01112,kenma tuwina nu'techu,ustedes prometisteis.,kenmama' tuwinama' nu'techuma,kenma tuwina nu'techu,0.6864663362503052,0.6915336847305298,0.005067348480224609,gold_has_audit_flag
U00661,G00551,2,False,1,esp_to_shi,tom asintió.,tom tulli ajá,U01217,G01057,tom a'perchulli,tom asintió.,tom tulli ajá,tom a'perchulli,0.6106931567192078,0.6145951747894287,0.0039020180702209473,close_score_ambiguity
