pair_id,group_id,rank,top1_is_positive,positive_count,direction,query_text,target_correct,top1_pair_id,top1_group_id,target_top1,esp,shiwilu_correct,shiwilu_top1,correct_score,top1_score,score_gap,heuristic_error_type
U02667,G02442,9,False,1,shi_to_esp,"- nu'pachi pantetchek tan ima, mitan uklliñik'inchima.","entonces voy a ir respondió (arákayu), el día central del carnaval.",U02954,G02729,"bien ardió hasta el amanecer, quedó pura ceniza.","entonces voy a ir respondió (arákayu), el día central del carnaval.","- nu'pachi pantetchek tan ima, mitan uklliñik'inchima.","musui'ma ukllishin uksuketchulli, pendalu'sa' llia'lli.",0.2837299406528473,0.4453144669532776,0.1615845263004303,gold_has_audit_flag
U02638,G02413,9,False,1,shi_to_esp,"- ¡anetlla yatek kuatama',","no corran,",U02392,G02167,"así se hace hermanas, señoras,","no corran,","- ¡anetlla yatek kuatama',","nu'tulek kai kualusa', senñula'lusa',",0.30023106932640076,0.4612260162830353,0.16099494695663452,gold_has_audit_flag
U00764,G00642,9,False,1,shi_to_esp,empu'ni lli'inek,qué raro.,U01623,G01434,pareces loco.,qué raro.,empu'ni lli'inek,wa'danpintek'pu'su' lli'tula,0.2915574610233307,0.4075985550880432,0.11604109406471252,semantic_confusion
U01217,G01057,8,False,1,shi_to_esp,tom a'perchulli,tom insistió.,U00260,G00207,tom nadó.,tom insistió.,tom a'perchulli,tom iduñi,0.4330216646194458,0.6623541116714478,0.22933244705200195,shared_shiwilu_tokens
U01716,G01519,8,False,1,shi_to_esp,ku'la ek'kuanpinek,no pico.,U00815,G00691,estoy comprometida.,no pico.,ku'la ek'kuanpinek,ñapalek ala'sa' enmu'pinenlek,0.29230040311813354,0.40217462182044983,0.10987421870231628,semantic_confusion
U00362,G00293,8,False,1,shi_to_esp,sanek'wañi,hace frío.,U00836,G00712,pasó.,hace frío.,sanek'wañi,nakulli,0.31438857316970825,0.41119784116744995,0.0968092679977417,semantic_confusion
U01932,G01723,6,False,1,shi_to_esp,denpinta' ñi'i,quien sea.,U00139,G00100,sea breve.,quien sea.,denpinta' ñi'i,empu'ni yalunta',0.31132781505584717,0.4764196276664734,0.16509181261062622,semantic_confusion
U00595,G00495,6,False,3,shi_to_esp,yalenmek'ta,mantente quieto.,U00746,G00626,no fumes.,mantente quieto.,yalenmek'ta,yau'wa'tuta,0.3466324210166931,0.4820663630962372,0.13543394207954407,gold_has_audit_flag
U00596,G00495,6,False,3,shi_to_esp,yalenmek'ta,manténgase quieto.,U00746,G00626,no fumes.,manténgase quieto.,yalenmek'ta,yau'wa'tuta,0.3466324210166931,0.4820663630962372,0.13543394207954407,gold_has_audit_flag
U02211,G01988,6,False,1,shi_to_esp,a'pimuechu paker',mejor vete.,U02072,G01855,pronto lloverá.,mejor vete.,a'pimuechu paker',ipia'la u'lenchu,0.31643232703208923,0.44242992997169495,0.1259976029396057,semantic_confusion
U01986,G01773,6,False,2,shi_to_esp,¡enka'u!,¡dámelas!,U00478,G00392,¡pásenle!,¡dámelas!,¡enka'u!,enka'ku',0.3901265263557434,0.5083433389663696,0.11821681261062622,gold_has_audit_flag
U01987,G01773,6,False,2,shi_to_esp,¡enka'u!,¡dámelos!,U00478,G00392,¡pásenle!,¡dámelos!,¡enka'u!,enka'ku',0.3901265263557434,0.5083433389663696,0.11821681261062622,gold_has_audit_flag
U00011,G00008,6,False,1,shi_to_esp,¡indekker'!,¡salta!,U00478,G00392,¡pásenle!,¡salta!,¡indekker'!,enka'ku',0.5401493906974792,0.6263349056243896,0.0861855149269104,semantic_confusion
U01025,G00887,6,False,1,shi_to_esp,¿u'wa'tapala?,¿fumas?,U01674,G01480,¿lo sabes?,¿fumas?,¿u'wa'tapala?,¿ñinchitapala?,0.34371820092201233,0.40299105644226074,0.05927285552024841,semantic_confusion
U00147,G00107,5,False,1,shi_to_esp,asu' tekdi'per'ker',arregla esto.,U00264,G00211,prueba esto. (saborear),arregla esto.,asu' tekdi'per'ker',lata'ker' asu',0.49994558095932007,0.6882495880126953,0.18830400705337524,shared_shiwilu_tokens
U02002,G01788,5,False,1,shi_to_esp,sapulek,me acobardé.,U00029,G00024,salí.,me acobardé.,sapulek,yunsu'lek,0.2738378942012787,0.449643075466156,0.17580518126487732,semantic_confusion
U00439,G00356,5,False,1,shi_to_esp,tom tulli ma'pu'sin,tom saludó.,U01555,G01367,tom mentía.,tom saludó.,tom tulli ma'pu'sin,tom tumu'pawiñi,0.46535879373550415,0.6311756372451782,0.16581684350967407,shared_shiwilu_tokens
U01351,G01178,5,False,1,shi_to_esp,yaweyta,no engordes.,U01420,G01240,quiero llorar.,no engordes.,yaweyta,yawelleklek,0.24544617533683777,0.409717857837677,0.16427168250083923,semantic_confusion
U02524,G02299,5,False,1,shi_to_esp,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,U02424,G02199,mis hijos se van todos a la chacra y me dejan sola.,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,wilaweklusa' menmik chiketllapipallinerku.,0.23379658162593842,0.3907025158405304,0.15690593421459198,gold_has_audit_flag
U00509,G00495,5,False,3,shi_to_esp,yalenmekta,mantente quieto.,U00746,G00626,no fumes.,mantente quieto.,yalenmekta,yau'wa'tuta,0.31822606921195984,0.4570397734642029,0.13881370425224304,gold_has_audit_flag
U00592,G00492,5,False,1,shi_to_esp,¡tupiter'!,¡continúa!,U00478,G00392,¡pásenle!,¡continúa!,¡tupiter'!,enka'ku',0.5928549766540527,0.7101962566375732,0.11734127998352051,semantic_confusion
U00734,G00614,5,False,1,shi_to_esp,akusuitu'u,cocíname (sin sopa).,U02130,G01910,me engañaron.,cocíname (sin sopa).,akusuitu'u,tumu'tulliner'ku,0.2866039574146271,0.38804110884666443,0.10143715143203735,gold_has_audit_flag
U02690,G02465,4,False,1,shi_to_esp,dudinpu'nen uketlli.,todas sus cosas se habían quemado.,U01845,G01640,apareció humo.,todas sus cosas se habían quemado.,dudinpu'nen uketlli.,lli'tulli kelliu,0.3755122125148773,0.5916584134101868,0.21614620089530945,gold_has_audit_flag
U00115,G00082,4,False,1,shi_to_esp,tom weranpalli,tom comió.,U00260,G00207,tom nadó.,tom comió.,tom weranpalli,tom iduñi,0.44258999824523926,0.5355628728866577,0.09297287464141846,shared_shiwilu_tokens
U01096,G00955,4,False,1,shi_to_esp,winlapichen,te demandaré.,U01738,G01540,te recuerdo.,te demandaré.,winlapichen,lli'inutapallien,0.29734861850738525,0.38782045245170593,0.09047183394432068,semantic_confusion
U01957,G01747,4,False,1,shi_to_esp,¿yennitula a'lli'a'muk?,¿puedes mostrarme?,U01659,G01466,¿puedes verlo?,¿puedes mostrarme?,¿yennitula a'lli'a'muk?,¿yennitula lli'a'mak?,0.6035077571868896,0.6920213103294373,0.08851355314254761,shared_shiwilu_tokens
U02846,G02621,4,False,1,shi_to_esp,kenmu'wi'na nanalupa' anaka'terwa'.,nosotros por ahí vamos a ser atrapados por las fieras.,U02786,G02561,por eso nosotros mismos somos culpables.,nosotros por ahí vamos a ser atrapados por las fieras.,kenmu'wi'na nanalupa' anaka'terwa'.,nanekla kenmu'wa'pi'la usha'wanekwa'.,0.42858806252479553,0.5128820538520813,0.08429399132728577,gold_has_audit_flag
U02809,G02584,4,False,1,shi_to_esp,nu'su' wer'sik i'pa kuda ñillidek.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",U02786,G02561,por eso nosotros mismos somos culpables.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",nu'su' wer'sik i'pa kuda ñillidek.,nanekla kenmu'wa'pi'la usha'wanekwa'.,0.39234262704849243,0.4638881981372833,0.0715455710887909,gold_has_audit_flag
U01814,G01611,4,False,1,shi_to_esp,dunker'aper'i'la,sigue buscando.,U01141,G00994,sigue caminando.,sigue buscando.,dunker'aper'i'la,dek'kuntaper'pi'la,0.39745596051216125,0.4657241404056549,0.06826817989349365,semantic_confusion
U00815,G00691,4,False,1,shi_to_esp,ñapalek ala'sa' enmu'pinenlek,estoy comprometida.,U00560,G00465,soy codicioso.,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,iñer' luantulek wapu',0.3539993464946747,0.41674914956092834,0.06274980306625366,semantic_confusion
U01838,G01634,4,False,2,shi_to_esp,¿tenmiansu'ter?,¿empezamos?,U00398,G00323,¿perdona?,¿empezamos?,¿tenmiansu'ter?,ta'itulau,0.2820892333984375,0.3400442898273468,0.0579550564289093,gold_has_audit_flag
U01839,G01634,4,False,2,shi_to_esp,¿tenmiansu'ter?,¿comenzamos?,U00398,G00323,¿perdona?,¿comenzamos?,¿tenmiansu'ter?,ta'itulau,0.2820892333984375,0.3400442898273468,0.0579550564289093,gold_has_audit_flag
U00531,G00440,4,False,2,shi_to_esp,tanteñek,me agradas.,U01354,G01181,dámelo.,me agradas.,tanteñek,enka'u,0.32225504517555237,0.3599313199520111,0.03767627477645874,gold_has_audit_flag
U00533,G00440,4,False,2,shi_to_esp,tanteñek,lo amo.,U01354,G01181,dámelo.,lo amo.,tanteñek,enka'u,0.32225504517555237,0.3599313199520111,0.03767627477645874,gold_has_audit_flag
U00478,G00392,3,False,1,shi_to_esp,enka'ku',¡pásenle!,U00288,G00229,atrápenlo.,¡pásenle!,enka'ku',pilli'tuku',0.3484004735946655,0.5603039264678955,0.21190345287322998,semantic_confusion
U00472,G00387,3,False,1,shi_to_esp,teklerier' asu',comprueba esto.,U01229,G01068,pruébate estos.,comprueba esto.,teklerier' asu',tekle'rier asu'lusa,0.6683757305145264,0.7703914046287537,0.1020156741142273,semantic_confusion
U01580,G01391,3,False,1,shi_to_esp,yalli'walusa' nuka'kawa',somos primos.,U00702,G00588,somos débiles.,somos primos.,yalli'walusa' nuka'kawa',saputek nuka'kudek,0.48513391613960266,0.5708211660385132,0.08568724989891052,semantic_confusion
U02709,G02484,3,False,1,shi_to_esp,nu'siklima'ka asu' samer chiketllapillenmu'wa'.,de esta manera los peces nos dejaron.,U03070,G02845,con eso vamos a golpear sus cabezas para matar a esos wiracochas!,de esta manera los peces nos dejaron.,nu'siklima'ka asu' samer chiketllapillenmu'wa'.,nana'lek llipu'mutu'tan dei'tawa' nana wa'dan!,0.4378773868083954,0.5142057538032532,0.07632836699485779,gold_has_audit_flag
U00097,G00067,3,False,1,shi_to_esp,wiwerapalek,estoy mojada.,U01749,G01551,quiero descansar.,estoy mojada.,wiwerapalek,yanerilek,0.2707309126853943,0.33362603187561035,0.06289511919021606,semantic_confusion
U01133,G00986,3,False,1,shi_to_esp,ekpa'aper'i'la,sigue conduciendo.,U01136,G00989,sigue corriendo.,sigue conduciendo.,ekpa'aper'i'la,teka'per'i'la,0.6236682534217834,0.6848288774490356,0.0611606240272522,semantic_confusion
U00517,G00428,3,False,1,shi_to_esp,innitulek indek'ak,puedo saltar.,U00560,G00465,soy codicioso.,puedo saltar.,innitulek indek'ak,iñer' luantulek wapu',0.34396085143089294,0.3866901695728302,0.042729318141937256,close_score_ambiguity
U00732,G00613,3,False,1,shi_to_esp,¿yennitulan'cha lli'ta'mak?,¿puedes ver?,U01004,G00867,¿puedes leer?,¿puedes ver?,¿yennitulan'cha lli'ta'mak?,¿yennitula lunta'mak?,0.5841020345687866,0.6255897879600525,0.04148775339126587,close_score_ambiguity
U00477,G01493,3,False,3,shi_to_esp,enka'ker',¡pásale!,U00750,G00629,vístete.,¡pásale!,enka'ker',ishinwer',0.4512101709842682,0.48986929655075073,0.038659125566482544,gold_has_audit_flag
U01687,G01493,3,False,3,shi_to_esp,enka'ker',dáselo.,U00750,G00629,vístete.,dáselo.,enka'ker',ishinwer',0.4512101709842682,0.48986929655075073,0.038659125566482544,gold_has_audit_flag
U01689,G01493,3,False,3,shi_to_esp,enka'ker',pásaselo.,U00750,G00629,vístete.,pásaselo.,enka'ker',ishinwer',0.4512101709842682,0.48986929655075073,0.038659125566482544,gold_has_audit_flag
U02053,G01836,3,False,1,shi_to_esp,amennan nuka'ka,soy zurdo.,U01451,G01269,soy guapa.,soy zurdo.,amennan nuka'ka,mulun nuka'ka,0.4839712679386139,0.5184648633003235,0.034493595361709595,close_score_ambiguity
U03194,G02969,3,False,1,shi_to_esp,kenmu'wei'na ipa' ñinchillintekwa'.,ahora nosotros conocemos los nombres.,U02850,G02625,hartos de nosotros vamos a ir.,ahora nosotros conocemos los nombres.,kenmu'wei'na ipa' ñinchillintekwa'.,wapu'mu'wa' pa'aterwa'.,0.48294705152511597,0.5107593536376953,0.027812302112579346,close_score_ambiguity
U00560,G00465,2,False,1,shi_to_esp,iñer' luantulek wapu',soy codicioso.,U02051,G01834,solo bromeo.,soy codicioso.,iñer' luantulek wapu',si'lentapaleksa',0.31576815247535706,0.41951850056648254,0.10375034809112549,semantic_confusion
U02896,G02671,2,False,1,shi_to_esp,nu'sik ima lli'llina' er'washinchi ekdulunlu'tek.,"después, cuando se puso el sol, vieron nubes de viuda en el cielo.",U02924,G02699,dice que ahí divisaron ellos también humo de candela y se fueron a ver.,"después, cuando se puso el sol, vieron nubes de viuda en el cielo.",nu'sik ima lli'llina' er'washinchi ekdulunlu'tek.,"nanek ima nawa'nta' lli'llina' mu'katapa'su' pen, pa'anna' lli'kuñina'.",0.38115811347961426,0.47700610756874084,0.09584799408912659,gold_has_audit_flag
U01749,G01551,2,False,1,shi_to_esp,yanerilek,quiero descansar.,U01420,G01240,quiero llorar.,quiero descansar.,yanerilek,yawelleklek,0.4026559591293335,0.4802495539188385,0.077593594789505,semantic_confusion
U00909,G00779,2,False,1,shi_to_esp,tomas inllipu'ite'lalli,tomás aplaudió.,U00648,G00540,tomás eructó.,tomás aplaudió.,tomas inllipu'ite'lalli,chuma ek'lli,0.6039222478866577,0.6768402457237244,0.07291799783706665,semantic_confusion
U00264,G00211,2,False,1,shi_to_esp,lata'ker' asu',prueba esto. (saborear),U01229,G01068,pruébate estos.,prueba esto. (saborear),lata'ker' asu',tekle'rier asu'lusa,0.636631429195404,0.7049266695976257,0.06829524040222168,gold_has_audit_flag
U01048,G00908,2,False,1,shi_to_esp,weranpalli,está comiendo.,U01128,G00981,está nevando.,está comiendo.,weranpalli,pulunker'wanpalli,0.44966357946395874,0.5169268846511841,0.06726330518722534,semantic_confusion
U00212,G00164,2,False,1,shi_to_esp,shamu'lunsu' nuka'ka,soy delgada. (femenino),U02053,G01836,soy zurdo.,soy delgada. (femenino),shamu'lunsu' nuka'ka,amennan nuka'ka,0.6068481802940369,0.6717970967292786,0.0649489164352417,gold_has_audit_flag
U00263,G00210,2,False,1,shi_to_esp,lata'ku' asu',prueben esto. (saborear),U01229,G01068,pruébate estos.,prueben esto. (saborear),lata'ku' asu',tekle'rier asu'lusa,0.681748628616333,0.7412291765213013,0.05948054790496826,gold_has_audit_flag
U00195,G00150,2,False,1,shi_to_esp,u'chimuku,soy bueno. (hacer bien algo),U00316,G00252,soy bueno.,soy bueno. (hacer bien algo),u'chimuku,mukankanku,0.5339663624763489,0.5871117115020752,0.05314534902572632,gold_has_audit_flag
U02720,G02495,2,False,1,shi_to_esp,"nanek ima leklun panta'lli, arakayu ima yupasik.","dicen que una joven que mestruaba por primera vez se había ido ahí, cuando arákayu estaba enojado.",U02678,G02453,y después de pandillar regresó arákayu.,"dicen que una joven que mestruaba por primera vez se había ido ahí, cuando arákayu estaba enojado.","nanek ima leklun panta'lli, arakayu ima yupasik.",nu'an ima chu'kenpa'tan adanta'lli arakayu.,0.5003304481506348,0.5516903400421143,0.05135989189147949,gold_has_audit_flag
U00644,G00537,2,False,1,shi_to_esp,ektu'lekwa',hemos llegado.,U02098,G01879,olvidémoslo.,hemos llegado.,ektu'lekwa',pinaner'awa',0.46753284335136414,0.5155788660049438,0.04804602265357971,close_score_ambiguity
U00638,G00532,2,False,1,shi_to_esp,allisek nu'tapallina',hicieron trampas.,U01864,G01658,trabajan mucho.,hicieron trampas.,allisek nu'tapallina',saka'tullina' nakusu',0.3901069164276123,0.43771716952323914,0.04761025309562683,close_score_ambiguity
U01118,G00973,2,False,1,shi_to_esp,¿nusha'tusu' ñapalli?,¿está roto?,U02064,G01847,¿está satisfecho?,¿está roto?,¿nusha'tusu' ñapalli?,¿musu' ñapalli?,0.46280616521835327,0.5098246932029724,0.04701852798461914,close_score_ambiguity
U03155,G02930,2,False,1,shi_to_esp,nanek ima ñikuñi.,ahí se ha ido a quedar.,U02110,G01891,nadie respondió.,ahí se ha ido a quedar.,nanek ima ñikuñi.,ñiden na'pichi'ñi,0.45573627948760986,0.501685380935669,0.04594910144805908,close_score_ambiguity
U02786,G02561,2,False,1,shi_to_esp,nanekla kenmu'wa'pi'la usha'wanekwa'.,por eso nosotros mismos somos culpables.,U02850,G02625,hartos de nosotros vamos a ir.,por eso nosotros mismos somos culpables.,nanekla kenmu'wa'pi'la usha'wanekwa'.,wapu'mu'wa' pa'aterwa'.,0.5286303162574768,0.5694093704223633,0.040779054164886475,gold_has_audit_flag
U01211,G01052,2,False,1,shi_to_esp,aper'pilusa' nuker'ka,son feos.,U01549,G01361,son gemelos.,son feos.,aper'pilusa' nuker'ka,insilanpi nuker'ka,0.5408088564872742,0.5815611481666565,0.040752291679382324,close_score_ambiguity
U02825,G02600,2,False,1,shi_to_esp,di'tulli lanla'.,él mató a la ballena.,U01845,G01640,apareció humo.,él mató a la ballena.,di'tulli lanla'.,lli'tulli kelliu,0.5505610108375549,0.5912196040153503,0.04065859317779541,gold_has_audit_flag
U02486,G02261,2,False,1,shi_to_esp,"pa'an amantek ilañi, laman ilañi.","yendo baleaba sajino, baleaba huangana.",U02954,G02729,"bien ardió hasta el amanecer, quedó pura ceniza.","yendo baleaba sajino, baleaba huangana.","pa'an amantek ilañi, laman ilañi.","musui'ma ukllishin uksuketchulli, pendalu'sa' llia'lli.",0.5138981342315674,0.5484322309494019,0.03453409671783447,gold_has_audit_flag
U00348,G00279,2,False,1,shi_to_esp,we'inu,lo siento.,U01420,G01240,quiero llorar.,lo siento.,we'inu,yawelleklek,0.5350465178489685,0.5685431957244873,0.0334966778755188,close_score_ambiguity
U01043,G00903,2,False,1,shi_to_esp,ma'atasu' ali'la',toma otro. (sostener),U02901,G02676,dijeron otras.,toma otro. (sostener),ma'atasu' ali'la',tullini'ma ali'ladaper.,0.4720887243747711,0.505334198474884,0.033245474100112915,gold_has_audit_flag
U01000,G00863,2,False,1,shi_to_esp,¿yennitulek inpaleriak?,¿puedo intentar?,U01830,G01626,¿puedo acompañarle?,¿puedo intentar?,¿yennitulek inpaleriak?,¿yennitulek ka'tan'an'su'?,0.659704864025116,0.6909717321395874,0.031266868114471436,close_score_ambiguity
U03200,G02975,2,False,1,shi_to_esp,"sapana', dudinpu' aku'llina'.","bufeo, todo tipo (de nombres) le ponen.",U02548,G02323,se detuvieron y miraron atrás.,"bufeo, todo tipo (de nombres) le ponen.","sapana', dudinpu' aku'llina'.",waneranni'ma pi'shekllina'.,0.4218219518661499,0.45133471488952637,0.029512763023376465,gold_has_audit_flag
U00327,G00262,2,False,1,shi_to_esp,iyatulek,me gusta.,U01084,G00943,entiendo.,me gusta.,iyatulek,lachekapalek,0.5358200669288635,0.5636177062988281,0.0277976393699646,close_score_ambiguity
U01001,G00864,2,False,1,shi_to_esp,¿yennitulek nu'tak?,¿puede hacerlo?,U01000,G00863,¿puedo intentar?,¿puede hacerlo?,¿yennitulek nu'tak?,¿yennitulek inpaleriak?,0.664495050907135,0.6903499364852905,0.025854885578155518,close_score_ambiguity
U02406,G02181,2,False,1,shi_to_esp,sudawamu wilawanek.,después de casarme tuve hijos.,U01549,G01361,son gemelos.,después de casarme tuve hijos.,sudawamu wilawanek.,insilanpi nuker'ka,0.45196861028671265,0.4777566194534302,0.02578800916671753,close_score_ambiguity
U00661,G00551,2,False,1,shi_to_esp,tom tulli ajá,tom asintió.,U00436,G00353,tom juró.,tom asintió.,tom tulli ajá,tom tulli,0.5745734572410583,0.5987272262573242,0.02415376901626587,close_score_ambiguity
U01107,G00964,2,False,1,shi_to_esp,ku'la latektapi'nek,estoy dudando.,U00815,G00691,estoy comprometida.,estoy dudando.,ku'la latektapi'nek,ñapalek ala'sa' enmu'pinenlek,0.44567954540252686,0.46569499373435974,0.020015448331832886,close_score_ambiguity
U01209,G01050,2,False,1,shi_to_esp,u'chimulusa' nuker'ka,son buenos.,U01549,G01361,son gemelos.,son buenos.,u'chimulusa' nuker'ka,insilanpi nuker'ka,0.498876690864563,0.5170595645904541,0.018182873725891113,close_score_ambiguity
U02304,G02079,2,False,1,shi_to_esp,ipa'li'na nawa' yañinchituwiñina' saka'dek.,ahora ellos quisieran aprender pero es difícil.,U03194,G02969,ahora nosotros conocemos los nombres.,ahora ellos quisieran aprender pero es difícil.,ipa'li'na nawa' yañinchituwiñina' saka'dek.,kenmu'wei'na ipa' ñinchillintekwa'.,0.524590015411377,0.5426225662231445,0.018032550811767578,gold_has_audit_flag
U00836,G00712,2,False,1,shi_to_esp,nakulli,pasó.,U00121,G00087,crudo,pasó.,nakulli,nanpi,0.4343428313732147,0.44921767711639404,0.014874845743179321,close_score_ambiguity
U02154,G01934,2,False,1,shi_to_esp,chuma lachek'lli,tomás entiende.,U00909,G00779,tomás aplaudió.,tomás entiende.,chuma lachek'lli,tomas inllipu'ite'lalli,0.5350494980812073,0.5484515428543091,0.013402044773101807,close_score_ambiguity
U00783,G00660,2,False,1,shi_to_esp,iyatudeklek,me gustan.,U02002,G01788,me acobardé.,me gustan.,iyatudeklek,sapulek,0.44769448041915894,0.4610497057437897,0.013355225324630737,close_score_ambiguity
U03182,G02957,2,False,1,shi_to_esp,"asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, pulu.","este, entonces, el que entendía (de santos), dijo, pablo.",U03178,G02953,"este, dijo.","este, entonces, el que entendía (de santos), dijo, pablo.","asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, pulu.","asu', tullima.",0.4523424804210663,0.45630601048469543,0.00396353006362915,gold_has_audit_flag
U01219,G01059,2,False,1,shi_to_esp,tom tekinchi'walek tulli,tom prometió.,U01555,G01367,tom mentía.,tom prometió.,tom tekinchi'walek tulli,tom tumu'pawiñi,0.6450225114822388,0.6470717787742615,0.002049267292022705,close_score_ambiguity
