pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,direction,query_text,target_correct,target_top1,esp,shiwilu_correct,shiwilu_top1,category
U02432,G02207,1,0.6991694569587708,0.6991694569587708,True,1,shi_to_esp,"- kudinchi madektupatekkudek, uwetchidek, mamá. kudinchi mapatekkudek uklulu' uwetchidek itullinerku.","nosotros mismos vamos a servirnos masato y vamos a beber, mamá me dicen. nosotros mismos vamos a servirnos.",(grupo correcto),"nosotros mismos vamos a servirnos masato y vamos a beber, mamá me dicen. nosotros mismos vamos a servirnos.","- kudinchi madektupatekkudek, uwetchidek, mamá. kudinchi mapatekkudek uklulu' uwetchidek itullinerku.",(grupo correcto),best
U01128,G00981,1,0.8302978873252869,0.8302978873252869,True,1,shi_to_esp,pulunker'wanpalli,está nevando.,(grupo correcto),está nevando.,pulunker'wanpalli,(grupo correcto),best
U03200,G02975,1,0.5406043529510498,0.5406043529510498,True,1,shi_to_esp,"sapana', dudinpu' aku'llina'.","bufeo, todo tipo (de nombres) le ponen.",(grupo correcto),"bufeo, todo tipo (de nombres) le ponen.","sapana', dudinpu' aku'llina'.",(grupo correcto),best
U01218,G01058,1,0.9436251521110535,0.9436251521110535,True,1,shi_to_esp,tom lauk'tulli,tom escuchó.,(grupo correcto),tom escuchó.,tom lauk'tulli,(grupo correcto),best
U00661,G00551,1,0.43409964442253113,0.43409964442253113,True,1,shi_to_esp,tom tulli ajá,tom asintió.,(grupo correcto),tom asintió.,tom tulli ajá,(grupo correcto),best
U02095,G01877,1,0.8587515950202942,0.8587515950202942,True,1,shi_to_esp,a'penu'wa' barriletes,remontemos barriletes.,(grupo correcto),remontemos barriletes.,a'penu'wa' barriletes,(grupo correcto),best
U02858,G02633,1,0.7589179277420044,0.7589179277420044,True,1,shi_to_esp,"naneklima, ali'la taserpi tulli nana tapa'mamasu' ñi da'pininpu',","después, dice otro viejo dijo: eso lo que están hablando no es falso,",(grupo correcto),"después, dice otro viejo dijo: eso lo que están hablando no es falso,","naneklima, ali'la taserpi tulli nana tapa'mamasu' ñi da'pininpu',",(grupo correcto),best
U02269,G02044,1,0.7440959811210632,0.7440959811210632,True,1,shi_to_esp,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,mis hijos varones y también mis hijas mujeres me están sirviendo.,(grupo correcto),mis hijos varones y también mis hijas mujeres me están sirviendo.,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,(grupo correcto),best
U02909,G02684,1,0.6170865297317505,0.6170865297317505,True,1,shi_to_esp,kua tullima ali'ladaper.,yo dijeron los otros.,(grupo correcto),yo dijeron los otros.,kua tullima ali'ladaper.,(grupo correcto),best
U01451,G01269,1,0.8768694400787354,0.8768694400787354,True,1,shi_to_esp,mulun nuka'ka,soy guapa.,(grupo correcto),soy guapa.,mulun nuka'ka,(grupo correcto),best
U02809,G02584,5,0.5262880921363831,0.7152924537658691,False,1,shi_to_esp,nu'su' wer'sik i'pa kuda ñillidek.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",por eso nosotros mismos somos culpables.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",nu'su' wer'sik i'pa kuda ñillidek.,nanekla kenmu'wa'pi'la usha'wanekwa'.,worst
U01689,G01493,5,0.5759270191192627,0.6864056587219238,False,3,shi_to_esp,enka'ker',pásaselo.,vístete.,pásaselo.,enka'ker',ishinwer',worst
U00478,G00392,6,0.5646845698356628,0.7372078895568848,False,1,shi_to_esp,enka'ku',¡pásenle!,captúrenlo.,¡pásenle!,enka'ku',pilli'tuku',worst
U01814,G01611,6,0.5936803817749023,0.7524150609970093,False,1,shi_to_esp,dunker'aper'i'la,sigue buscando.,sigue caminando.,sigue buscando.,dunker'aper'i'la,dek'kuntaper'pi'la,worst
U01025,G00887,6,0.49202677607536316,0.599867582321167,False,1,shi_to_esp,¿u'wa'tapala?,¿fumas?,¿lo sabes?,¿fumas?,¿u'wa'tapala?,¿ñinchitapala?,worst
U00560,G00465,6,0.36911413073539734,0.4658297598361969,False,1,shi_to_esp,iñer' luantulek wapu',soy codicioso.,trabajan mucho.,soy codicioso.,iñer' luantulek wapu',saka'tullina' nakusu',worst
U02211,G01988,6,0.4785250425338745,0.7039849162101746,False,1,shi_to_esp,a'pimuechu paker',mejor vete.,pronto lloverá.,mejor vete.,a'pimuechu paker',ipia'la u'lenchu,worst
U00439,G00356,6,0.5095844268798828,0.6239139437675476,False,1,shi_to_esp,tom tulli ma'pu'sin,tom saludó.,tom prometió.,tom saludó.,tom tulli ma'pu'sin,tom tekinchi'walek tulli,worst
U00206,G00159,6,0.4936761260032654,0.6137116551399231,False,1,shi_to_esp,mui'nek,soy malo. (hacer mal las cosas),lo siento.,soy malo. (hacer mal las cosas),mui'nek,we'inu,worst
U00997,G00860,8,0.3562869429588318,0.5173487663269043,False,1,shi_to_esp,latek'u,ten seguridad.,dámelo.,ten seguridad.,latek'u,enka'u,worst
U02458,G02233,8,0.39722588658332825,0.45744961500167847,False,1,shi_to_esp,kui'na llillinwek kishu.,yo me llamo jesús.,después de casarme tuve hijos.,yo me llamo jesús.,kui'na llillinwek kishu.,sudawamu wilawanek.,worst
U00638,G00532,9,0.3732856512069702,0.4968339800834656,False,1,shi_to_esp,allisek nu'tapallina',hicieron trampas.,trabajan mucho.,hicieron trampas.,allisek nu'tapallina',saka'tullina' nakusu',worst
U00148,G00108,10,0.4340781569480896,0.5539741516113281,False,1,shi_to_esp,dawik',abajo.,ven entra.,abajo.,dawik',weker' da'encher',worst
U01932,G01723,12,0.4862343370914459,0.6209837794303894,False,1,shi_to_esp,denpinta' ñi'i,quien sea.,sé razonable.,quien sea.,denpinta' ñi'i,inlli'inuter' musu',worst
U02927,G02702,17,0.2998652458190918,0.47086918354034424,False,1,shi_to_esp,- ¿uklama' a'cha nanapu'si'la?.,¿vinieron otra vez?,esta candela no es buena.,¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,asui'na mui'ñi asu' pen.,worst
U02638,G02413,18,0.3412177562713623,0.6490305662155151,False,1,shi_to_esp,"- ¡anetlla yatek kuatama',","no corran,","así se hace hermanas, señoras,","no corran,","- ¡anetlla yatek kuatama',","nu'tulek kai kualusa', senñula'lusa',",worst
U01716,G01519,18,0.37492668628692627,0.5643162131309509,False,1,shi_to_esp,ku'la ek'kuanpinek,no pico.,seré directo.,no pico.,ku'la ek'kuanpinek,cheksu' ñechek,worst
U02758,G02533,19,0.3966614007949829,0.8277611136436462,False,1,shi_to_esp,matutada ñapalli.,los lagartos negros ahí están.,está botado.,los lagartos negros ahí están.,matutada ñapalli.,dekpi ñapalli,worst
U00398,G00323,21,0.2965066432952881,0.657619297504425,False,1,shi_to_esp,ta'itulau,¿perdona?,dámelo.,¿perdona?,ta'itulau,enka'u,worst
U01644,G01454,32,0.2526246905326843,0.6595423221588135,False,1,shi_to_esp,¿te'kuawina?,¿tenías miedo?,¿empezamos?,¿tenías miedo?,¿te'kuawina?,¿tenmiansu'ter?,worst
