pair_id,group_id,anchor,positive,negative,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank
U02793,G02568,cuando un viejo hablaba los niños no debían asomarse.,"taserpi lunpasik, wilalusa' kawichi'ñina'.",napi' taserpiku'lusa' luwanchiñina' kawita'kasu' wilakudek ña'sekkudek.,U02790,G02565,medium,0.6283596754074097,0.47387951612472534,0.15448015928268433,10
U01772,G01572,me desnudo.,inanpilechek,indei'techek,U01064,G00923,hard,0.613722026348114,0.5577839612960815,0.05593806505203247,14
U01772,G01572,me desnudo.,inanpilechek,chimin'ina'ka,U01760,G01562,medium,0.613722026348114,0.4620923399925232,0.15162968635559082,42
U00561,G00466,me mudaré.,yunsue'chek,adencha'lek,U00187,G01794,hard,0.7823723554611206,0.7308019399642944,0.05157041549682617,2
U00561,G00466,me mudaré.,yunsue'chek,dunker'echek,U02043,G01827,medium,0.7823723554611206,0.6307715773582458,0.15160077810287476,12
U00295,G00234,no preguntes.,yalek'tuta,ñilupa'sha,U00419,G00339,hard,0.7208861708641052,0.6506659388542175,0.0702202320098877,7
U00295,G00234,no preguntes.,yalek'tuta,yatuluner'ta,U00486,G00399,medium,0.7208861708641052,0.566428542137146,0.15445762872695923,15
U03009,G02784,(las mujeres) lloraban bastante y después se acostumbraban.,wellek'apawi'ni'ma tekkiyallina'.,musenkek kekkilu'tek ima kunekchapallina'.,U02685,G02460,hard,0.5567374229431152,0.48980212211608887,0.06693530082702637,5
U03009,G02784,(las mujeres) lloraban bastante y después se acostumbraban.,wellek'apawi'ni'ma tekkiyallina'.,chipetcheknenna'si'ma' pektentapalli.,U02911,G02686,medium,0.5567374229431152,0.40474632382392883,0.1519910991191864,22
U01299,G01130,eres inteligente.,iñer' ñinchitapala',tasellun ñapala,U00713,G00599,hard,0.6661266684532166,0.5878621339797974,0.07826453447341919,4
U01299,G01130,eres inteligente.,iñer' ñinchitapala',inapiken nuka'ma,U00977,G01449,medium,0.6661266684532166,0.4842182993888855,0.18190836906433105,13
U00359,G00290,llovió.,u'lanñi,a'aper'lli,U00358,G00289,hard,0.7303059101104736,0.6712442636489868,0.059061646461486816,8
U00359,G00290,llovió.,u'lanñi,ta'wan'tulli,U00370,G00301,medium,0.7303059101104736,0.5471055507659912,0.18320035934448242,21
U01059,G00918,estoy lesionado.,ñapalek da'peksu',ñapalek sakek'su',U00816,G00692,hard,0.826396644115448,0.7745530605316162,0.05184358358383179,12
U01059,G00918,estoy lesionado.,ñapalek da'peksu',amercha tekuasu' ñapalek,U00823,G00699,medium,0.826396644115448,0.6718435287475586,0.1545531153678894,36
U00660,G00550,tom miró.,tom lli'tulli,tom lauki'lli,U00672,G00562,hard,0.8487493395805359,0.7502312064170837,0.09851813316345215,3
U00660,G00550,tom miró.,tom lli'tulli,tom lanteñi,U00433,G00350,medium,0.8487493395805359,0.6739802956581116,0.17476904392242432,5
U01633,G01444,lo verás.,lli'echu,ipa' lli'echu,U00711,G00597,hard,0.8036909699440002,0.7041121125221252,0.099578857421875,3
U01633,G01444,lo verás.,lli'echu,lli'echek,U01446,G01264,medium,0.8036909699440002,0.6531296372413635,0.15056133270263672,4
U01634,G01444,la verás.,lli'echu,ipa' lli'echu,U00711,G00597,hard,0.794478178024292,0.7017321586608887,0.09274601936340332,3
U01634,G01444,la verás.,lli'echu,ekte'chechu,U00155,G00114,medium,0.794478178024292,0.6285337805747986,0.1659443974494934,5
U00024,G01474,¿entendiste?,¿lachek'la?,¿lli'la?,U01668,G01475,hard,0.7879623174667358,0.7216848731040955,0.06627744436264038,3
U00024,G01474,¿entendiste?,¿lachek'la?,¿si'lentapala'?,U01636,G01446,medium,0.7879623174667358,0.6355505585670471,0.15241175889968872,14
U01667,G01474,¿entendió?,¿lachek'la?,¿peklu'tula?,U00706,G00592,hard,0.7306042313575745,0.6241183876991272,0.10648584365844727,10
U01667,G01474,¿entendió?,¿lachek'la?,ilanñi,U01172,G01021,medium,0.7306042313575745,0.5748317837715149,0.15577244758605957,15
U02797,G02572,las viejas finadas y los viejos finados se sentaban y hablaban de ese arákayu.,"tasellunku'lusa' papinkuku'lusa' du'anna', nana arakayukin luñina'.",nana mukankinpu'lalusa'ler arakayu pideknen di'setchullina'.,U02788,G02563,hard,0.6874039769172668,0.6234979033470154,0.06390607357025146,2
U02797,G02572,las viejas finadas y los viejos finados se sentaban y hablaban de ese arákayu.,"tasellunku'lusa' papinkuku'lusa' du'anna', nana arakayukin luñina'.",nawi'na wintapanta'llinerku ma'pu'si'pa mitan nakulama' tullima arakayu.,U02671,G02446,medium,0.6874039769172668,0.5343733429908752,0.1530306339263916,4
U02082,G01864,solo pruébatela.,lataker'sa',luwe'chinbuer',U02080,G01862,hard,0.6085668802261353,0.504504382610321,0.10406249761581421,4
U02082,G01864,solo pruébatela.,lataker'sa',lektapaleksa',U02050,G01833,medium,0.6085668802261353,0.45402079820632935,0.1545460820198059,11
U01036,G00897,buenos días.,muuklli,mulusa',U00167,G00125,hard,0.5694739818572998,0.4616618752479553,0.10781210660934448,3
U01036,G00897,buenos días.,muuklli,pa'a,U00236,G00186,medium,0.5694739818572998,0.4168420732021332,0.15263190865516663,7
U01640,G01450,estás delgado.,sha'mu'su' nuka'ma,tumu'pala,U01297,G01128,hard,0.6336994171142578,0.5703355669975281,0.06336385011672974,15
U01640,G01450,estás delgado.,sha'mu'su' nuka'ma,weipensu' ñapala,U01296,G01127,medium,0.6336994171142578,0.48179617524147034,0.15190324187278748,26
U02693,G02468,gritó arákayu.,lukatullima arakayu.,lawinñini'ma arakayu.,U02656,G02431,hard,0.7412595152854919,0.6473199725151062,0.09393954277038574,2
U02693,G02468,gritó arákayu.,lukatullima arakayu.,arakayu ima pillektutek.,U02717,G02492,medium,0.7412595152854919,0.5708836913108826,0.17037582397460938,7
U00044,G00036,¿en serio?,¿tekinchi?,¿tekinchi'cha?,U00579,G00481,hard,0.6303932070732117,0.5470210313796997,0.08337217569351196,3
U00044,G00036,¿en serio?,¿tekinchi?,¿mukankan'inpu'?,U00353,G00284,medium,0.6303932070732117,0.4599060118198395,0.1704871952533722,5
U00045,G00036,¿la verdad?,¿tekinchi?,¿lulentutek'a'cha?,U01782,G01581,hard,0.6895679235458374,0.5877705216407776,0.10179740190505981,5
U00045,G00036,¿la verdad?,¿tekinchi?,¿lun'na?,U01340,G01168,medium,0.6895679235458374,0.534433901309967,0.15513402223587036,11
U02661,G02436,está regalando (pescado).,panutapalli.,latada'pilalli,U00191,G00146,hard,0.5834004878997803,0.5108028054237366,0.0725976824760437,6
U02661,G02436,está regalando (pescado).,panutapalli.,lunta'palli,U01367,G01192,medium,0.5834004878997803,0.42490068078041077,0.1584998071193695,9
U01619,G01430,necesitas ayuda.,katu'pa' luwantula,luwantulliden,U00937,G00805,medium,0.7376670241355896,0.579116940498352,0.15855008363723755,2
U02220,G01997,¿son estudiantes?,¿ñinchitulusa' nuka'mama'?,¿suntadulusa'cha?,U01307,G01138,hard,0.6692538857460022,0.616269588470459,0.05298429727554321,4
U02220,G01997,¿son estudiantes?,¿ñinchitulusa' nuka'mama'?,kadu'lusa' nuker'ka,U01206,G01047,medium,0.6692538857460022,0.5031596422195435,0.16609424352645874,11
U01997,G01783,¡apúrate niña!,¡wiuker' wila!,¡tuker' ma'nen'unta'!,U01516,G01331,hard,0.7633171081542969,0.6381586790084839,0.125158429145813,2
U01997,G01783,¡apúrate niña!,¡wiuker' wila!,¡ñiker' musu!,U00751,G00630,medium,0.7633171081542969,0.579548716545105,0.1837683916091919,3
U02733,G02508,sólo ellos van a poblar de nuevo.,nawa'sa' nanpichuna'.,a'pinta' tupichina' nawa'.,U02293,G02068,hard,0.650021493434906,0.5868380069732666,0.0631834864616394,4
U02733,G02508,sólo ellos van a poblar de nuevo.,nawa'sa' nanpichuna'.,ipa'la a'pinta' lliwaitullina'.,U02814,G02589,medium,0.650021493434906,0.49251073598861694,0.15751075744628906,11
U01410,G01231,te mentí.,tumu'tullien,tumu'lek,U00030,G00025,hard,0.8024440407752991,0.6949781775474548,0.10746586322784424,2
U01410,G01231,te mentí.,tumu'tullien,luantullien,U00534,G00441,medium,0.8024440407752991,0.6373361945152283,0.1651078462600708,7
U00780,G00657,tengo vino.,vinu' a'ñapalek,kerlliek vinu',U01712,G01515,medium,0.7676348090171814,0.6001228094100952,0.16751199960708618,2
U02688,G02463,"cuando pasó el carnaval regresó,","mitan nakusik ima adanta'n,","iñer ka'latak saneksik,",U02373,G02148,hard,0.7018241882324219,0.6473889350891113,0.05443525314331055,12
U02688,G02463,"cuando pasó el carnaval regresó,","mitan nakusik ima adanta'n,","nana ekpanta'i, ekpanta'i nerñinanluk,",U02290,G02065,medium,0.7018241882324219,0.5288098454475403,0.1730143427848816,22
U03134,G02909,"en cambio apu'tek no sabía aborrecer mucho, no era miserable.","apu'tek i'mi'na ñinpu' ninchiluyuchi'ñi, ñi aperku'tekinpu'.","iñer ima dullinen adipi, ukunpala'lli, ñi chipitekwi'ñi.",U02875,G02650,hard,0.6756849884986877,0.5598911643028259,0.11579382419586182,2
U03134,G02909,"en cambio apu'tek no sabía aborrecer mucho, no era miserable.","apu'tek i'mi'na ñinpu' ninchiluyuchi'ñi, ñi aperku'tekinpu'.","ñi nana wa'dantek pektawapi'ñi, ñi laman pektawapi'ñi, ñi ma'nen nanadaper.",U02624,G02399,medium,0.6756849884986877,0.5222914218902588,0.15339356660842896,4
U00626,G00521,mantente despierto.,ñapaker' nanpiladasu',ñapaker' kawik,U00627,G00522,hard,0.7242874503135681,0.654219925403595,0.07006752490997314,6
U00626,G00521,mantente despierto.,ñapaker' nanpiladasu',insek'dipersu' ñapaker',U00721,G00605,medium,0.7242874503135681,0.5518133640289307,0.17247408628463745,10
U00418,G00338,fuera.,adipi,nu'wanker',U01014,G00876,hard,0.6353799104690552,0.5290390253067017,0.10634088516235352,2
U00418,G00338,fuera.,adipi,yunsuer',U00062,G00048,medium,0.6353799104690552,0.47968554496765137,0.1556943655014038,12
U01586,G01397,somos egoístas.,kenmu'sak lli'i'nupalekwa',kulliker'wi'ñidek,U00700,G00586,hard,0.645261287689209,0.5649672746658325,0.08029401302337646,9
U01586,G01397,somos egoístas.,kenmu'sak lli'i'nupalekwa',ñinpi' lunpi'ñidek,U01573,G01384,medium,0.645261287689209,0.49414193630218506,0.15111935138702393,15
U00489,G00402,¡no hables!,¡yalunta'!,¡ta'ituler'!,U00012,G00009,hard,0.6314374804496765,0.5642439723014832,0.06719350814819336,14
U00489,G00402,¡no hables!,¡yalunta'!,du'la'ker',U00416,G00336,medium,0.6314374804496765,0.4786895215511322,0.1527479588985443,39
U02659,G02434,dice que fueron a mirar.,lli'kuñini'ma.,nu'anna' insekkitullina'.,U02940,G02715,hard,0.5901635885238647,0.5319004654884338,0.05826312303543091,3
U02659,G02434,dice que fueron a mirar.,lli'kuñini'ma.,tula'si'ma llinlliwañina'.,U03172,G02947,medium,0.5901635885238647,0.4342755079269409,0.15588808059692383,11
U02423,G02198,postrada me la paso.,ñapamu erwatapalek.,alantapalek kulliker',U01711,G01514,hard,0.5813578963279724,0.5237109065055847,0.057646989822387695,4
U02423,G02198,postrada me la paso.,ñapamu erwatapalek.,nana ka'amu susulek.,U02487,G02262,medium,0.5813578963279724,0.4286790192127228,0.15267887711524963,19
U00499,G00411,perdónenos.,taitula'u'kudek,tupi'tu'udek,U00303,G00242,hard,0.6712714433670044,0.6026397347450256,0.06863170862197876,4
U00499,G00411,perdónenos.,taitula'u'kudek,tupi'wa',U01507,G01322,medium,0.6712714433670044,0.5158485174179077,0.15542292594909668,14
U03120,G02895,de esta manera ahora están olvidando la lengua shiwilu.,ipa'la nu'anna' ipa' shiwilu la'la' pinaner'apilallina'.,ipa'la asu' senñula' itullun ¡lunker shiwilu la'la'!,U02504,G02279,hard,0.7537415623664856,0.677863359451294,0.07587820291519165,3
U03120,G02895,de esta manera ahora están olvidando la lengua shiwilu.,ipa'la nu'anna' ipa' shiwilu la'la' pinaner'apilallina'.,ipa'la asu' shaya'lusa' inllinsellina' asu' ladanenna'.,U03013,G02788,medium,0.7537415623664856,0.5801828503608704,0.17355871200561523,5
U00491,G00404,¡no esperes!,¡yawa'tenta!,¡yatumu'ta!,U01981,G01768,medium,0.8413342237472534,0.6641784906387329,0.1771557331085205,3
U03064,G02839,"nosotros somos bastantes, ellos son doscitos nomas.","kenmu'wa' wapu'mu'wa', ma'ki'na asu' katu'shadapersa'.","kenmu'wa' mutupi muda', kenmu'wa' ñi asu'lupa'dei'npu'.",U03150,G02925,medium,0.7204995155334473,0.5696640014648438,0.15083551406860352,2
U02347,G02122,una vez tostado se lo muele.,inyek ipa'linchi peksanek.,sekkankatan indi'dektulli sadinlek.,U02700,G02475,hard,0.5204604864120483,0.4671231508255005,0.05333733558654785,7
U02347,G02122,una vez tostado se lo muele.,inyek ipa'linchi peksanek.,ali'lima llia'lli ma'i mutupik.,U03153,G02928,medium,0.5204604864120483,0.36942315101623535,0.151037335395813,30
U00646,G00539,esto funciona.,asu' saka'tapalli,asu' saka'techu',U01872,G01666,hard,0.77822345495224,0.6850011348724365,0.09322232007980347,3
U00646,G00539,esto funciona.,asu' saka'tapalli,asu' analli,U00905,G00776,medium,0.77822345495224,0.6245120763778687,0.15371137857437134,6
U00647,G00539,esto trabaja.,asu' saka'tapalli,nana saka'tapalli,U00636,G00531,hard,0.8210509419441223,0.700088381767273,0.12096256017684937,3
U00647,G00539,esto trabaja.,asu' saka'tapalli,asu' analli,U00905,G00776,medium,0.8210509419441223,0.6080560684204102,0.21299487352371216,5
U01082,G00941,hablo rápido.,wiuksu' lunpalek,a'shulek wapu',U01739,G01541,hard,0.5528175234794617,0.4827969968318939,0.07002052664756775,4
U01082,G00941,hablo rápido.,wiuksu' lunpalek,nerpi'pu' dekundapalek,U01384,G01209,medium,0.5528175234794617,0.3964956998825073,0.15632182359695435,18
U02561,G02336,"atemorizados, cuando contaban nosotros (los jóvenes) los hemos oído a los viejos ya finados sentados en la calle,","tek kuanna', ta'ser kuda lauktullidek papinkuku'lusa' du'anna' adipik kallilalak,",nawa' lu'rnka'su' kudanta' laukta'kudeksu' wilakudek ñamudek lunpallidek.,U03003,G02778,medium,0.7138820886611938,0.5277466773986816,0.1861354112625122,2
U00675,G00565,tom morirá.,tom chiminchu,tom idenmechu,U01877,G01671,hard,0.8385903239250183,0.7312968969345093,0.10729342699050903,2
U00675,G00565,tom morirá.,tom chiminchu,tom pa'echu,U00441,G00358,medium,0.8385903239250183,0.6516115665435791,0.1869787573814392,5
U02285,G02060,a veces no puedo recordar lo que estoy hablando.,nerpi'pu' innichi'nek lli'inuta'kasu' lunpa'kasu'.,ñienkasu' ñinchichillina' namasu' la'lekla lunchinpu'dek'a'kasu' malek.,U02301,G02076,medium,0.6863980889320374,0.5143658518791199,0.17203223705291748,2
U00050,G00040,lo procuramos.,tekle'rier'chidek,tekle'rilek',U00089,G00062,hard,0.7256354689598083,0.6304751038551331,0.09516036510467529,2
U00050,G00040,lo procuramos.,tekle'rier'chidek,lli'aterwa',U01589,G01400,medium,0.7256354689598083,0.5661555528640747,0.15947991609573364,6
U00897,G00768,se besaron.,inmusha'llina',tumu'llina',U00637,G00835,hard,0.6727754473686218,0.6178468465805054,0.054928600788116455,2
U00897,G00768,se besaron.,inmusha'llina',da'pañina',U01195,G01036,medium,0.6727754473686218,0.5183566808700562,0.15441876649856567,19
U01037,G00898,"espera, tom.",wa'tenker' tom,"tupiter', tom",U01154,G01006,hard,0.8591234683990479,0.7094976902008057,0.1496257781982422,2
U01037,G00898,"espera, tom.",wa'tenker' tom,wiuk'er' tom,U01382,G01207,medium,0.8591234683990479,0.5665407776832581,0.2925826907157898,4
U02127,G01907,son amarillas.,sha'pi'su'sa' nuker'ka,u'chimuinchilusa' nuker'ka,U02149,G01929,hard,0.6601039171218872,0.6090219616889954,0.051081955432891846,10
U02127,G01907,son amarillas.,sha'pi'su'sa' nuker'ka,iñer' ñinchitulusa' nuker'ka,U01300,G01131,medium,0.6601039171218872,0.47500598430633545,0.18509793281555176,13
U02279,G02054,"viniendo de lima aquí ella también quiere aprender,","llimaklan wek'an asek nananta' yañinchitulli,","inpikanpiler'an ima unma' uklli,",U02642,G02417,hard,0.6551374793052673,0.5257377028465271,0.12939977645874023,2
U02279,G02054,"viniendo de lima aquí ella también quiere aprender,","llimaklan wek'an asek nananta' yañinchitulli,","nu'wanta'sik ima sameller tupitunta'lli,",U02706,G02481,medium,0.6551374793052673,0.5039051175117493,0.15123236179351807,4
U01464,G01282,¿está mirando?,¿lli'tapalli?,¿li'apala?,U01349,G01176,hard,0.8505492210388184,0.7365018725395203,0.1140473484992981,2
U01464,G01282,¿está mirando?,¿lli'tapalli?,¿li'apalu?,U01350,G01177,medium,0.8505492210388184,0.6856136322021484,0.16493558883666992,5
U00098,G00980,está bien.,mupalli,musu' nuka'a,U00757,G00636,hard,0.8100346326828003,0.6679204702377319,0.14211416244506836,4
U00098,G00980,está bien.,mupalli,¡mupalli!,U00103,G00072,medium,0.8100346326828003,0.6420019268989563,0.168032705783844,5
U00411,G00980,está buena.,mupalli,musu' nuka'a,U00757,G00636,hard,0.8245507478713989,0.7165606021881104,0.10799014568328857,4
U00411,G00980,está buena.,mupalli,¡mupalli!,U00103,G00072,medium,0.8245507478713989,0.6400837302207947,0.18446701765060425,5
U01127,G00980,está perfecto.,mupalli,musu' nuka'a,U00757,G00636,hard,0.7150924205780029,0.5952122211456299,0.11988019943237305,4
U01127,G00980,está perfecto.,mupalli,¡mupalli!,U00103,G00072,medium,0.7150924205780029,0.5622958540916443,0.15279656648635864,6
U01615,G01426,pareces ocupado.,ma'nen'nu'tapa'masu'pu'su' lli'tula,kaluwinanpu'su' lli'tula,U01616,G01427,hard,0.669399082660675,0.588861882686615,0.08053719997406006,3
