pair_id,group_id,anchor,positive,negative,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank
U00426,G00344,toma esto.,ma'ta asu',sek'diperker' asu',U00374,G00305,hard,0.6541065573692322,0.6005979776382446,0.05350857973098755,22
U03140,G02915,"a los muchachos, queriendo agarrar pejecitos con canasto, cuando se iban, se los comían las fieras.","wilalusi'ma, ya'dandektanna', pa'anna', anaka'lli'na'.","malallineima ñañashasa', ukllilek dekpilli'lek, uklulu' nu'ta'n, iñer pideknen a'muetchan,",U03058,G02833,hard,0.527660608291626,0.47621849179267883,0.051442116498947144,27
U01956,G01746,¿puedes abrirlo?,¿yennitula ek'ker'cha'mak?,¿yennitechek katu'pa'tak?,U00470,G00385,medium,0.716851532459259,0.5581735372543335,0.15867799520492554,17
U03073,G02848,"tal vez querrás estar viendo que a tu esposa, a tu hija, a tus hijos varones los estén azotando.","nanipa' luwantula' yalli'apalinpa' sadanpen, teklapinpen, erkunpenlusa' llipu'taperkasu'.","nawi'mi'na' panta'nna', ala'lusa', sekllintanni'ma panta'nna', lli'llini'ma mu'katapasik.",U02583,G02358,hard,0.5535404086112976,0.48899391293525696,0.06454649567604065,3
U02054,G01837,soy miope.,umilu'lada' nuka'ka,latek'tutek nuka'ka,U02055,G01838,hard,0.7480783462524414,0.6891781687736511,0.05890017747879028,22
U00555,G00460,soy gemelo.,insilanpi nuka'ka,latek'tutek nuka'ka,U02055,G01838,hard,0.7273942232131958,0.6641122102737427,0.06328201293945312,24
U00508,G00420,"hey, cálmate.",lauk'la tuna'ker',wiu'su' dekunter',U01371,G01196,hard,0.4177437424659729,0.3673218786716461,0.05042186379432678,42
U02695,G02470,después poniéndose de pie dijo:,nu'an ima waneran tulli:,napi' ima wa'an yunsa'n luñi:,U02512,G02287,hard,0.663276195526123,0.6056105494499207,0.05766564607620239,8
U02897,G02672,"¿ay, quién de nosotras irá a quedar viuda?","¿denkenmu'wa' ekdulunterwa', ten",kenmu'wa' takeraterwa' nu'unta'nmu'wa'.,U02859,G02634,hard,0.3957933485507965,0.3399992883205414,0.05579406023025513,51
U01363,G01188,conserva eso.,sekdiperker' nana,nu'ter' ipa'la,U00294,G00233,medium,0.6855119466781616,0.5341062545776367,0.1514056921005249,29
U01972,G01761,¿la conocen?,¿luwer'chapalama?,¿denlusa'acha?,U00961,G00827,hard,0.6954663991928101,0.6352764964103699,0.060189902782440186,8
U01144,G00997,déjame ir.,ta'itula'u pa'ak,adenche'chek,U01092,G00951,hard,0.6903987526893616,0.6271460056304932,0.06325274705886841,5
U01053,G00913,¡qué pesado!,¡enpu'ni saka'dek'ipa'!,¡embu'ni wer'ipa'!,U00952,G00819,hard,0.5914309024810791,0.52635657787323,0.06507432460784912,12
U01892,G01686,somos hermanos.,iin nuka'kawa,nampilalasu' ñapalidek,U00943,G00811,hard,0.6267063021659851,0.5728901028633118,0.05381619930267334,15
U02349,G02124,ahora ya no hacen así.,ipa'li'na nui'ñina'.,nu'su' nanpillina' napi'.,U03101,G02876,medium,0.6578040719032288,0.4949400722980499,0.16286399960517883,6
U02715,G02490,arakayú icaró y se fue dejándolos.,arakayuler pekkun pa'lapinta'lli.,dankumelli arakayuler lli'apasik.,U02724,G02499,hard,0.7405532598495483,0.6895871162414551,0.05096614360809326,5
U01183,G01030,cuéntame más.,wintu'u a'pinta',enka'u nu'unta'lusa',U01356,G01183,hard,0.7307421565055847,0.6218309998512268,0.10891115665435791,5
U02956,G02731,"dice que de madrugada, al levantarse, venteó la ceniza con abanico y de ahí salieron zancudos, tábanos, tabanillos negros, toda clase de insectos que no valen.","nanek ima dasu'la yunsa'n a'uluntulli, tekkinchima nanekla yunkelli iyun, tunka, etchu, dudinpu' lli'la muinpu'a'su'.","tekkinchi walek kunparinenna' pilli'iteklatanna', kumarinenna' pilli'iteklatanna', musha'iteklanna', yensunna', willekllina'.",U03204,G02979,hard,0.632489800453186,0.5789880752563477,0.05350172519683838,3
U03090,G02865,"ahora nosotros, ahora este pueblo se ha dividido en dos: barrio bajo y barrio alto.","ipa'li'na' kenmu'wa', ipa' asu' ñinanlu' katu'ta' ñillin: chilen, winen.","nanek ima chi'yek'erkasu' tekka'erkasu' ima, pa'llima mutupilupa' yananpinna', nanpikuñina'.",U03085,G02860,medium,0.5235682725906372,0.3716107904911041,0.15195748209953308,26
U01277,G01111,prometió.,nana tuwiñi nu'techu,yutulli,U01698,G01501,hard,0.45255473256111145,0.4004170894622803,0.05213764309883118,26
U00054,G00043,sé agradable.,mukankan ñiker',paker' ñilupa',U00137,G00098,medium,0.5882154107093811,0.4351750314235687,0.15304037928581238,38
U01535,G01347,aquí tienes.,asek a'ñapala,mapu'sina asek',U00522,G00433,hard,0.5518622398376465,0.499160498380661,0.052701741456985474,4
U00281,G00226,respóndeme.,na'pi'u,pinaner'u,U00304,G00243,hard,0.6673055291175842,0.6165785789489746,0.05072695016860962,16
U00760,G00639,está fingiendo comer.,intek weranpalli,pada'sa'tapalli,U01806,G01603,hard,0.5567611455917358,0.4753529131412506,0.08140823245048523,2
U02517,G02292,"luego de hacer eso, dijeron pesquemos mañana.",nu'anna' eklli pur'awa' tullini'ma.,nu'an asu' kekkilu'tek yunsu'lli ya'lli'minmu'wa' yapekkiwantanminmu'wa',U02900,G02675,medium,0.5885829925537109,0.43815210461616516,0.15043088793754578,40
U02240,G02015,no duerme.,ku'la wicha'pi'ñi,yalli'tama,U00485,G00398,hard,0.5958799123764038,0.5453928709030151,0.05048704147338867,12
U00597,G00496,¡déjale irse!,¡ta'ituler' pa'i!,¡enpu'ni aperpipa'!,U01054,G00914,medium,0.6637633442878723,0.5067009329795837,0.15706241130828857,17
U02613,G02388,con mi candela no van a cocinar.,- ñi asu' penweklek akusuchi'nchuma'.,musenkek kekkilu'tek ima kunekchapallina'.,U02685,G02460,medium,0.5566443800926208,0.40532657504081726,0.1513178050518036,25
U00057,G00046,entre.,da'kerker',pa'a,U00236,G00186,hard,0.6031979918479919,0.5528663396835327,0.05033165216445923,48
U01857,G01651,ambos murieron.,nu'misansu' chimiñina',saka'tunakla usu'dekllina',U01295,G01126,medium,0.5244554281234741,0.3728221356868744,0.15163329243659973,25
U02935,G02710,"cuentan que dijo así el hombre que detectó, eso dijo ese soñador:","tullima nana lunanpichita'su', tullima nana wa'lata'su':","nanima pennu'pilenchan, unchan itudeklli:",U02520,G02295,hard,0.6660096049308777,0.6126906871795654,0.053318917751312256,3
U02982,G02757,"entonces cuando amanecieron, otro día cuando amanecieron nuevamente dijeron ya queremos volver.","nanek ukllinantanna', ali'la uklli ukllinantununta'nna' tullina' yadanta'llidek.",naneklima llia'lli asu' wa'dan panpateklu' ipa'la walek luwetchapalekwa'.,U03130,G02905,hard,0.5971255898475647,0.531724214553833,0.06540137529373169,6
U01271,G01106,ustedes primero.,nanentu kenmama',llia'ker' kenma,U00415,G00335,hard,0.4903637170791626,0.43738043308258057,0.05298328399658203,5
U00203,G00156,soy vago.,perchek' nuka'ka,sha'mu'su' ñapalek,U00565,G00469,medium,0.725517213344574,0.5745095014572144,0.15100771188735962,43
U03135,G02910,"ese sekputchek era bien miserable, no se conformaba con poquito.","nana sekputchek ima'ka nana aperku'tek ima, ñima luwanchi'ñi u'ñisha.","iñer ima dullinen adipi, ukunpala'lli, ñi chipitekwi'ñi.",U02875,G02650,medium,0.6561933755874634,0.5023413300514221,0.15385204553604126,6
U01467,G01285,¿es privado?,¿sekipia'cha?,¿pa'chi'ñin'cha?,U00573,G00477,hard,0.7059525847434998,0.6556599736213684,0.05029261112213135,9
U01293,G01124,estás borracha.,lupersu' ñapala,yalamapu'ta,U00743,G00623,medium,0.634418249130249,0.47860950231552124,0.15580874681472778,28
U03005,G02780,dice que ahí algunos (españoles) les decían (a los shiwilu) traigan a sus hermanas para vendérnoslas.,nanek ima nu'unta' itudekllina' kerku' sha'wapenma' uku'lakeru'kudek.,nanadaper imaka lli'an malallina tulli asu' katu'ta' ishpaña la'la' lunlusa' a'ta' kenmu'wa' utetchinerkenmu'wa'.,U03141,G02916,hard,0.6127220392227173,0.5129709839820862,0.0997510552406311,2
U01645,G01455,¿estás dormido?,¿wichi'su' ñapala?,¿mer'su' ñapala?,U00988,G00852,hard,0.7548108696937561,0.7037286162376404,0.05108225345611572,10
U01464,G01282,¿está mirando?,¿lli'tapalli?,¿kana'tula?,U00737,G00617,medium,0.7757717370986938,0.6254145503044128,0.150357186794281,24
U00742,G00622,¡no dispares!,¡yailantuta!,¡inapiku!,U00197,G00152,medium,0.7271966338157654,0.5733367800712585,0.15385985374450684,11
U02485,G02260,yendo al monte mi padre baleaba (animales).,tanak pa'an tatawek ilantulli.,nanekla papina chiminlapillun.,U02438,G02213,medium,0.6936295032501221,0.5391204357147217,0.1545090675354004,9
U03093,G02868,el pueblo puso policías en el medio del pueblo. policía para el barrio bajo y policía para el barrio alto.,"ninanlu' aku'llina' wala'wan ikiñek ñinanlu'. wala'wan chilenki, wala'wan winenki.","¡enñupa' ñinanlu' ipa' pa'achuma'! ali'la ñinanlu'lupa' pa'achuma', muyunpalupa' a'pinta' pa'api'nchuma'.",U03038,G02813,medium,0.504158079624176,0.35106655955314636,0.15309152007102966,12
U00071,G01018,¡chau!,¡pante'chek!,¡kana'tulek!,U00015,G00012,hard,0.6601191759109497,0.6024539470672607,0.057665228843688965,29
