pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,direction,query_text,target_correct,target_top1,esp,shiwilu_correct,shiwilu_top1,category
U00661,G00551,1,0.36215734481811523,0.36215734481811523,True,1,shi_to_esp,tom tulli ajá,tom asintió.,(grupo correcto),tom asintió.,tom tulli ajá,(grupo correcto),best
U02095,G01877,1,0.8298158645629883,0.8298158645629883,True,1,shi_to_esp,a'penu'wa' barriletes,remontemos barriletes.,(grupo correcto),remontemos barriletes.,a'penu'wa' barriletes,(grupo correcto),best
U02858,G02633,1,0.7631001472473145,0.7631001472473145,True,1,shi_to_esp,"naneklima, ali'la taserpi tulli nana tapa'mamasu' ñi da'pininpu',","después, dice otro viejo dijo: eso lo que están hablando no es falso,",(grupo correcto),"después, dice otro viejo dijo: eso lo que están hablando no es falso,","naneklima, ali'la taserpi tulli nana tapa'mamasu' ñi da'pininpu',",(grupo correcto),best
U02269,G02044,1,0.652800977230072,0.652800977230072,True,1,shi_to_esp,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,mis hijos varones y también mis hijas mujeres me están sirviendo.,(grupo correcto),mis hijos varones y también mis hijas mujeres me están sirviendo.,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,(grupo correcto),best
U02909,G02684,1,0.6865988373756409,0.6865988373756409,True,1,shi_to_esp,kua tullima ali'ladaper.,yo dijeron los otros.,(grupo correcto),yo dijeron los otros.,kua tullima ali'ladaper.,(grupo correcto),best
U01000,G00863,1,0.7536399364471436,0.7536399364471436,True,1,shi_to_esp,¿yennitulek inpaleriak?,¿puedo intentar?,(grupo correcto),¿puedo intentar?,¿yennitulek inpaleriak?,(grupo correcto),best
U00971,G00837,1,0.6565115451812744,0.6565115451812744,True,1,shi_to_esp,muisu' kankantula,te desmayaste.,(grupo correcto),te desmayaste.,muisu' kankantula,(grupo correcto),best
U02548,G02323,1,0.7344806790351868,0.7344806790351868,True,1,shi_to_esp,waneranni'ma pi'shekllina'.,se detuvieron y miraron atrás.,(grupo correcto),se detuvieron y miraron atrás.,waneranni'ma pi'shekllina'.,(grupo correcto),best
U00964,G00830,1,0.7846361994743347,0.7846361994743347,True,1,shi_to_esp,¿den chi'yeklli?,¿quién escapó?,(grupo correcto),¿quién escapó?,¿den chi'yeklli?,(grupo correcto),best
U00301,G00240,1,0.6793618202209473,0.6793618202209473,True,1,shi_to_esp,¡u'chimuinchi nuka'a!,¡es estupendo!,(grupo correcto),¡es estupendo!,¡u'chimuinchi nuka'a!,(grupo correcto),best
U02846,G02621,4,0.4848729968070984,0.6057822108268738,False,1,shi_to_esp,kenmu'wi'na nanalupa' anaka'terwa'.,nosotros por ahí vamos a ser atrapados por las fieras.,por eso nosotros mismos somos culpables.,nosotros por ahí vamos a ser atrapados por las fieras.,kenmu'wi'na nanalupa' anaka'terwa'.,nanekla kenmu'wa'pi'la usha'wanekwa'.,worst
U01192,G01601,5,0.45690256357192993,0.515451192855835,False,3,shi_to_esp,nerpi'la nuka'a,es raro.,está nevando.,es raro.,nerpi'la nuka'a,pulunker'wanpalli,worst
U00227,G01601,5,0.45690256357192993,0.515451192855835,False,3,shi_to_esp,nerpi'la nuka'a,es extraño.,está nevando.,es extraño.,nerpi'la nuka'a,pulunker'wanpalli,worst
U01804,G01601,5,0.45690256357192993,0.515451192855835,False,3,shi_to_esp,nerpi'la nuka'a,es diferente.,está nevando.,es diferente.,nerpi'la nuka'a,pulunker'wanpalli,worst
U02524,G02299,5,0.3272525668144226,0.5500332713127136,False,1,shi_to_esp,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,mis hijos se van todos a la chacra y me dejan sola.,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,wilaweklusa' menmik chiketllapipallinerku.,worst
U02970,G02745,5,0.3684351146221161,0.39835676550865173,False,1,shi_to_esp,ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",no vayan a dormir mucho.,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,aner enpu'ninchi yawichi'tama'.,worst
U00011,G00008,6,0.560001790523529,0.7031322717666626,False,1,shi_to_esp,¡indekker'!,¡salta!,¡continúa!,¡salta!,¡indekker'!,¡tupiter'!,worst
U02053,G01836,7,0.4571900963783264,0.6025166511535645,False,1,shi_to_esp,amennan nuka'ka,soy zurdo.,soy guapa.,soy zurdo.,amennan nuka'ka,mulun nuka'ka,worst
U00398,G00323,7,0.38613346219062805,0.6703295707702637,False,1,shi_to_esp,ta'itulau,¿perdona?,lo siento.,¿perdona?,ta'itulau,we'inu,worst
U01217,G01057,8,0.37096676230430603,0.5295440554618835,False,1,shi_to_esp,tom a'perchulli,tom insistió.,tom asintió.,tom insistió.,tom a'perchulli,tom tulli ajá,worst
U02758,G02533,11,0.32123857736587524,0.7548329830169678,False,1,shi_to_esp,matutada ñapalli.,los lagartos negros ahí están.,está botado.,los lagartos negros ahí están.,matutada ñapalli.,dekpi ñapalli,worst
U00750,G00629,11,0.3168659806251526,0.43226978182792664,False,1,shi_to_esp,ishinwer',vístete.,pásaselo.,vístete.,ishinwer',enka'ker',worst
U02638,G02413,12,0.2961793839931488,0.44252651929855347,False,1,shi_to_esp,"- ¡anetlla yatek kuatama',","no corran,","no conocían el paiche,","no corran,","- ¡anetlla yatek kuatama',","ñi luwetchi'ñina' asu' unma',",worst
U00478,G00392,12,0.3601222634315491,0.5749066472053528,False,1,shi_to_esp,enka'ku',¡pásenle!,captúrenlo.,¡pásenle!,enka'ku',pilli'tuku',worst
U00148,G00108,14,0.2810223698616028,0.4250205159187317,False,1,shi_to_esp,dawik',abajo.,tom comió.,abajo.,dawik',tom weranpalli,worst
U00638,G00532,18,0.3174705505371094,0.5136367678642273,False,1,shi_to_esp,allisek nu'tapallina',hicieron trampas.,están ganando.,hicieron trampas.,allisek nu'tapallina',kana'tapallina',worst
U02927,G02702,19,0.280964732170105,0.47978055477142334,False,1,shi_to_esp,- ¿uklama' a'cha nanapu'si'la?.,¿vinieron otra vez?,esta candela no es buena.,¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,asui'na mui'ñi asu' pen.,worst
U00439,G00356,25,0.2691463828086853,0.5192738771438599,False,1,shi_to_esp,tom tulli ma'pu'sin,tom saludó.,tom mentía.,tom saludó.,tom tulli ma'pu'sin,tom tumu'pawiñi,worst
U02002,G01788,28,0.2521796226501465,0.4988713264465332,False,1,shi_to_esp,sapulek,me acobardé.,salí.,me acobardé.,sapulek,yunsu'lek,worst
U01644,G01454,48,0.1659136414527893,0.5921206474304199,False,1,shi_to_esp,¿te'kuawina?,¿tenías miedo?,¿empezamos?,¿tenías miedo?,¿te'kuawina?,¿tenmiansu'ter?,worst
