id,pair_id,group_id,source,target,source_lang,target_lang,split,has_audit_flags,origin_source,score,label
U01531__shw2spa,U01531,G01338,¡dakuti'ñi!,¡qué listo!,shw,spa,train,False,flashcards2,0.487434,flagged_for_review
U01531__spa2shw,U01531,G01338,¡qué listo!,¡dakuti'ñi!,spa,shw,train,False,flashcards2,0.487434,flagged_for_review
U03667__shw2spa,U03667,G03418,awauk akusulli tangu,mi mamá cocina plátano,shw,spa,train,False,flashcards_oraciones,0.5866389,flagged_for_review
U03667__spa2shw,U03667,G03418,mi mamá cocina plátano,awauk akusulli tangu,spa,shw,train,False,flashcards_oraciones,0.5866389,flagged_for_review
U03888__shw2spa,U03888,G03632,dek yunsu'a'su' lupa' kineklalan a'ñapallidek shiwiluk.,en jeberos tenemos manantiales.,shw,spa,train,True,fidel_lomas,0.53021777,flagged_for_review
U03888__spa2shw,U03888,G03632,en jeberos tenemos manantiales.,dek yunsu'a'su' lupa' kineklalan a'ñapallidek shiwiluk.,spa,shw,train,True,fidel_lomas,0.53021777,flagged_for_review
U02300__shw2spa,U02300,G02069,"u'dun wawalu' wadek'a'kasu', u'dun wawalu' kua teksusu'kasu'.","hartos hijos he parido, hartos hijos he criado.",shw,spa,train,True,pdf_textos,0.51372206,flagged_for_review
U02300__spa2shw,U02300,G02069,"hartos hijos he parido, hartos hijos he criado.","u'dun wawalu' wadek'a'kasu', u'dun wawalu' kua teksusu'kasu'.",spa,shw,train,True,pdf_textos,0.51372206,flagged_for_review
U02939__shw2spa,U02939,G02708,"ali'ladaper nalatuntun llituntullina', chipetcheknenna' lalak yakala'nna'.",unos cortaron trozos de madera para meterlos dentro de sus mosquiteros (y hacerle creer al duende que eran ellos durmiendo).,shw,spa,train,True,pdf_textos,0.59288526,flagged_for_review
U02939__spa2shw,U02939,G02708,unos cortaron trozos de madera para meterlos dentro de sus mosquiteros (y hacerle creer al duende que eran ellos durmiendo).,"ali'ladaper nalatuntun llituntullina', chipetcheknenna' lalak yakala'nna'.",spa,shw,train,True,pdf_textos,0.59288526,flagged_for_review
U03978__shw2spa,U03978,G03722,nanek nala ekdenpilek ekkuan'ak dei'tulek.,"entonces, picándole con palo puntalado, se le mata.",shw,spa,train,True,fidel_lomas,0.59743786,flagged_for_review
U03978__spa2shw,U03978,G03722,"entonces, picándole con palo puntalado, se le mata.",nanek nala ekdenpilek ekkuan'ak dei'tulek.,spa,shw,train,True,fidel_lomas,0.59743786,flagged_for_review
U02566__shw2spa,U02566,G02335,nana malek dansu'lusa' tullina':,por eso los sobrevivientes dijeron:,shw,spa,train,True,pdf_textos,0.5755419,flagged_for_review
U02566__spa2shw,U02566,G02335,por eso los sobrevivientes dijeron:,nana malek dansu'lusa' tullina':,spa,shw,train,True,pdf_textos,0.5755419,flagged_for_review
U00643__shw2spa,U00643,G00532,dekllina',votaron.,shw,spa,train,False,flashcards2,0.53862447,flagged_for_review
U00643__spa2shw,U00643,G00532,votaron.,dekllina',spa,shw,train,False,flashcards2,0.53862447,flagged_for_review
U00815__shw2spa,U00815,G00687,ñapalek ala'sa' enmu'pinenlek,estoy comprometida.,shw,spa,train,False,flashcards2,0.5999913,flagged_for_review
U00815__spa2shw,U00815,G00687,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,spa,shw,train,False,flashcards2,0.5999913,flagged_for_review
U03148__shw2spa,U03148,G02917,"nana sekputchekkui'na di'tanna, inpasetllina', inluyullina'.","después de matar a sekputchek, (los jeberinos) se han esparcido, se han aborrecido.",shw,spa,train,True,pdf_textos,0.58772445,flagged_for_review
U03148__spa2shw,U03148,G02917,"después de matar a sekputchek, (los jeberinos) se han esparcido, se han aborrecido.","nana sekputchekkui'na di'tanna, inpasetllina', inluyullina'.",spa,shw,train,True,pdf_textos,0.58772445,flagged_for_review
U03255__shw2spa,U03255,G03024,tanamuda' luuktapalli tanan,el espíritu cuida el bosque.,shw,spa,train,False,flashcards_oraciones,0.49634498,flagged_for_review
U03255__spa2shw,U03255,G03024,el espíritu cuida el bosque.,tanamuda' luuktapalli tanan,spa,shw,train,False,flashcards_oraciones,0.49634498,flagged_for_review
U04188__shw2spa,U04188,G03924,nana curichi iter'kasu' napi'pu' ñinpu'wiñi.,en ese tiempo no existía eso que llaman curichi.,shw,spa,train,True,fidel_lomas,0.5910576,flagged_for_review
U04188__spa2shw,U04188,G03924,en ese tiempo no existía eso que llaman curichi.,nana curichi iter'kasu' napi'pu' ñinpu'wiñi.,spa,shw,train,True,fidel_lomas,0.5910576,flagged_for_review
U04124__shw2spa,U04124,G03861,ala'dukerpu'su' nakusik,cuando había pasado aproximadamente un mes,shw,spa,train,True,fidel_lomas,0.566897,flagged_for_review
