pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,direction,query_text,target_correct,target_top1,esp,shiwilu_correct,shiwilu_top1,category
U03544,G03301,1,0.8637880086898804,0.8637880086898804,True,1,shi_to_esp,nawa' ku'la lunpi'ñina patun'nen'na'lek,ellas no hablan con su familia.,(grupo correcto),ellas no hablan con su familia.,nawa' ku'la lunpi'ñina patun'nen'na'lek,(grupo correcto),best
U01424,G01238,1,0.7981617450714111,0.7981617450714111,True,1,shi_to_esp,yakana'lek,quiero ganar.,(grupo correcto),quiero ganar.,yakana'lek,(grupo correcto),best
U01094,G00947,1,0.6940726637840271,0.6940726637840271,True,1,shi_to_esp,inapi ñechek,seré libre.,(grupo correcto),seré libre.,inapi ñechek,(grupo correcto),best
U00263,G00206,1,0.7550864219665527,0.7550864219665527,True,1,shi_to_esp,lata'ku' asu',prueben esto. (saborear),(grupo correcto),prueben esto. (saborear),lata'ku' asu',(grupo correcto),best
U04318,G04053,6,0.36459898948669434,0.48462581634521484,False,1,shi_to_esp,awamapu' peklu'lek shulli chuta musunpiti.,nuestra finada mamá se llamaba soledad chota mozombite.,poniéndolo en el batán los antiguos molían con moledor de palo.,nuestra finada mamá se llamaba soledad chota mozombite.,awamapu' peklu'lek shulli chuta musunpiti.,pitak aku'n peksantunanlek napi'ku'lusa' peksantullina'.,worst
U00016,G00013,6,0.3667050898075104,0.5569576025009155,False,1,shi_to_esp,¡shaw!,"¡oh, no! (masculino)",¡míralo!,"¡oh, no! (masculino)",¡shaw!,¡lli'ker'!,worst
U00767,G00641,6,0.5342660546302795,0.6445063352584839,False,1,shi_to_esp,si'lentapalek,estoy leseando.,sigo estornudando.,estoy leseando.,si'lentapalek,a'shupalekpi'la,worst
U01051,G00905,7,0.3934067487716675,0.5420858860015869,False,1,shi_to_esp,insek'lutenapalli,está sufriendo.,estoy preparado.,está sufriendo.,insek'lutenapalli,ñapalek insekdipersu',worst
U00997,G00854,7,0.3677722215652466,0.5086897611618042,False,1,shi_to_esp,latek'u,ten seguridad.,mírame.,ten seguridad.,latek'u,lli'u,worst
U00759,G00634,8,0.41928309202194214,0.5370560884475708,False,1,shi_to_esp,intek apalli,está fingiendo.,está oscuro.,está fingiendo.,intek apalli,kasiser' ñapalli,worst
U01503,G01313,8,0.29820194840431213,0.41054484248161316,False,1,shi_to_esp,enchuku',vámonos.,levantémonos.,vámonos.,enchuku',yunsanwa',worst
U01373,G01192,8,0.46620750427246094,0.6161503791809082,False,1,shi_to_esp,chimidekpi nuka'a,es abogado.,está vivo.,es abogado.,chimidekpi nuka'a,nanpipalli,worst
U00148,G00104,8,0.23351982235908508,0.3144087791442871,False,1,shi_to_esp,dawik',abajo.,siéntate aquí.,abajo.,dawik',du'ker' asek,worst
U00724,G00884,11,0.38635286688804626,0.6154694557189941,False,2,shi_to_esp,cheksu' ñiker',sé específico.,estate vigilante.,sé específico.,cheksu' ñiker',ñaper' lu'uk'tan,worst
U01029,G00884,11,0.38635286688804626,0.6154694557189941,False,2,shi_to_esp,cheksu' ñiker',no divagues.,estate vigilante.,no divagues.,cheksu' ñiker',ñaper' lu'uk'tan,worst
U02986,G02755,14,0.3574945628643036,0.6758781671524048,False,1,shi_to_esp,naneklaka insichidañina'.,"después de eso, nuevamente se fueron otros más.","entonces, empezaron a pintarse (el cuerpo).","después de eso, nuevamente se fueron otros más.",naneklaka insichidañina'.,nanekli'na tenmiansu'llina' inllinsererkek.,worst
U01833,G01623,28,0.2621343433856964,0.48933255672454834,False,1,shi_to_esp,lenme'ker' ipa,muévase ya.,páralo. (poner vertical),muévase ya.,lenme'ker' ipa,a'wanerker',worst
U02440,G02209,31,0.21118581295013428,0.4103468060493469,False,1,shi_to_esp,ma'ata'na katu'ta'shadaper ku'tinweklusa'.,ahí están doscitas mis hijas.,más si todas estas disculpas no fueran suficientes,ahí están doscitas mis hijas.,ma'ata'na katu'ta'shadaper ku'tinweklusa'.,apinta iñer asu' taitulusa pawanpachina,worst
U02638,G02407,45,0.20769523084163666,0.4704260230064392,False,1,shi_to_esp,"- ¡anetlla yatek kuatama',","no corran,",fuiste valiente.,"no corran,","- ¡anetlla yatek kuatama',",nantapitek ñiwina,worst
U02900,G02669,69,0.15019536018371582,0.4259270429611206,False,1,shi_to_esp,nu'an asu' kekkilu'tek yunsu'lli ya'lli'minmu'wa' yapekkiwantanminmu'wa',quizás aparecieron estas nubes para pronosticarnos mal agüero,"ahí, dice, se ha ido un viejo y ha dicho vamos a ir al cerro.",quizás aparecieron estas nubes para pronosticarnos mal agüero,nu'an asu' kekkilu'tek yunsu'lli ya'lli'minmu'wa' yapekkiwantanminmu'wa',nanek ima' pa'lli' ipa'linchi ala'sa' taserpima tulli enchuku' pa'awa' mutupik.,worst
U01056,G00910,85,0.14800475537776947,0.4110223054885864,False,1,shi_to_esp,kenmapu'su' ñiina'ka,te admiro.,soy responsable.,te admiro.,kenmapu'su' ñiina'ka,latek'tutek nuka'ka,worst
U01849,G01638,95,0.1081235408782959,0.43016234040260315,False,1,shi_to_esp,mullincha',es correcto.,soy guapa.,es correcto.,mullincha',mulun nuka'ka,worst
U02115,G01890,127,0.11388134956359863,0.5219618678092957,False,1,shi_to_esp,lliaka'uk enka'lina,lo abofeteó.,me ataron.,lo abofeteó.,lliaka'uk enka'lina,tenpu'llinerku',worst
U00563,G00463,161,0.012911452911794186,0.3675493001937866,False,1,shi_to_esp,imanan,susto.,"no tengan miedo,",susto.,imanan,"aner yatek kuatama',",worst
