pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,esp,shiwilu_correct,shiwilu_top1,category
U01232,G01071,1,0.7980468273162842,0.7980468273162842,True,1,"despiértate, tom.","nanpiladaker', tom",(grupo correcto),best
U00533,G00440,6,0.38007891178131104,0.4321664869785309,False,2,lo amo.,tanteñek,mukankanku,worst
U00121,G00087,6,0.2351028025150299,0.35054221749305725,False,2,crudo,nanpi,¡shaw!,worst
U01716,G01519,7,0.3737817406654358,0.5465214252471924,False,1,no pico.,ku'la ek'kuanpinek,yalenmek'ta,worst
U00148,G00108,7,0.34706735610961914,0.5230821371078491,False,1,abajo.,dawik',nanpi,worst
U00478,G00392,7,0.5026054382324219,0.7412047982215881,False,1,¡pásenle!,enka'ku',¡tupiter'!,worst
U00409,G00330,9,0.43442848324775696,0.601240873336792,False,2,ella camina.,nana dekundulli,weranpalli,worst
U00638,G00532,9,0.44353917241096497,0.5323807597160339,False,1,hicieron trampas.,allisek nu'tapallina',lachek'llina',worst
U01217,G01057,9,0.500054121017456,0.6633445620536804,False,1,tom insistió.,tom a'perchulli,tom tumu'pawiñi,worst
U00362,G00293,10,0.40056902170181274,0.5829892754554749,False,1,hace frío.,sanek'wañi,pulunker'wanpalli,worst
U01837,G01633,10,0.26657378673553467,0.42174583673477173,False,1,dilo claramente.,tuker' tekinchiwalek,inlli'inuter' musu',worst
U00477,G01493,11,0.43138912320137024,0.7542197108268738,False,3,¡pásale!,enka'ker',¡tuna'ker'!,worst
U00517,G00428,13,0.4375744163990021,0.7397381663322449,False,1,puedo saltar.,innitulek indek'ak,yen'nitulek pen'nu'ak',worst
U00398,G00323,15,0.2882935702800751,0.45126041769981384,False,1,¿perdona?,ta'itulau,¿ma'nen'nu'tula?,worst
U00976,G00842,15,0.245701864361763,0.5251783132553101,False,1,nos necesitas.,luantapalundek,luwantuwiñen,worst
U00997,G00860,20,0.23458923399448395,0.5158793926239014,False,1,ten seguridad.,latek'u,musu' ñapaker',worst
U02927,G02702,23,0.25079718232154846,0.39051124453544617,False,1,¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,nawa' kana'tullina',worst
U02002,G01788,24,0.3064332902431488,0.5427302718162537,False,1,me acobardé.,sapulek,iyatudeklek,worst
U00531,G00440,25,0.24488000571727753,0.5015536546707153,False,2,me agradas.,tanteñek,winlapichen,worst
U01644,G01454,34,0.23416943848133087,0.4942202866077423,False,1,¿tenías miedo?,¿te'kuawina?,¿nusha'tusu' ñapalli?,worst
U00560,G00465,37,0.23170821368694305,0.6447780132293701,False,1,soy codicioso.,iñer' luantulek wapu',shamu'lunsu' nuka'ka,worst
