pair_id,group_id,rank,top1_is_positive,positive_count,direction,query_text,target_correct,top1_pair_id,top1_group_id,target_top1,esp,shiwilu_correct,shiwilu_top1,correct_score,top1_score,score_gap,heuristic_error_type
U00478,G00392,9,False,1,shi_to_esp,enka'ku',¡pásenle!,U00287,G00229,captúrenlo.,¡pásenle!,enka'ku',pilli'tuku',0.41112127900123596,0.6158725023269653,0.20475122332572937,semantic_confusion
U00398,G00323,7,False,1,shi_to_esp,ta'itulau,¿perdona?,U00348,G00279,lo siento.,¿perdona?,ta'itulau,we'inu,0.4677053689956665,0.7344942092895508,0.2667888402938843,semantic_confusion
U01814,G01611,7,False,1,shi_to_esp,dunker'aper'i'la,sigue buscando.,U01141,G00994,sigue caminando.,sigue buscando.,dunker'aper'i'la,dek'kuntaper'pi'la,0.5276344418525696,0.6972009539604187,0.16956651210784912,semantic_confusion
U00148,G00108,7,False,1,shi_to_esp,dawik',abajo.,U01663,G01470,ven entra.,abajo.,dawik',weker' da'encher',0.36808231472969055,0.4701951742172241,0.10211285948753357,semantic_confusion
U02846,G02621,6,False,1,shi_to_esp,kenmu'wi'na nanalupa' anaka'terwa'.,nosotros por ahí vamos a ser atrapados por las fieras.,U02786,G02561,por eso nosotros mismos somos culpables.,nosotros por ahí vamos a ser atrapados por las fieras.,kenmu'wi'na nanalupa' anaka'terwa'.,nanekla kenmu'wa'pi'la usha'wanekwa'.,0.435185968875885,0.5844606757164001,0.14927470684051514,gold_has_audit_flag
U02970,G02745,6,False,1,shi_to_esp,ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",U02886,G02661,no vayan a dormir mucho.,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,aner enpu'ninchi yawichi'tama'.,0.317524254322052,0.3637484908103943,0.046224236488342285,gold_has_audit_flag
U00459,G00375,5,False,1,shi_to_esp,¿aper'lek a'cha?,¿me equivoco?,U00576,G00479,¿aquí?,¿me equivoco?,¿aper'lek a'cha?,¿asek?,0.478883296251297,0.6848593354225159,0.20597603917121887,semantic_confusion
U00011,G00008,5,False,1,shi_to_esp,¡indekker'!,¡salta!,U00592,G00492,¡continúa!,¡salta!,¡indekker'!,¡tupiter'!,0.5760545134544373,0.7409082651138306,0.1648537516593933,semantic_confusion
U01096,G00955,5,False,1,shi_to_esp,winlapichen,te demandaré.,U01738,G01540,te recuerdo.,te demandaré.,winlapichen,lli'inutapallien,0.4042580723762512,0.5156024694442749,0.11134439706802368,semantic_confusion
U02524,G02299,4,False,1,shi_to_esp,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,U02424,G02199,mis hijos se van todos a la chacra y me dejan sola.,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,wilaweklusa' menmik chiketllapipallinerku.,0.35143324732780457,0.5549589395523071,0.20352569222450256,gold_has_audit_flag
U02344,G02119,4,False,1,shi_to_esp,dintuntulek wa'naukta ukluka'lli.,se junta la leña (para el fuego) debajo de la olla de aluminio y se hierve.,U02312,G02087,desde una ciudad grande ha venido.,se junta la leña (para el fuego) debajo de la olla de aluminio y se hierve.,dintuntulek wa'naukta ukluka'lli.,kupin ñinanlukla weklli.,0.3269023299217224,0.5168980360031128,0.18999570608139038,gold_has_audit_flag
U01217,G01057,4,False,1,shi_to_esp,tom a'perchulli,tom insistió.,U00661,G00551,tom asintió.,tom insistió.,tom a'perchulli,tom tulli ajá,0.49855369329452515,0.6372547149658203,0.13870102167129517,shared_shiwilu_tokens
U02486,G02261,4,False,1,shi_to_esp,"pa'an amantek ilañi, laman ilañi.","yendo baleaba sajino, baleaba huangana.",U02976,G02751,"dice que ahí había una autoridad, ahí había gobernante.","yendo baleaba sajino, baleaba huangana.","pa'an amantek ilañi, laman ilañi.","wa'an tullima nanek, nanek wa'an ñiwiñi.",0.46595191955566406,0.5739365220069885,0.10798460245132446,gold_has_audit_flag
U02053,G01836,4,False,1,shi_to_esp,amennan nuka'ka,soy zurdo.,U01451,G01269,soy guapa.,soy zurdo.,amennan nuka'ka,mulun nuka'ka,0.5998985171318054,0.691441535949707,0.09154301881790161,shared_shiwilu_tokens
U01351,G01178,4,False,1,shi_to_esp,yaweyta,no engordes.,U01749,G01551,quiero descansar.,no engordes.,yaweyta,yanerilek,0.4361055791378021,0.5228220224380493,0.08671644330024719,semantic_confusion
U00147,G00107,4,False,1,shi_to_esp,asu' tekdi'per'ker',arregla esto.,U00264,G00211,prueba esto. (saborear),arregla esto.,asu' tekdi'per'ker',lata'ker' asu',0.6230048537254333,0.6888254880905151,0.06582063436508179,shared_shiwilu_tokens
U00206,G00159,3,False,1,shi_to_esp,mui'nek,soy malo. (hacer mal las cosas),U00348,G00279,lo siento.,soy malo. (hacer mal las cosas),mui'nek,we'inu,0.5042322874069214,0.6664879322052002,0.1622556447982788,gold_has_audit_flag
U01118,G00973,3,False,1,shi_to_esp,¿nusha'tusu' ñapalli?,¿está roto?,U02064,G01847,¿está satisfecho?,¿está roto?,¿nusha'tusu' ñapalli?,¿musu' ñapalli?,0.42887958884239197,0.5753611326217651,0.14648154377937317,shared_shiwilu_tokens
U00472,G00387,3,False,1,shi_to_esp,teklerier' asu',comprueba esto.,U00264,G00211,prueba esto. (saborear),comprueba esto.,teklerier' asu',lata'ker' asu',0.7607558965682983,0.887293815612793,0.12653791904449463,shared_shiwilu_tokens
U00029,G00024,3,False,1,shi_to_esp,yunsu'lek,salí.,U00819,G00695,me voy.,salí.,yunsu'lek,pa'echek,0.5572147369384766,0.6409655213356018,0.08375078439712524,semantic_confusion
U00052,G00042,3,False,1,shi_to_esp,musu' ñapaker',estate tranquilo.,U00997,G00860,ten seguridad.,estate tranquilo.,musu' ñapaker',latek'u,0.5265949964523315,0.6082373857498169,0.08164238929748535,semantic_confusion
U03194,G02969,3,False,1,shi_to_esp,kenmu'wei'na ipa' ñinchillintekwa'.,ahora nosotros conocemos los nombres.,U02786,G02561,por eso nosotros mismos somos culpables.,ahora nosotros conocemos los nombres.,kenmu'wei'na ipa' ñinchillintekwa'.,nanekla kenmu'wa'pi'la usha'wanekwa'.,0.5079760551452637,0.5854355692863464,0.07745951414108276,semantic_confusion
U01043,G00903,3,False,1,shi_to_esp,ma'atasu' ali'la',toma otro. (sostener),U02901,G02676,dijeron otras.,toma otro. (sostener),ma'atasu' ali'la',tullini'ma ali'ladaper.,0.5083576440811157,0.5703613758087158,0.0620037317276001,gold_has_audit_flag
U02330,G02105,3,False,1,shi_to_esp,nu'amu kua wa'inutulek.,por eso tengo pena.,U00324,G00259,eso espero.,por eso tengo pena.,nu'amu kua wa'inutulek.,nana wa'ten'nek',0.6136578321456909,0.6682301163673401,0.05457228422164917,gold_has_audit_flag
U00115,G00082,3,False,1,shi_to_esp,tom weranpalli,tom comió.,U00260,G00207,tom nadó.,tom comió.,tom weranpalli,tom iduñi,0.5274254679679871,0.5568663477897644,0.029440879821777344,close_score_ambiguity
U00764,G00642,3,False,1,shi_to_esp,empu'ni lli'inek,qué raro.,U01623,G01434,pareces loco.,qué raro.,empu'ni lli'inek,wa'danpintek'pu'su' lli'tula,0.46234941482543945,0.48507416248321533,0.02272474765777588,close_score_ambiguity
U02809,G02584,2,False,1,shi_to_esp,nu'su' wer'sik i'pa kuda ñillidek.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",U02786,G02561,por eso nosotros mismos somos culpables.,"así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",nu'su' wer'sik i'pa kuda ñillidek.,nanekla kenmu'wa'pi'la usha'wanekwa'.,0.4937656819820404,0.6303392052650452,0.13657352328300476,gold_has_audit_flag
U02896,G02671,2,False,1,shi_to_esp,nu'sik ima lli'llina' er'washinchi ekdulunlu'tek.,"después, cuando se puso el sol, vieron nubes de viuda en el cielo.",U02924,G02699,dice que ahí divisaron ellos también humo de candela y se fueron a ver.,"después, cuando se puso el sol, vieron nubes de viuda en el cielo.",nu'sik ima lli'llina' er'washinchi ekdulunlu'tek.,"nanek ima nawa'nta' lli'llina' mu'katapa'su' pen, pa'anna' lli'kuñina'.",0.48544472455978394,0.5909982919692993,0.10555356740951538,gold_has_audit_flag
U01749,G01551,2,False,1,shi_to_esp,yanerilek,quiero descansar.,U01420,G01240,quiero llorar.,quiero descansar.,yanerilek,yawelleklek,0.5503650903701782,0.6445927023887634,0.0942276120185852,semantic_confusion
U00242,G00192,2,False,1,shi_to_esp,nana teka'lli,ella corre.,U00408,G00330,ella anda.,ella corre.,nana teka'lli,nana dekundulli,0.597785472869873,0.6660500764846802,0.06826460361480713,shared_shiwilu_tokens
U01716,G01519,2,False,1,shi_to_esp,ku'la ek'kuanpinek,no pico.,U01762,G01564,seré directo.,no pico.,ku'la ek'kuanpinek,cheksu' ñechek,0.4107889235019684,0.47196853160858154,0.06117960810661316,semantic_confusion
U02690,G02465,2,False,1,shi_to_esp,dudinpu'nen uketlli.,todas sus cosas se habían quemado.,U02312,G02087,desde una ciudad grande ha venido.,todas sus cosas se habían quemado.,dudinpu'nen uketlli.,kupin ñinanlukla weklli.,0.5117864012718201,0.571639358997345,0.0598529577255249,gold_has_audit_flag
U00509,G00495,2,False,3,shi_to_esp,yalenmekta,mantente quieto.,U00052,G00042,estate tranquilo.,mantente quieto.,yalenmekta,musu' ñapaker',0.5199024677276611,0.5736934542655945,0.05379098653793335,gold_has_audit_flag
U00097,G00067,2,False,1,shi_to_esp,wiwerapalek,estoy mojada.,U01117,G00972,estoy reventado.,estoy mojada.,wiwerapalek,ñapalek saka'tusu',0.4806319773197174,0.5273023247718811,0.046670347452163696,close_score_ambiguity
U00195,G00150,2,False,1,shi_to_esp,u'chimuku,soy bueno. (hacer bien algo),U00316,G00252,soy bueno.,soy bueno. (hacer bien algo),u'chimuku,mukankanku,0.7110797762870789,0.7565488815307617,0.04546910524368286,gold_has_audit_flag
U01266,G01101,2,False,1,shi_to_esp,mu'su' ñapala,estás bien.,U00967,G00833,estás loca.,estás bien.,mu'su' ñapala,wa'danpindek ñapala,0.6521090865135193,0.6942256689071655,0.04211658239364624,close_score_ambiguity
U00746,G00626,2,False,1,shi_to_esp,yau'wa'tuta,no fumes.,U01351,G01178,no engordes.,no fumes.,yau'wa'tuta,yaweyta,0.5457205772399902,0.5863616466522217,0.040641069412231445,close_score_ambiguity
U01986,G01773,2,False,2,shi_to_esp,¡enka'u!,¡dámelas!,U00734,G00614,cocíname (sin sopa).,¡dámelas!,¡enka'u!,akusuitu'u,0.4665142595767975,0.5070003271102905,0.04048606753349304,gold_has_audit_flag
U01987,G01773,2,False,2,shi_to_esp,¡enka'u!,¡dámelos!,U00734,G00614,cocíname (sin sopa).,¡dámelos!,¡enka'u!,akusuitu'u,0.4665142595767975,0.5070003271102905,0.04048606753349304,gold_has_audit_flag
U00971,G00837,2,False,1,shi_to_esp,muisu' kankantula,te desmayaste.,U01623,G01434,pareces loco.,te desmayaste.,muisu' kankantula,wa'danpintek'pu'su' lli'tula,0.5972079038619995,0.6371540427207947,0.039946138858795166,close_score_ambiguity
U00560,G00465,2,False,1,shi_to_esp,iñer' luantulek wapu',soy codicioso.,U01864,G01658,trabajan mucho.,soy codicioso.,iñer' luantulek wapu',saka'tullina' nakusu',0.4165055751800537,0.454289048910141,0.03778347373008728,close_score_ambiguity
U00967,G00833,2,False,1,shi_to_esp,wa'danpindek ñapala,estás loca.,U00978,G00843,¡estás loco!,estás loca.,wa'danpindek ñapala,¡wadanpintek ñapala!,0.670289933681488,0.7075307369232178,0.037240803241729736,close_score_ambiguity
U00227,G01601,2,False,3,shi_to_esp,nerpi'la nuka'a,es extraño.,U02073,G01856,está botado.,es extraño.,nerpi'la nuka'a,dekpi ñapalli,0.5545995831489563,0.5878503322601318,0.03325074911117554,gold_has_audit_flag
U01192,G01601,2,False,3,shi_to_esp,nerpi'la nuka'a,es raro.,U02073,G01856,está botado.,es raro.,nerpi'la nuka'a,dekpi ñapalli,0.5545995831489563,0.5878503322601318,0.03325074911117554,gold_has_audit_flag
U01804,G01601,2,False,3,shi_to_esp,nerpi'la nuka'a,es diferente.,U02073,G01856,está botado.,es diferente.,nerpi'la nuka'a,dekpi ñapalli,0.5545995831489563,0.5878503322601318,0.03325074911117554,gold_has_audit_flag
U00595,G00495,2,False,3,shi_to_esp,yalenmek'ta,mantente quieto.,U00746,G00626,no fumes.,mantente quieto.,yalenmek'ta,yau'wa'tuta,0.6162459850311279,0.6465389728546143,0.030292987823486328,gold_has_audit_flag
U00596,G00495,2,False,3,shi_to_esp,yalenmek'ta,manténgase quieto.,U00746,G00626,no fumes.,manténgase quieto.,yalenmek'ta,yau'wa'tuta,0.6162459850311279,0.6465389728546143,0.030292987823486328,gold_has_audit_flag
U01078,G00937,2,False,1,shi_to_esp,luwantuwiñen,te necesitaba.,U01096,G00955,te demandaré.,te necesitaba.,luwantuwiñen,winlapichen,0.5959885716438293,0.626092255115509,0.030103683471679688,close_score_ambiguity
U01063,G00922,2,False,1,shi_to_esp,yennituwinasku dekkunta',podría caminar.,U00317,G00253,puedo volar.,podría caminar.,yennituwinasku dekkunta',yen'nitulek pen'nu'ak',0.6379386186599731,0.6676253080368042,0.029686689376831055,close_score_ambiguity
U01133,G00986,2,False,1,shi_to_esp,ekpa'aper'i'la,sigue conduciendo.,U01141,G00994,sigue caminando.,sigue conduciendo.,ekpa'aper'i'la,dek'kuntaper'pi'la,0.8128165006637573,0.8414937257766724,0.02867722511291504,close_score_ambiguity
U02720,G02495,2,False,1,shi_to_esp,"nanek ima leklun panta'lli, arakayu ima yupasik.","dicen que una joven que mestruaba por primera vez se había ido ahí, cuando arákayu estaba enojado.",U02678,G02453,y después de pandillar regresó arákayu.,"dicen que una joven que mestruaba por primera vez se había ido ahí, cuando arákayu estaba enojado.","nanek ima leklun panta'lli, arakayu ima yupasik.",nu'an ima chu'kenpa'tan adanta'lli arakayu.,0.4936771094799042,0.5195226669311523,0.02584555745124817,gold_has_audit_flag
U03200,G02975,2,False,1,shi_to_esp,"sapana', dudinpu' aku'llina'.","bufeo, todo tipo (de nombres) le ponen.",U02563,G02338,las viejitas tenían mucha pena y lloraban.,"bufeo, todo tipo (de nombres) le ponen.","sapana', dudinpu' aku'llina'.","amilusa' wa'inutullina', willekllina'.",0.43276870250701904,0.45719021558761597,0.024421513080596924,gold_has_audit_flag
U00815,G00691,2,False,1,shi_to_esp,ñapalek ala'sa' enmu'pinenlek,estoy comprometida.,U01455,G01273,estoy horrorizado.,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,tekua'dansu' ñapalek,0.5047252178192139,0.5275997519493103,0.022874534130096436,close_score_ambiguity
U01837,G01633,2,False,1,shi_to_esp,tuker' tekinchiwalek,dilo claramente.,U01714,G01517,puedo demostrarlo.,dilo claramente.,tuker' tekinchiwalek,yennitulek a'lli'tak,0.4796687960624695,0.49657949805259705,0.016910701990127563,close_score_ambiguity
U01700,G01503,2,False,1,shi_to_esp,uku'latapalli wayupilusa',vende frutas.,U02245,G02020,está envejeciendo.,vende frutas.,uku'latapalli wayupilusa',taserpitapilalli,0.5454250574111938,0.5602078437805176,0.01478278636932373,close_score_ambiguity
U00732,G00613,2,False,1,shi_to_esp,¿yennitulan'cha lli'ta'mak?,¿puedes ver?,U01659,G01466,¿puedes verlo?,¿puedes ver?,¿yennitulan'cha lli'ta'mak?,¿yennitula lli'a'mak?,0.748292863368988,0.7582839131355286,0.009991049766540527,close_score_ambiguity
U00517,G00428,2,False,1,shi_to_esp,innitulek indek'ak,puedo saltar.,U00317,G00253,puedo volar.,puedo saltar.,innitulek indek'ak,yen'nitulek pen'nu'ak',0.4481618404388428,0.45499733090400696,0.006835490465164185,close_score_ambiguity
U01957,G01747,2,False,1,shi_to_esp,¿yennitula a'lli'a'muk?,¿puedes mostrarme?,U01659,G01466,¿puedes verlo?,¿puedes mostrarme?,¿yennitula a'lli'a'muk?,¿yennitula lli'a'mak?,0.7611050605773926,0.7666336297988892,0.005528569221496582,close_score_ambiguity
U03029,G02804,2,False,1,shi_to_esp,"da'ilek i'na, pi'tandulalusa' lli'anna', lli'ker, ma'pu'n ipa' asu' tandula ulu' ulu'tulli, nu'an pennu'lli.","sin embargo, ellos viendo a los astros (decían) miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).",U03024,G02799,"ahora tal vez sólo el tigre negro hay, tengan mucho cuidado, no se deja ver más.","sin embargo, ellos viendo a los astros (decían) miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).","da'ilek i'na, pi'tandulalusa' lli'anna', lli'ker, ma'pu'n ipa' asu' tandula ulu' ulu'tulli, nu'an pennu'lli.","ipa'linchi kelluluñiñi'pa' ñapa'n, inlli'inuku', ya'nlli'tapi'ñi a'pinta'.",0.48210686445236206,0.48728418350219727,0.005177319049835205,gold_has_audit_flag
U00661,G00551,2,False,1,shi_to_esp,tom tulli ajá,tom asintió.,U00260,G00207,tom nadó.,tom asintió.,tom tulli ajá,tom iduñi,0.3165229856967926,0.32127541303634644,0.004752427339553833,close_score_ambiguity
U00461,G00377,2,False,1,shi_to_esp,¿mupalan'cha?,¿estás bien?,U01936,G01727,¿estás saludable?,¿estás bien?,¿mupalan'cha?,¿mudinu'pala?,0.6127591133117676,0.6141140460968018,0.0013549327850341797,close_score_ambiguity
