pair_id,group_id,rank,top1_is_positive,positive_count,direction,query_text,target_correct,top1_pair_id,top1_group_id,target_top1,esp,shiwilu_correct,shiwilu_top1,correct_score,top1_score,score_gap,heuristic_error_type
U00533,G00440,5,False,2,esp_to_shi,lo amo.,tanteñek,U00783,G00660,iyatudeklek,lo amo.,tanteñek,iyatudeklek,0.4126985967159271,0.5063611268997192,0.09366253018379211,gold_has_audit_flag
U00477,G01493,4,False,3,esp_to_shi,¡pásale!,enka'ker',U00145,G00105,¡tuna'ker'!,¡pásale!,enka'ker',¡tuna'ker'!,0.43750181794166565,0.6599355340003967,0.22243371605873108,gold_has_audit_flag
U01804,G01601,4,False,3,esp_to_shi,es diferente.,nerpi'la nuka'a,U01043,G00903,ma'atasu' ali'la',es diferente.,nerpi'la nuka'a,ma'atasu' ali'la',0.4156610369682312,0.5465514659881592,0.13089042901992798,gold_has_audit_flag
U02344,G02119,4,False,1,esp_to_shi,se junta la leña (para el fuego) debajo de la olla de aluminio y se hierve.,dintuntulek wa'naukta ukluka'lli.,U02386,G02161,a'pi'dekta'kasu' supinak a'du'dektulek kupin uktak.,se junta la leña (para el fuego) debajo de la olla de aluminio y se hierve.,dintuntulek wa'naukta ukluka'lli.,a'pi'dekta'kasu' supinak a'du'dektulek kupin uktak.,0.3229218125343323,0.45378801226615906,0.13086619973182678,gold_has_audit_flag
U00746,G00626,4,False,1,esp_to_shi,no fumes.,yau'wa'tuta,U00596,G00495,yalenmek'ta,no fumes.,yau'wa'tuta,yalenmek'ta,0.49553531408309937,0.6199677586555481,0.12443244457244873,semantic_confusion
U00409,G00330,4,False,2,esp_to_shi,ella camina.,nana dekundulli,U01133,G00986,ekpa'aper'i'la,ella camina.,nana dekundulli,ekpa'aper'i'la,0.4982263445854187,0.6213492155075073,0.12312287092208862,gold_has_audit_flag
U00815,G00691,4,False,1,esp_to_shi,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,U01455,G01273,tekua'dansu' ñapalek,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,tekua'dansu' ñapalek,0.5057803988456726,0.5855398774147034,0.07975947856903076,shared_shiwilu_tokens
U01839,G01634,4,False,2,esp_to_shi,¿comenzamos?,¿tenmiansu'ter?,U00644,G00537,ektu'lekwa',¿comenzamos?,¿tenmiansu'ter?,ektu'lekwa',0.4050824046134949,0.47406232357025146,0.06897991895675659,gold_has_audit_flag
U00362,G00293,3,False,1,esp_to_shi,hace frío.,sanek'wañi,U01128,G00981,pulunker'wanpalli,hace frío.,sanek'wañi,pulunker'wanpalli,0.49538037180900574,0.6390726566314697,0.143692284822464,semantic_confusion
U00436,G00353,3,False,1,esp_to_shi,tom juró.,tom tulli,U00260,G00207,tom iduñi,tom juró.,tom tulli,tom iduñi,0.5147252678871155,0.6471598148345947,0.13243454694747925,shared_shiwilu_tokens
U03029,G02804,3,False,1,esp_to_shi,"sin embargo, ellos viendo a los astros (decían) miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).","da'ilek i'na, pi'tandulalusa' lli'anna', lli'ker, ma'pu'n ipa' asu' tandula ulu' ulu'tulli, nu'an pennu'lli.",U02924,G02699,"nanek ima nawa'nta' lli'llina' mu'katapa'su' pen, pa'anna' lli'kuñina'.","sin embargo, ellos viendo a los astros (decían) miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).","da'ilek i'na, pi'tandulalusa' lli'anna', lli'ker, ma'pu'n ipa' asu' tandula ulu' ulu'tulli, nu'an pennu'lli.","nanek ima nawa'nta' lli'llina' mu'katapa'su' pen, pa'anna' lli'kuñina'.",0.4270390570163727,0.5594417452812195,0.1324026882648468,gold_has_audit_flag
U00461,G00377,3,False,1,esp_to_shi,¿estás bien?,¿mupalan'cha?,U01936,G01727,¿mudinu'pala?,¿estás bien?,¿mupalan'cha?,¿mudinu'pala?,0.6151919364929199,0.734668493270874,0.1194765567779541,semantic_confusion
U00517,G00428,3,False,1,esp_to_shi,puedo saltar.,innitulek indek'ak,U00317,G00253,yen'nitulek pen'nu'ak',puedo saltar.,innitulek indek'ak,yen'nitulek pen'nu'ak',0.49642133712768555,0.5926759839057922,0.09625464677810669,semantic_confusion
U00097,G00067,3,False,1,esp_to_shi,estoy mojada.,wiwerapalek,U00982,G00846,¿peklu'pi ñapalek?,estoy mojada.,wiwerapalek,¿peklu'pi ñapalek?,0.497979074716568,0.5808579325675964,0.08287885785102844,semantic_confusion
U00348,G00279,3,False,1,esp_to_shi,lo siento.,we'inu,U00398,G00323,ta'itulau,lo siento.,we'inu,ta'itulau,0.5994600057601929,0.6759640574455261,0.07650405168533325,semantic_confusion
U01987,G01773,3,False,2,esp_to_shi,¡dámelos!,¡enka'u!,U00478,G00392,enka'ku',¡dámelos!,¡enka'u!,enka'ku',0.4842711091041565,0.5544229745864868,0.07015186548233032,gold_has_audit_flag
U01192,G01601,3,False,3,esp_to_shi,es raro.,nerpi'la nuka'a,U00957,G00824,embu'ni we'inuipa',es raro.,nerpi'la nuka'a,embu'ni we'inuipa',0.48306772112846375,0.5474415421485901,0.06437382102012634,gold_has_audit_flag
U01004,G00867,3,False,1,esp_to_shi,¿puedes leer?,¿yennitula lunta'mak?,U01659,G01466,¿yennitula lli'a'mak?,¿puedes leer?,¿yennitula lunta'mak?,¿yennitula lli'a'mak?,0.6400704979896545,0.7017371654510498,0.061666667461395264,shared_shiwilu_tokens
U01814,G01611,3,False,1,esp_to_shi,sigue buscando.,dunker'aper'i'la,U01136,G00989,teka'per'i'la,sigue buscando.,dunker'aper'i'la,teka'per'i'la,0.5412707328796387,0.5946871042251587,0.05341637134552002,semantic_confusion
U00227,G01601,3,False,3,esp_to_shi,es extraño.,nerpi'la nuka'a,U00958,G00824,embu'ni we'inuipa',es extraño.,nerpi'la nuka'a,embu'ni we'inuipa',0.4447130560874939,0.49520987272262573,0.050496816635131836,gold_has_audit_flag
U01354,G01181,3,False,1,esp_to_shi,dámelo.,enka'u,U00090,G00695,pa'echek,dámelo.,enka'u,pa'echek,0.649927020072937,0.6818544268608093,0.031927406787872314,close_score_ambiguity
U01096,G00955,2,False,1,esp_to_shi,te demandaré.,winlapichen,U01078,G00937,luwantuwiñen,te demandaré.,winlapichen,luwantuwiñen,0.44178926944732666,0.6327511668205261,0.19096189737319946,semantic_confusion
U02053,G01836,2,False,1,esp_to_shi,soy zurdo.,amennan nuka'ka,U00212,G00164,shamu'lunsu' nuka'ka,soy zurdo.,amennan nuka'ka,shamu'lunsu' nuka'ka,0.5819993615150452,0.7177566289901733,0.13575726747512817,shared_shiwilu_tokens
U00732,G00613,2,False,1,esp_to_shi,¿puedes ver?,¿yennitulan'cha lli'ta'mak?,U01659,G01466,¿yennitula lli'a'mak?,¿puedes ver?,¿yennitulan'cha lli'ta'mak?,¿yennitula lli'a'mak?,0.7739660143852234,0.8756005167961121,0.10163450241088867,semantic_confusion
U03194,G02969,2,False,1,esp_to_shi,ahora nosotros conocemos los nombres.,kenmu'wei'na ipa' ñinchillintekwa'.,U02304,G02079,ipa'li'na nawa' yañinchituwiñina' saka'dek.,ahora nosotros conocemos los nombres.,kenmu'wei'na ipa' ñinchillintekwa'.,ipa'li'na nawa' yañinchituwiñina' saka'dek.,0.5323359370231628,0.6335592865943909,0.10122334957122803,semantic_confusion
U01749,G01551,2,False,1,esp_to_shi,quiero descansar.,yanerilek,U01420,G01240,yawelleklek,quiero descansar.,yanerilek,yawelleklek,0.5382009148597717,0.6307216882705688,0.09252077341079712,semantic_confusion
U00648,G00540,2,False,1,esp_to_shi,tomás eructó.,chuma ek'lli,U00909,G00779,tomas inllipu'ite'lalli,tomás eructó.,chuma ek'lli,tomas inllipu'ite'lalli,0.5894989371299744,0.6810656189918518,0.09156668186187744,semantic_confusion
U01043,G00903,2,False,1,esp_to_shi,toma otro. (sostener),ma'atasu' ali'la',U02111,G01892,maker' ala'sa',toma otro. (sostener),ma'atasu' ali'la',maker' ala'sa',0.4883120656013489,0.5715067386627197,0.08319467306137085,gold_has_audit_flag
U02524,G02299,2,False,1,esp_to_shi,5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,U02434,G02209,"u'chimu wilaweklusa', iñerdaper mukankañina' wilaweklusa'.",5 se trata de un ave de malagüero. llegaron dos niños huérfanos todo cubiertos de chupos (viruela).,ektu'lli katu'ta' wila suwilalusa' iñer ima sa'la'ta'ser.,"u'chimu wilaweklusa', iñerdaper mukankañina' wilaweklusa'.",0.32334035634994507,0.39980411529541016,0.07646375894546509,gold_has_audit_flag
U00576,G00479,2,False,1,esp_to_shi,¿aquí?,¿asek?,U00582,G00484,¿asu' a'cha?,¿aquí?,¿asek?,¿asu' a'cha?,0.6879817247390747,0.7625718712806702,0.07459014654159546,semantic_confusion
U01141,G00994,2,False,1,esp_to_shi,sigue caminando.,dek'kuntaper'pi'la,U01133,G00986,ekpa'aper'i'la,sigue caminando.,dek'kuntaper'pi'la,ekpa'aper'i'la,0.7834578156471252,0.8440061211585999,0.06054830551147461,semantic_confusion
U01219,G01059,2,False,1,esp_to_shi,tom prometió.,tom tekinchi'walek tulli,U01555,G01367,tom tumu'pawiñi,tom prometió.,tom tekinchi'walek tulli,tom tumu'pawiñi,0.6193723082542419,0.6798674464225769,0.06049513816833496,shared_shiwilu_tokens
U00702,G00588,2,False,1,esp_to_shi,somos débiles.,saputek nuka'kudek,U01880,G01674,lulentutek nuka'kawa',somos débiles.,saputek nuka'kudek,lulentutek nuka'kawa',0.5888073444366455,0.6487415432929993,0.05993419885635376,semantic_confusion
U00264,G00211,2,False,1,esp_to_shi,prueba esto. (saborear),lata'ker' asu',U00472,G00387,teklerier' asu',prueba esto. (saborear),lata'ker' asu',teklerier' asu',0.8193582892417908,0.8670472502708435,0.047688961029052734,gold_has_audit_flag
U01986,G01773,2,False,2,esp_to_shi,¡dámelas!,¡enka'u!,U00592,G00492,¡tupiter'!,¡dámelas!,¡enka'u!,¡tupiter'!,0.4444320797920227,0.4877742826938629,0.04334220290184021,gold_has_audit_flag
U02828,G02603,2,False,1,esp_to_shi,la mataré dijo y le trozó el corazón.,di'tetchek tan dinlupinen dektuintulli.,U02486,G02261,"pa'an amantek ilañi, laman ilañi.",la mataré dijo y le trozó el corazón.,di'tetchek tan dinlupinen dektuintulli.,"pa'an amantek ilañi, laman ilañi.",0.42289942502975464,0.4657573997974396,0.042857974767684937,gold_has_audit_flag
U00967,G00833,2,False,1,esp_to_shi,estás loca.,wa'danpindek ñapala,U01266,G01101,mu'su' ñapala,estás loca.,wa'danpindek ñapala,mu'su' ñapala,0.6439383029937744,0.6867756247520447,0.042837321758270264,close_score_ambiguity
U02269,G02044,2,False,1,esp_to_shi,mis hijos varones y también mis hijas mujeres me están sirviendo.,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,U02424,G02199,wilaweklusa' menmik chiketllapipallinerku.,mis hijos varones y también mis hijas mujeres me están sirviendo.,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,wilaweklusa' menmik chiketllapipallinerku.,0.6635886430740356,0.701397180557251,0.03780853748321533,gold_has_audit_flag
U01932,G01723,2,False,1,esp_to_shi,quien sea.,denpinta' ñi'i,U00454,G00370,¿den a'cha?,quien sea.,denpinta' ñi'i,¿den a'cha?,0.5929871797561646,0.6154425740242004,0.02245539426803589,close_score_ambiguity
U00011,G00008,2,False,1,esp_to_shi,¡salta!,¡indekker'!,U00592,G00492,¡tupiter'!,¡salta!,¡indekker'!,¡tupiter'!,0.5633921027183533,0.5856980085372925,0.02230590581893921,close_score_ambiguity
U00408,G00330,2,False,2,esp_to_shi,ella anda.,nana dekundulli,U00242,G00192,nana teka'lli,ella anda.,nana dekundulli,nana teka'lli,0.6483178734779358,0.6664426326751709,0.018124759197235107,gold_has_audit_flag
U03182,G02957,2,False,1,esp_to_shi,"este, entonces, el que entendía (de santos), dijo, pablo.","asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, pulu.",U03181,G02956,asui'na pablo.,"este, entonces, el que entendía (de santos), dijo, pablo.","asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, pulu.",asui'na pablo.,0.4970861077308655,0.51458340883255,0.01749730110168457,gold_has_audit_flag
U00195,G00150,2,False,1,esp_to_shi,soy bueno. (hacer bien algo),u'chimuku,U00316,G00252,mukankanku,soy bueno. (hacer bien algo),u'chimuku,mukankanku,0.6712615489959717,0.6875684857368469,0.016306936740875244,gold_has_audit_flag
U00495,G00407,2,False,1,esp_to_shi,come despacio.,weranker' uti'la,U00069,G00053,paker' uti'la,come despacio.,weranker' uti'la,paker' uti'la,0.5759026408195496,0.5903009176254272,0.014398276805877686,close_score_ambiguity
U02312,G02087,2,False,1,esp_to_shi,desde una ciudad grande ha venido.,kupin ñinanlukla weklli.,U02690,G02465,dudinpu'nen uketlli.,desde una ciudad grande ha venido.,kupin ñinanlukla weklli.,dudinpu'nen uketlli.,0.5419946312904358,0.5539356470108032,0.011941015720367432,close_score_ambiguity
U00121,G00087,2,False,2,esp_to_shi,crudo,nanpi,U00016,G00013,¡shaw!,crudo,nanpi,¡shaw!,0.41099536418914795,0.4209589958190918,0.009963631629943848,gold_has_audit_flag
U00139,G00100,2,False,1,esp_to_shi,sea breve.,empu'ni yalunta',U02072,G01855,ipia'la u'lenchu,sea breve.,empu'ni yalunta',ipia'la u'lenchu,0.4812369644641876,0.49027782678604126,0.009040862321853638,close_score_ambiguity
U00317,G00253,2,False,1,esp_to_shi,puedo volar.,yen'nitulek pen'nu'ak',U01063,G00922,yennituwinasku dekkunta',puedo volar.,yen'nitulek pen'nu'ak',yennituwinasku dekkunta',0.6472069621086121,0.6559915542602539,0.008784592151641846,close_score_ambiguity
U00242,G00192,2,False,1,esp_to_shi,ella corre.,nana teka'lli,U01136,G00989,teka'per'i'la,ella corre.,nana teka'lli,teka'per'i'la,0.5622210502624512,0.5708879232406616,0.00866687297821045,close_score_ambiguity
U00429,G00346,2,False,1,esp_to_shi,¿entonces qué?,¿nu'pachin ma'nen?,U00272,G00218,¿ma'ki'na?,¿entonces qué?,¿nu'pachin ma'nen?,¿ma'ki'na?,0.7563981413841248,0.7619600892066956,0.005561947822570801,close_score_ambiguity
U01078,G00937,2,False,1,esp_to_shi,te necesitaba.,luwantuwiñen,U01627,G01438,u'cha'paya ñiwina,te necesitaba.,luwantuwiñen,u'cha'paya ñiwina,0.5762067437171936,0.5795661807060242,0.0033594369888305664,close_score_ambiguity
