pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,direction,query_text,target_correct,target_top1,esp,shiwilu_correct,shiwilu_top1,category
U01218,G01058,1,0.9175119996070862,0.9175119996070862,True,1,esp_to_shi,tom escuchó.,tom lauk'tulli,(grupo correcto),tom escuchó.,tom lauk'tulli,(grupo correcto),best
U02095,G01877,1,0.8622928261756897,0.8622928261756897,True,1,esp_to_shi,remontemos barriletes.,a'penu'wa' barriletes,(grupo correcto),remontemos barriletes.,a'penu'wa' barriletes,(grupo correcto),best
U02858,G02633,1,0.7191266417503357,0.7191266417503357,True,1,esp_to_shi,"después, dice otro viejo dijo: eso lo que están hablando no es falso,","naneklima, ali'la taserpi tulli nana tapa'mamasu' ñi da'pininpu',",(grupo correcto),"después, dice otro viejo dijo: eso lo que están hablando no es falso,","naneklima, ali'la taserpi tulli nana tapa'mamasu' ñi da'pininpu',",(grupo correcto),best
U02909,G02684,1,0.7174586653709412,0.7174586653709412,True,1,esp_to_shi,yo dijeron los otros.,kua tullima ali'ladaper.,(grupo correcto),yo dijeron los otros.,kua tullima ali'ladaper.,(grupo correcto),best
U00971,G00837,1,0.630838930606842,0.630838930606842,True,1,esp_to_shi,te desmayaste.,muisu' kankantula,(grupo correcto),te desmayaste.,muisu' kankantula,(grupo correcto),best
U01451,G01269,1,0.7963064908981323,0.7963064908981323,True,1,esp_to_shi,soy guapa.,mulun nuka'ka,(grupo correcto),soy guapa.,mulun nuka'ka,(grupo correcto),best
U02548,G02323,1,0.669427752494812,0.669427752494812,True,1,esp_to_shi,se detuvieron y miraron atrás.,waneranni'ma pi'shekllina'.,(grupo correcto),se detuvieron y miraron atrás.,waneranni'ma pi'shekllina'.,(grupo correcto),best
U00964,G00830,1,0.7909857630729675,0.7909857630729675,True,1,esp_to_shi,¿quién escapó?,¿den chi'yeklli?,(grupo correcto),¿quién escapó?,¿den chi'yeklli?,(grupo correcto),best
U00301,G00240,1,0.6663777828216553,0.6663777828216553,True,1,esp_to_shi,¡es estupendo!,¡u'chimuinchi nuka'a!,(grupo correcto),¡es estupendo!,¡u'chimuinchi nuka'a!,(grupo correcto),best
U01232,G01071,1,0.6959031224250793,0.6959031224250793,True,1,esp_to_shi,"despiértate, tom.","nanpiladaker', tom",(grupo correcto),"despiértate, tom.","nanpiladaker', tom",(grupo correcto),best
U01117,G00972,6,0.4188278615474701,0.5894789695739746,False,2,esp_to_shi,estoy reventado.,ñapalek saka'tusu',tekua'dansu' ñapalek,estoy reventado.,ñapalek saka'tusu',tekua'dansu' ñapalek,worst
U01838,G01634,6,0.3960611820220947,0.5956497192382812,False,2,esp_to_shi,¿empezamos?,¿tenmiansu'ter?,¿te'kuawina?,¿empezamos?,¿tenmiansu'ter?,¿te'kuawina?,worst
U01689,G01493,7,0.29789218306541443,0.41903144121170044,False,3,esp_to_shi,pásaselo.,enka'ker',ishinwer',pásaselo.,enka'ker',ishinwer',worst
U02970,G02745,7,0.35228121280670166,0.5137701034545898,False,1,esp_to_shi,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,dudinpu'nen uketlli.,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,dudinpu'nen uketlli.,worst
U00052,G00042,8,0.4791397452354431,0.562759518623352,False,1,esp_to_shi,estate tranquilo.,musu' ñapaker',neriker' u'chimu,estate tranquilo.,musu' ñapaker',neriker' u'chimu,worst
U01118,G00973,10,0.43380269408226013,0.5334815979003906,False,1,esp_to_shi,¿está roto?,¿nusha'tusu' ñapalli?,dekpi ñapalli,¿está roto?,¿nusha'tusu' ñapalli?,dekpi ñapalli,worst
U00638,G00532,10,0.3395576775074005,0.5479955673217773,False,1,esp_to_shi,hicieron trampas.,allisek nu'tapallina',tuwiñina' nu'techuna,hicieron trampas.,allisek nu'tapallina',tuwiñina' nu'techuna,worst
U00560,G00465,10,0.41784605383872986,0.6054015159606934,False,1,esp_to_shi,soy codicioso.,iñer' luantulek wapu',shamu'lunsu' nuka'ka,soy codicioso.,iñer' luantulek wapu',shamu'lunsu' nuka'ka,worst
U00439,G00356,10,0.34308531880378723,0.5437785387039185,False,1,esp_to_shi,tom saludó.,tom tulli ma'pu'sin,tom iduñi,tom saludó.,tom tulli ma'pu'sin,tom iduñi,worst
U01025,G00887,10,0.27741706371307373,0.3665795624256134,False,1,esp_to_shi,¿fumas?,¿u'wa'tapala?,¿te'kuawina?,¿fumas?,¿u'wa'tapala?,¿te'kuawina?,worst
U02211,G01988,11,0.3501391112804413,0.5829870104789734,False,1,esp_to_shi,mejor vete.,a'pimuechu paker',paker' uti'la,mejor vete.,a'pimuechu paker',paker' uti'la,worst
U01351,G01178,13,0.36736100912094116,0.5885504484176636,False,1,esp_to_shi,no engordes.,yaweyta,yalenmek'ta,no engordes.,yaweyta,yalenmek'ta,worst
U00750,G00629,20,0.27781590819358826,0.6481890678405762,False,1,esp_to_shi,vístete.,ishinwer',tekker',vístete.,ishinwer',tekker',worst
U00148,G00108,22,0.3141331970691681,0.5972609519958496,False,1,esp_to_shi,abajo.,dawik',nanpi,abajo.,dawik',nanpi,worst
U00661,G00551,23,0.2891756296157837,0.6869174838066101,False,1,esp_to_shi,tom asintió.,tom tulli ajá,tom iduñi,tom asintió.,tom tulli ajá,tom iduñi,worst
U02002,G01788,24,0.2660851776599884,0.5687709450721741,False,1,esp_to_shi,me acobardé.,sapulek,akusuitu'u,me acobardé.,sapulek,akusuitu'u,worst
U02638,G02413,24,0.25762802362442017,0.5815151333808899,False,1,esp_to_shi,"no corran,","- ¡anetlla yatek kuatama',","ñi dunan,","no corran,","- ¡anetlla yatek kuatama',","ñi dunan,",worst
U02927,G02702,30,0.2236691117286682,0.34150615334510803,False,1,esp_to_shi,¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,enka'ku',¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,enka'ku',worst
U00531,G00440,113,0.06696455925703049,0.5236408710479736,False,2,esp_to_shi,me agradas.,tanteñek,muisu' kankantula,me agradas.,tanteñek,muisu' kankantula,worst
U01644,G01454,141,0.058657143265008926,0.4135247468948364,False,1,esp_to_shi,¿tenías miedo?,¿te'kuawina?,¿nusha'tusu' ñapalli?,¿tenías miedo?,¿te'kuawina?,¿nusha'tusu' ñapalli?,worst
