pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,direction,query_text,target_correct,target_top1,esp,shiwilu_correct,shiwilu_top1,category
U00148,G00108,7,0.36808231472969055,0.4701951742172241,False,1,shi_to_esp,dawik',abajo.,ven entra.,abajo.,dawik',weker' da'encher',worst
U00398,G00323,7,0.46770527958869934,0.7344939708709717,False,1,shi_to_esp,ta'itulau,¿perdona?,lo siento.,¿perdona?,ta'itulau,we'inu,worst
U01814,G01611,7,0.5276344418525696,0.6972009539604187,False,1,shi_to_esp,dunker'aper'i'la,sigue buscando.,sigue caminando.,sigue buscando.,dunker'aper'i'la,dek'kuntaper'pi'la,worst
U00478,G00392,9,0.41112127900123596,0.6158725023269653,False,1,shi_to_esp,enka'ku',¡pásenle!,captúrenlo.,¡pásenle!,enka'ku',pilli'tuku',worst
U02758,G02533,10,0.3809952437877655,0.7189958095550537,False,1,shi_to_esp,matutada ñapalli.,los lagartos negros ahí están.,está botado.,los lagartos negros ahí están.,matutada ñapalli.,dekpi ñapalli,worst
U00439,G00356,11,0.32852470874786377,0.5083795785903931,False,1,shi_to_esp,tom tulli ma'pu'sin,tom saludó.,tom mentía.,tom saludó.,tom tulli ma'pu'sin,tom tumu'pawiñi,worst
U02211,G01988,11,0.3930295705795288,0.6286491751670837,False,1,shi_to_esp,a'pimuechu paker',mejor vete.,pronto lloverá.,mejor vete.,a'pimuechu paker',ipia'la u'lenchu,worst
U01025,G00887,12,0.32336562871932983,0.4829031229019165,False,1,shi_to_esp,¿u'wa'tapala?,¿fumas?,estás ganando.,¿fumas?,¿u'wa'tapala?,kana'tapala,worst
U02638,G02413,20,0.2604849636554718,0.5683717727661133,False,1,shi_to_esp,"- ¡anetlla yatek kuatama',","no corran,","así se hace hermanas, señoras,","no corran,","- ¡anetlla yatek kuatama',","nu'tulek kai kualusa', senñula'lusa',",worst
U00638,G00532,21,0.30658838152885437,0.5395057201385498,False,1,shi_to_esp,allisek nu'tapallina',hicieron trampas.,están ganando.,hicieron trampas.,allisek nu'tapallina',kana'tapallina',worst
U00750,G00629,29,0.29508864879608154,0.5053456425666809,False,1,shi_to_esp,ishinwer',vístete.,eres mala.,vístete.,ishinwer',mukankaninpu' nuka'ma,worst
U02002,G01788,31,0.22618885338306427,0.5013882517814636,False,1,shi_to_esp,sapulek,me acobardé.,salí.,me acobardé.,sapulek,yunsu'lek,worst
U02927,G02702,52,0.16782285273075104,0.4626695513725281,False,1,shi_to_esp,- ¿uklama' a'cha nanapu'si'la?.,¿vinieron otra vez?,esta candela no es buena.,¿vinieron otra vez?,- ¿uklama' a'cha nanapu'si'la?.,asui'na mui'ñi asu' pen.,worst
U01644,G01454,121,0.08506543189287186,0.5771735906600952,False,1,shi_to_esp,¿te'kuawina?,¿tenías miedo?,¿empezamos?,¿tenías miedo?,¿te'kuawina?,¿tenmiansu'ter?,worst
