pair_id,group_id,rank,correct_score,top1_score,top1_is_positive,positive_count,esp,shiwilu_correct,shiwilu_top1,category
U03011,G02786,1,0.8819676041603088,0.8819676041603088,True,1,"de esa manera ahora nuestro pueblo ha crecido, gentes de otros lugares viven, otras mujeres vienen, traen enfermedades.","nu'siklimaka ipa'la asu' ñinanlu'mapu'wa' susulli, nerpi'la muda'lusa' nanpillina', nerpi'la ku'aper uk'apalli, kaluwi' ker'apallina'.",(grupo correcto),best
U00461,G00377,1,0.8788049221038818,0.8788049221038818,True,1,¿estás bien?,¿mupalan'cha?,(grupo correcto),best
U01228,G01067,1,0.8982090950012207,0.8982090950012207,True,1,"tom, despierta.","tom, nanpiladalli",(grupo correcto),best
U02072,G01855,1,0.862745463848114,0.862745463848114,True,1,pronto lloverá.,ipia'la u'lenchu,(grupo correcto),best
U00242,G00192,1,0.8638265132904053,0.8638265132904053,True,1,ella corre.,nana teka'lli,(grupo correcto),best
U02294,G02069,1,0.8628145456314087,0.8628145456314087,True,1,"en otros pueblos que conozcan también el shiwilu,","nerñinanluk ñinchichinna' nawa'nta' shiwilu,",(grupo correcto),best
U00348,G00279,204,0.8477840423583984,0.8856409192085266,False,1,lo siento.,we'inu,mukankanku,worst
U03155,G02930,205,0.8156403303146362,0.8470742702484131,False,1,ahí se ha ido a quedar.,nanek ima ñikuñi.,dek'kuntaper'pi'la,worst
U01351,G01178,206,0.8488590717315674,0.8905998468399048,False,1,no engordes.,yaweyta,akusuitu'u,worst
U01278,G01112,211,0.8496773838996887,0.8811835050582886,False,1,usted prometió.,kenma tuwina nu'techu,u'cha'paya ñiwina,worst
U00121,G00087,222,0.8063084483146667,0.8432960510253906,False,2,crudo,nanpi,pulunker'wanpalli,worst
U00723,G00607,225,0.8331103920936584,0.8653121590614319,False,1,sé razonable.,inlli'inuter' musu',matutada ñapalli.,worst
U00252,G00199,232,0.8442056775093079,0.8825944662094116,False,1,ellos ganaron.,nawa' kana'tullina',pulunker'wanpalli,worst
U01580,G01391,233,0.8375646471977234,0.8855871558189392,False,1,somos primos.,yalli'walusa' nuka'kawa',ñinchitapalek tuluner'ak,worst
U01241,G01079,233,0.8477659225463867,0.8806818127632141,False,1,necesitamos más.,luwantullidek a'pinta',tomás saka'tapalli,worst
U01880,G01674,237,0.8484786152839661,0.8881528973579407,False,1,somos médicos.,lulentutek nuka'kawa',tuwiñina' nu'techuna,worst
U00477,G01493,242,0.8389493823051453,0.8935292363166809,False,3,¡pásale!,enka'ker',¡enka'u!,worst
U01096,G00955,244,0.819531261920929,0.8552606701850891,False,1,te demandaré.,winlapichen,empu'ni lli'inek,worst
U00324,G00259,246,0.8292167782783508,0.8680889010429382,False,1,eso espero.,nana wa'ten'nek',iyatulek,worst
U00638,G00532,260,0.8401470184326172,0.8858878016471863,False,1,hicieron trampas.,allisek nu'tapallina',denpinta' ñi'i,worst
U01090,G00949,262,0.8372467756271362,0.881397545337677,False,1,estaba solo.,kuashasa' ñapawinek,ta'itulau,worst
U00740,G00620,265,0.8209117650985718,0.8794882297515869,False,1,no discutan.,yainyututama',akusuitu'u,worst
U00206,G00159,277,0.8105913400650024,0.8497003316879272,False,1,soy malo. (hacer mal las cosas),mui'nek,nanek ima ñikuñi.,worst
U02002,G01788,292,0.8263670802116394,0.8794755935668945,False,1,me acobardé.,sapulek,ekpa'aper'i'la,worst
U00122,G00087,305,0.8024300932884216,0.8408275842666626,False,2,vivo,nanpi,pulunker'wanpalli,worst
U01048,G00908,316,0.820076048374176,0.8787713646888733,False,1,está comiendo.,weranpalli,ipia'la u'lenchu,worst
