pair_id,group_id,anchor,positive,negative,negative_anchor,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank,risk_flags
U02127,G01907,son amarillas.,sha'pi'su'sa' nuker'ka,saputek'lusa' nuker'ka,son débiles.,U01212,G01053,hard,0.7525194883346558,0.6986279487609863,0.0538915395736694,2,very_close_margin|shared_shiwilu_tokens
U02127,G01907,son amarillas.,sha'pi'su'sa' nuker'ka,uku'latak nuker'ka,son negocios.,U01482,G01300,medium,0.7525194883346558,0.5926136374473572,0.1599058508872985,5,shared_shiwilu_tokens
U02279,G02054,"viniendo de lima aquí ella también quiere aprender,","llimaklan wek'an asek nananta' yañinchitulli,","nanima yañinchitulli,","ella dice que quiere aprender (mi idioma),",U02313,G02088,medium,0.7177452445030212,0.5169797539710999,0.2007654905319214,2,shared_shiwilu_tokens
U01615,G01426,pareces ocupado.,ma'nen'nu'tapa'masu'pu'su' lli'tula,yupa'masu'pu'su' lli'tula,pareces molesto.,U01916,G01707,medium,0.752651035785675,0.5996755361557007,0.1529754996299743,3,shared_shiwilu_tokens
U02903,G02678,ya algunos de los espíritus de los esposos muertos penaban en sus casas:,nu'unta' ipa' wa'danwañi nana pidik:,nana malek dansu'lusa' tullina':,por eso los sobrevivientes dijeron:,U02566,G02341,medium,0.663047730922699,0.4741756319999695,0.1888720989227295,2,shared_shiwilu_tokens
U00773,G00650,como pan.,ka'apalek tanta',ka'apalek wayupi,como fruta.,U00774,G00651,hard,0.7319232821464539,0.6231963038444519,0.1087269783020019,2,shared_shiwilu_tokens
U02510,G02285,"sólo eso he hablado. yurimaguas, julio 2005",kua nanasa' lunek.,kua a'nadalek,yo exageré.,U01398,G01222,medium,0.7133123278617859,0.5333422422409058,0.1799700856208801,2,shared_shiwilu_tokens
U02228,G02003,¡contrólate!,¡inlu'uk'ter!,sekdiperker',guárdalo.,U00100,G00069,hard,0.6009546518325806,0.5494290590286255,0.051525592803955,10,very_close_margin
U02364,G02139,cuando hierve se lo echa en otra olla de barro grande que está enterrada (hasta la mitad).,"ukluka'sik, ali'lak kupin uktak pekdu'a'kasu' upellek.",chiter nanpi peksanpi nananta' ali'la uktak a'ukluka'lek.,maíz crudo molido también se hierve en otra olla.,U02378,G02153,hard,0.6430175304412842,0.5672105550765991,0.075806975364685,3,shared_shiwilu_tokens
U03153,G02928,"otros se han quedado en el cerro. 11 literalmente, los nombres de adentro.",ali'lima llia'lli ma'i mutupik.,"ali'lima llia'kuñi ala'sa', ma'i, panpateklu' ima llillinen chota.","otros se han ido a quedar en un, este, pasto llamado chota.",U03154,G02929,hard,0.7159439325332642,0.5851896405220032,0.130754292011261,2,shared_shiwilu_tokens
U01796,G01594,era perfecto.,u'chimu ñiwiñi,ñiwiñi tekinchi,fue real.,U00842,G00718,medium,0.7932180762290955,0.606759786605835,0.1864582896232605,5,shared_shiwilu_tokens
U01253,G01089,estamos hambrientos.,uki'latek ñapallidek,unku'pi ñapallidek,estamos encerrados.,U01252,G01088,hard,0.7780418395996094,0.7259818315505981,0.0520600080490112,5,very_close_margin|shared_shiwilu_tokens
U00000,G00000,ve.,paker',wanerker',parate,U00249,G00196,hard,0.5403231382369995,0.4869464337825775,0.053376704454422,18,very_close_margin
U02713,G02488,"el lago junto al pelejo se secó,","kundetchek enñi,","ukilasu'tundek enñi,","el rayo caño se secó,",U02712,G02487,hard,0.7555859088897705,0.6894737482070923,0.0661121606826782,3,shared_shiwilu_tokens
U02713,G02488,"el lago junto al pelejo se secó,","kundetchek enñi,","sennanlusa'nta' enñi,","también los lagos se secaron,",U02710,G02485,medium,0.7555859088897705,0.5615180730819702,0.1940678358078003,7,shared_shiwilu_tokens
U01248,G01085,estábamos heridos.,llipu'pi ñapawiñidek,lupersu' ñapawiñidek,estábamos borrachos.,U01577,G01388,hard,0.8755151033401489,0.8002997040748596,0.0752153992652893,3,shared_shiwilu_tokens
U01249,G01085,estábamos lastimados.,llipu'pi ñapawiñidek,lupersu' ñapawiñidek,estábamos borrachos.,U01577,G01388,hard,0.8378884792327881,0.7536069750785828,0.0842815041542053,3,shared_shiwilu_tokens
U03075,G02850,buscaron a los yupaneros.,ma'i silutulusa' dunkerllina'.,tullina' taserpiku'lusa'.,dijeron los viejos finados también con pena.,U02774,G02549,hard,0.6646819710731506,0.6085551977157593,0.0561267733573913,4,very_close_margin
U00988,G00852,¿estás lleno?,¿mer'su' ñapala?,¿nanpiladasu' ñapala?,¿estás despierta?,U01311,G01142,hard,0.7327365875244141,0.6188752055168152,0.1138613820075988,2,shared_shiwilu_tokens
U00988,G00852,¿estás lleno?,¿mer'su' ñapala?,¿wa'danpindek ñapala?,¿estás loco?,U00716,G00601,medium,0.7327365875244141,0.5376291871070862,0.1951074004173278,8,shared_shiwilu_tokens
U01190,G01033,eso ayudará.,nana katu'pa'techu,asu' katu'pa'techu,esto ayudará.,U01213,G01054,hard,0.8643559813499451,0.8120139837265015,0.0523419976234436,2,very_close_margin|shared_shiwilu_tokens
U01190,G01033,eso ayudará.,nana katu'pa'techu,nana katu'pa'tulli,eso ayudó.,U00888,G00760,medium,0.8643559813499451,0.6957029104232788,0.1686530709266662,4,shared_shiwilu_tokens
U02041,G01825,estaré esperando.,wa'tentapechek,wa'tentechek,esperaré.,U00805,G00681,hard,0.9091529250144958,0.8508673310279846,0.0582855939865112,2,very_close_margin
U02578,G02353,así dicen que pampayacu se quemó.,nu'sui'ma asu' panpadek uksu'ketchulli.,naneklimaka asu' nana lanla' pitunta' uwentunta'lli.,"de ahí, esta la ballena poza se redujo.",U02831,G02606,medium,0.7704983949661255,0.6017860174179077,0.1687123775482177,2,shared_shiwilu_tokens
U01940,G01730,¿estás casado?,¿sadasu'cha ñapala?,¿kadu'lunsu' ñapala?,¿estás embarazada?,U02219,G01996,hard,0.7400803565979004,0.6378703713417053,0.102209985256195,3,shared_shiwilu_tokens
U02062,G01845,¿es maestro?,¿a'lek'tutek' nuka'a?,¿lulentutek'a'cha?,¿es doctor?,U01782,G01581,hard,0.7391976714134216,0.6875549554824829,0.0516427159309387,3,very_close_margin
U02403,G02178,"esto queriendo llevar lejos, a otro pueblo, quieres aprender, de qué manera vivo aquí en jeberos.","asu' yekpantan wei ali'la ñinanluk yañinchitula, ma'pu'sui'pa nanpilek kua asu' shiwiluk.",nanentu saka'tulusui'pa' muyunpak walek ektui'nchuna' tullima ali'la taserpi.,tal vez los que primero están abriendo trocha lleguen hasta moyobamba dijo el otro viejo.,U02861,G02636,medium,0.7501431107521057,0.474411129951477,0.2757319808006286,2,shared_shiwilu_tokens
U02854,G02629,entonces otro viejo soñador dijo:,nanek ima ali'la taserpi wa'lata'su' tulli:,nu'an ima waneran tulli:,después poniéndose de pie dijo:,U02695,G02470,medium,0.8141558766365051,0.6207469701766968,0.1934089064598083,3,shared_shiwilu_tokens
U02534,G02309,cuando estábamos agarrando pescado nos botaron porque tenemos esta enfermedad sa'la'.,samer mapa'sekudek dinsulullinerkudek asu' sa'la' a'kudeksu' malek.,"nanapa yunsu'i kenmu'wa'kinsa' ñii asu' samer,","para que salgan para nosotros nomás, para que sean para nosotros nomás estos peces,",U02682,G02457,medium,0.6851254105567932,0.4575648605823517,0.2275605499744415,3,shared_shiwilu_tokens
U02405,G02180,hace tiempo me casé con mi esposo.,napi' sudawek sudatulek.,wilaluntamu sudawek kananek.,siendo señorita encontré marido.,U02263,G02038,hard,0.7248963713645935,0.5923463106155396,0.1325500607490539,2,shared_shiwilu_tokens
U02864,G02639,un grupo que vaya durmiendo y el otro grupo que haga guardia.,"ala'musun wicha'pai, ali'la musui'na nanpiladapai.","amana' ñichu di'tawa', ali'la erpilu' kupiwan ñipachi nananta' di'tawa'.","si hay tigre se lo mata, si hay anaconda de altura a esa también se la mata.",U02851,G02626,medium,0.7286065220832825,0.5275550484657288,0.2010514736175537,2,shared_shiwilu_tokens
U00609,G00505,votemos.,dek'awa',lun'awa',charlemos.,U00602,G00504,hard,0.6386951208114624,0.5817955732345581,0.0568995475769043,4,very_close_margin
U02216,G01993,estás atascado.,da'sek'su' ñapala,lupersu' ñapala,estás borracha.,U01293,G01124,hard,0.7481536269187927,0.671430230140686,0.0767233967781066,3,shared_shiwilu_tokens
U02216,G01993,estás atascado.,da'sek'su' ñapala,denlekpin'ta' ñapala,eres parcial.,U01635,G01445,medium,0.7481536269187927,0.5900694131851196,0.1580842137336731,5,shared_shiwilu_tokens
U01304,G01135,estás equivocado.,aper'su' ñapala,tasellun ñapala,estás vieja.,U00713,G00599,hard,0.7026457190513611,0.6425967216491699,0.0600489974021911,3,shared_shiwilu_tokens
U00863,G00739,nadie mintió.,ñiden tumui'ñi,ñiden ñinchichi'ñi,nadie sabe.,U01155,G01007,medium,0.888170599937439,0.6773629188537598,0.2108076810836792,2,shared_shiwilu_tokens
U01562,G01374,estamos arruinados.,nakusu' muin'su' ñapallidek,sakeksu' ñapallidek,estamos satisfechos.,U02183,G01963,hard,0.8342618346214294,0.7296707034111023,0.1045911312103271,8,shared_shiwilu_tokens
U01563,G01374,estamos condenados.,nakusu' muin'su' ñapallidek,sipuk'ñapallidek,somos prisioneros.,U02182,G01962,hard,0.7341257929801941,0.6793003678321838,0.0548254251480102,9,very_close_margin
U00346,G00277,soy obesa.,weilunsu' nuka'ka,shamu'pensu' nuka'ka,soy delgado. (masculino),U00211,G00163,hard,0.6964430809020996,0.6427952647209167,0.0536478161811828,4,very_close_margin|shared_shiwilu_tokens
U00346,G00277,soy obesa.,weilunsu' nuka'ka,sadasu' nuka'ka,soy casado.,U00821,G00697,medium,0.6964430809020996,0.5456117987632751,0.1508312821388244,9,shared_shiwilu_tokens
U00671,G00561,tom trabajó.,tom saka'tulli,saka'tulli,funcionó.,U00361,G00292,medium,0.8052747845649719,0.6441689133644104,0.1611058712005615,3,shared_shiwilu_tokens
U01779,G01578,me demandaron.,iker'lalak aku'llinerku,usu'lliner'ku,fui despedido.,U02033,G01817,hard,0.7578391432762146,0.69794762134552,0.0598915219306945,4,very_close_margin
U00220,G00172,eso ayuda.,nana katu'patulli,nana katu'pa'techu,eso ayudará.,U01190,G01033,hard,0.8250129222869873,0.7651823163032532,0.0598306059837341,3,very_close_margin|shared_shiwilu_tokens
U02198,G01976,anota esto.,llinser'ker' asu',llinser'ker' nana,anota eso.,U02196,G01975,hard,0.8488093614578247,0.7430158853530884,0.1057934761047363,3,shared_shiwilu_tokens
U02198,G01976,anota esto.,llinser'ker' asu',sek'diperker' asu',guarda esto.,U00374,G00305,medium,0.8488093614578247,0.6898491978645325,0.1589601635932922,4,shared_shiwilu_tokens
U02199,G01976,anote esto.,llinser'ker' asu',llinser'ker' nana,anota eso.,U02196,G01975,hard,0.855401337146759,0.744195818901062,0.111205518245697,3,shared_shiwilu_tokens
U02199,G01976,anote esto.,llinser'ker' asu',sek'diperker' asu',guarda esto.,U00374,G00305,medium,0.855401337146759,0.6661443114280701,0.1892570257186889,4,shared_shiwilu_tokens
U03001,G02776,"así como algunos maltratan a sus hijos a cada instante, así estas dos personas (nos maltratan a nosotros)8 dijeron en una reunion hablando.","ma'lusa', nu'unta' willina' llikanetchi'ñina' nanapu'tullinerkenmu'wa', asu' katu'shadaper tullina' ima idiuntunna' lunna'.","napi', kuanta' wilakuñamu laukta'kasu' nana muyunpa inchilalak taker'llina', lansi' wa'danler ka'deklli tullina'.","antes cuando yo era niño he escuchado que en ese camino de moyobamba perecieron, el duende puro hueso les comió dijeron.",U03022,G02797,hard,0.6328598260879517,0.5740472674369812,0.0588125586509704,2,very_close_margin
U01889,G01683,ahí estaremos.,nanek ñapaterwa',ñapechek nanek,estaré ahí.,U01434,G01254,hard,0.8541522026062012,0.7210699915885925,0.1330822110176086,2,shared_shiwilu_tokens
U02481,G02256,todo eso quiere saber esta señora.,nanadaper iñer asu' senñula' yañinchitulli.,nananti'mi'na yañinchitulli.,ella también quiere aprender.,U02507,G02282,medium,0.7345452308654785,0.5339879393577576,0.2005572915077209,2,shared_shiwilu_tokens
U02115,G01896,lo abofeteó.,lliaka'uk enka'lina,pi'ser'katulek,me tropecé.,U00332,G00267,hard,0.6300948262214661,0.5718718767166138,0.0582229495048522,4,very_close_margin
U02068,G01851,sabía dulce.,kasersu' ñiwiñi,nudu'pi ñiwiñi,fue repugnante.,U01124,G00977,hard,0.701962411403656,0.636931836605072,0.0650305747985839,2,shared_shiwilu_tokens
U02068,G01851,sabía dulce.,kasersu' ñiwiñi,lli'inupi ñiwiñi,fue planeado.,U01797,G01595,medium,0.701962411403656,0.5479624271392822,0.1539999842643737,4,shared_shiwilu_tokens
U01334,G01162,¿puedo quedármelo?,¿yennitulek ek'llia'ak?,¿yennitulek pilli'tak?,¿puedo tomarlo?,U01336,G01164,hard,0.7420634031295776,0.6737737059593201,0.0682896971702575,4,shared_shiwilu_tokens
U01334,G01162,¿puedo quedármelo?,¿yennitulek ek'llia'ak?,¿yennitulek lli'ak?,¿puedo verlo?,U01513,G01328,medium,0.7420634031295776,0.5852707028388977,0.1567927002906799,12,shared_shiwilu_tokens
U01602,G01413,¿dónde estás?,¿enñupa'cha ñapala?,¿wer'su' ñapala?,¿estás perdido?,U00990,G00854,medium,0.8503525853157043,0.6099586486816406,0.2403939366340637,2,shared_shiwilu_tokens
U02993,G02768,"regresando por ese camino dijeron: por ese camino hay bastante comida, hay de todo.","nana inchilalalupa' adencha'nni'ma luncha'llina': enpu'nipa' uran ñilli nana inchilalalupa', dudinpu' ñapalli.",adencha'nni'ma luncha'llina': enpu'nipa' ali'la ñinanluk lupa'paperpidek'wañina'.,tras volver (a jeberos) contaron: mucho en otros pueblos tienen casa embarrada (tarrajeada).,U02983,G02758,medium,0.7646859288215637,0.50295490026474,0.2617310285568237,2,shared_shiwilu_tokens
U00417,G00337,más despacio.,a'pinta' uti'la,dekunder' uti'la,camina lentamente.,U00924,G00793,medium,0.7716138958930969,0.5806062817573547,0.1910076141357422,2,shared_shiwilu_tokens
U02748,G02523,"la charapa salió,","puka' yunsu'lli,","damer'ita yunsu'lli,","la taricaya salió,",U02749,G02524,hard,0.8667907118797302,0.7749955654144287,0.0917951464653015,3,shared_shiwilu_tokens
U02826,G02601,dicen que cuando marcel bajaba el río en un patecito la ballena se lo tragó.,marcel ima pachishak nu'wantan lanla'ler lanpi'tulli.,arakayu ima lanla' akun yunsu'lli.,dicen que arákayu puso una ballena y salió (de la región).,U02819,G02594,medium,0.7487992644309998,0.5324969291687012,0.2163023352622985,2,shared_shiwilu_tokens
U02398,G02173,"los niños ahora no la entienden, ahora sí que ellos ya no comprenden nuestra lengua shiwilu.","wilalusa' ipa'la ñi lachek'i'ñina', ipa'li'na shiwilu la'la'mapu'wa' nawa' lachek'i'ñina'.",napi' wilashakuñamu asu' shiwilu la'la' mushasu' lunek.,antes cuando era niñita hablaba bonito el shiwilu.,U02399,G02174,medium,0.8747673630714417,0.5814753770828247,0.2932919859886169,2,shared_shiwilu_tokens
U03059,G02834,y cuando (los shawala) estaban pasando a trabajar con esos castellano-hablantes los llamó y les dijo:,nakupila'ser yasaka'tanna' nana kaschilla lu'nsu'lek peklu'dek'an itudeklli:,"nana wa'anler peklu'deklli, peklu'dek'an itulli: -¿ma'i'na luwantanma' uklama'?.",el gobernante los llamó y tras llamarles les preguntó: -¿qué cosa queriendo han venido?,U02977,G02752,medium,0.6796523332595825,0.4892871081829071,0.1903652250766754,2,shared_shiwilu_tokens
U01187,G01031,dígannos más.,wintu'udek a'pinta',wintu'u a'pinta',cuéntame más.,U01183,G01030,hard,0.8026500940322876,0.7011921405792236,0.1014579534530639,4,shared_shiwilu_tokens
U03056,G02831,"dice que, antiguamente, (los españoles) los maltrataban, les reñían, los paleaban, los hacían trabajar hasta muy tarde.","napi' ima llikanetchudek'i'ñina', yutudekllini'ma, llipu'tudekllini'ma, er'washinchi walek a'saka'tudekllina'.","tekkinchi walek kunparinenna' pilli'iteklatanna', kumarinenna' pilli'iteklatanna', musha'iteklanna', yensunna', willekllina'.","de verdad tomaban las manos de sus compadres, tomaban las manos de sus comadres y se las besaban, se arrodillaban y lloraban.",U03204,G02979,medium,0.759398877620697,0.5504550933837891,0.2089437842369079,2,shared_shiwilu_tokens
U01719,G01522,bebo café.,ulek wayusa',luwantulek wayusa',quiero café.,U01419,G01239,hard,0.6727267503738403,0.537599503993988,0.1351272463798523,2,shared_shiwilu_tokens
U01719,G01522,bebo café.,ulek wayusa',wayusa' luwantulek,necesito café.,U01414,G01235,medium,0.6727267503738403,0.5155511498451233,0.157175600528717,3,shared_shiwilu_tokens
U01872,G01666,este funciona.,asu' saka'techu',asu' u'su kua pektawapalek.,esto así estoy criando.,U02650,G02425,medium,0.6894485354423523,0.5349096059799194,0.1545389294624328,18,shared_shiwilu_tokens
U01550,G01362,es incorrecto.,mui'su' nuka'a,tumu' nuka'a,es falso.,U02123,G01903,hard,0.6452297568321228,0.5843368172645569,0.0608929395675659,5,shared_shiwilu_tokens
U00919,G00789,pruébate este.,lataker' asu',luntuker' asu',lee esto.,U00400,G00325,hard,0.8860319256782532,0.757374107837677,0.1286578178405761,2,shared_shiwilu_tokens
U00919,G00789,pruébate este.,lataker' asu',luntuku' asu',lean esto.,U00402,G00326,medium,0.8860319256782532,0.7081999182701111,0.1778320074081421,4,shared_shiwilu_tokens
U02395,G02170,usted señora quiere aprender esta nuestra lengua shiwilu.,kenma senñula' yañinchitula asu' shiwilu la'la'mapu'wa'.,napi' wilashakuñamu asu' shiwilu la'la' mushasu' lunek.,antes cuando era niñita hablaba bonito el shiwilu.,U02399,G02174,medium,0.7835119366645813,0.4931806921958923,0.2903312444686889,2,shared_shiwilu_tokens
U00916,G00786,tom estornudó.,tom a'shulli,tom sha'pi'wiñi,tom palideció.,U01556,G01368,hard,0.7389118075370789,0.6755043268203735,0.0634074807167053,5,shared_shiwilu_tokens
U00916,G00786,tom estornudó.,tom a'shulli,tom inllipu'itek'latulli,tom aplaudió.,U01551,G01363,medium,0.7389118075370789,0.5625584125518799,0.1763533949851989,9,shared_shiwilu_tokens
U01373,G01198,es abogado.,chimidekpi nuka'a,tumu'tek' nuka'a,es engañoso.,U02077,G01860,hard,0.5974251627922058,0.5325771570205688,0.0648480057716369,5,shared_shiwilu_tokens
U02125,G01905,son lindos.,u'chimushala nuker'ka,iyasu'lusa' nuker'ka,son ricas.,U01210,G01051,hard,0.8440086841583252,0.6979419589042664,0.1460667252540588,2,shared_shiwilu_tokens
U02125,G01905,son lindos.,u'chimushala nuker'ka,sha'pi'su'sa' nuker'ka,son amarillas.,U02127,G01907,medium,0.8440086841583252,0.6645414233207703,0.1794672608375549,3,shared_shiwilu_tokens
U00374,G00305,guarda esto.,sek'diperker' asu',pata'ker' asu',usa esto.,U00265,G00212,hard,0.7961409687995911,0.727748453617096,0.0683925151824951,4,shared_shiwilu_tokens
U00374,G00305,guarda esto.,sek'diperker' asu',sekdiperker' asu' mutu'penkek,memoriza esto.,U01514,G01329,medium,0.7961409687995911,0.6440959572792053,0.1520450115203857,9,shared_shiwilu_tokens
U02379,G02154,así también yuca cruda rallada también se hierve en otra olla.,nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,chiter nanpi peksanpi nananta' ali'la uktak a'ukluka'lek.,maíz crudo molido también se hierve en otra olla.,U02378,G02153,medium,0.7035861611366272,0.5428317189216614,0.1607544422149658,2,shared_shiwilu_tokens
U00136,G00097,pregúntales.,lek'ker',teklerier',pruébatelo.,U00442,G00359,hard,0.7556101083755493,0.6995604634284973,0.056049644947052,3,very_close_margin
U00246,G00194,siéntate aquí.,du'ker' asek,du'ker' nanek,sentate ahí.,U00414,G00334,hard,0.899431586265564,0.7559995055198669,0.143432080745697,2,shared_shiwilu_tokens
U00246,G00194,siéntate aquí.,du'ker' asek,cheksu' du'ker',siéntese recto.,U02118,G01898,medium,0.899431586265564,0.6987375020980835,0.2006940841674804,3,shared_shiwilu_tokens
U00652,G00544,tom bebe.,tom uwapalli,tom wellek'echu,tom llorará.,U00674,G00564,medium,0.7662263512611389,0.5396201014518738,0.2266062498092651,3,shared_shiwilu_tokens
U00653,G00544,tom toma.,tom uwapalli,tom pa'echu,tom irá.,U00441,G00358,medium,0.7462520599365234,0.5357220768928528,0.2105299830436706,3,shared_shiwilu_tokens
