pair_id,group_id,anchor,positive,negative,negative_anchor,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank
U02968,G02743,"semanas, un mes y llegaron a moyobamba.","sekllintulli iñer uklli, ala' simana', katu' simana', kala simana', ala' dukerkek ima ektu'llina' muyunpak. hicieron trocha todos los días, una semana, dos semanas, tres","du'anna', wa'inutanna', nerpi'pu' ñiper'dekllina' nana pa'lusa'.","se sentaban, sentían pena y a veces insultaban a los que habían ido (por primera vez a moyobamba).",U03016,G02791,medium,0.648452877998352,0.46029427647590637,0.18815860152244568,2
U00065,G00051,¡largo!,¡paker'!,¡luntuu!,¡háblame!,U00632,G00527,hard,0.6766877770423889,0.621087372303009,0.05560040473937988,5
U01034,G00895,deme tiempo.,wa'ten'u,wa'tenker',un momento.,U00248,G02022,hard,0.7176333069801331,0.6244667768478394,0.0931665301322937,4
U00486,G00399,no cantes.,yatuluner'ta,yatumu'ta,no mientas.,U00299,G00238,medium,0.6696898341178894,0.5054231286048889,0.1642667055130005,14
U01252,G01088,estamos encerrados.,unku'pi ñapallidek,nampilalasu' ñapalidek,estamos despiertos.,U00943,G00811,medium,0.8052404522895813,0.6496063470840454,0.1556341052055359,11
U01445,G01263,cogeré uno.,maechek alasa',ka'apalek tanta',como pan.,U00773,G00650,medium,0.734906017780304,0.5507658123970032,0.18414020538330078,2
U01651,G01460,¿puedo ayudarle?,¿yennitulek katu'pa'a'kik?,¿yennitulama katupa'a'muk?,¿pueden ayudarme?,U01955,G01745,hard,0.8097007274627686,0.7011290788650513,0.10857164859771729,5
U00465,G00380,estate contento.,ñapaker' musu'kankantusu',musu'nakuker',pásala bien.,U00162,G00120,hard,0.7721843719482422,0.645737886428833,0.12644648551940918,2
U01546,G01358,están limpias.,mupisusa' ñapallina',saka'tusu' ñapallina',están cansados.,U01548,G01360,hard,0.7608531713485718,0.6347293853759766,0.12612378597259521,2
U02766,G02541,"nosotros tendríamos muchísimo pescado,","enpu'nipa' kenmu'wa' samerwanpanansu'wa',","- pu'yek aperku'tullinerkudek,",(los hombres de jeberos) nos mezquinaron la pesca.,U02533,G02308,hard,0.7453658580780029,0.6032878160476685,0.14207804203033447,2
U00948,G00816,somos gemelos.,insilan nuka'kawa',iin nuka'kawa,somos hermanos.,U01892,G01686,hard,0.7615078091621399,0.6642670631408691,0.09724074602127075,3
U00571,G00475,¿es alto? (estatura - femenino),¿shilun a'cha?,¿sulliman wanpalli?,¿es venenoso?,U02065,G01848,medium,0.6966027021408081,0.541131317615509,0.15547138452529907,5
U02573,G02348,todas esas cosas verdad es lo que contaron los viejos que escuchaban cuando iban (a pampayacu).,nanadaper tekkinchinen luñina' taserpilusa' pantanna' lauk'erkasu'.,ta'ser kuanta' taserpiku'lusa' laukdeklek du'amu weilan.,"cuando contaban yo también a los viejos ya finados les he escuchado, sentado desde cierta distancia.",U02789,G02564,medium,0.7607729434967041,0.4790787696838379,0.2816941738128662,2
U02839,G02614,no sabemos.,ñinchichi'nekwa'.,yalli'tama,no miren.,U00485,G00398,medium,0.7830962538719177,0.6259944438934326,0.1571018099784851,4
U00441,G00358,tom irá.,tom pa'echu,tom chiminchu,tom morirá.,U00675,G00565,medium,0.905082643032074,0.7211014628410339,0.18398118019104004,2
U00156,G00115,se adelantarán.,ekte'chechuna',panper'echuna',atacarán.,U01865,G01659,medium,0.8301852345466614,0.6616964340209961,0.16848880052566528,3
U01135,G00988,siga leyendo.,luntaper'i'la,lansa'per'i'la,sigue bailando.,U01131,G00984,medium,0.7355393171310425,0.5852590799331665,0.15028023719787598,4
U02870,G02645,"dijeron esto y se alistaron, mandaron a hacer masato a sus señoras para llevar.","tanni'ma insekdipellina', uklulu'nenna' a'nu'tullina' sadina' yekpanna'.",nu'apileklima kencha'llina' inalupa' ku'apellusa' kullikerwanlusa'.,así seguía hasta que trajeron por acá (por jeberos) mujeres adineradas.,U03019,G02794,medium,0.8001230359077454,0.5542213916778564,0.24590164422988892,2
U00351,G00282,¿está tom?,¿ñapalli tom?,¿tom ñiwiñi?,¿fue tom?,U00482,G00395,medium,0.8419501781463623,0.6861341595649719,0.15581601858139038,3
U02349,G02124,ahora ya no hacen así.,ipa'li'na nui'ñina'.,ipa'la lacheknawi'ñina'.,ahora no se puede entender.,U03201,G02976,medium,0.8483058214187622,0.6881890296936035,0.1601167917251587,2
U01564,G01375,tenemos hambre.,uki'lallidek,aper'llidek,fallamos.,U00446,G00362,hard,0.8030186295509338,0.7248581051826477,0.07816052436828613,2
U01948,G01738,¿puedo probármelo?,¿yennitulek lata'ak?,¿yennitulek musha'a'kik?,¿puedo besarte?,U01653,G01461,hard,0.7197887301445007,0.6369767785072327,0.08281195163726807,3
U01109,G00966,estoy indignado.,yusu' ñapalek,inapilante'ñapalek,estoy descalzo.,U01101,G00960,hard,0.824559211730957,0.7342422008514404,0.0903170108795166,5
U02179,G01959,estamos seguros.,musu'lu'ukpi ñapallidek,inapi ñapallidek,estamos disponibles.,U02178,G01958,medium,0.7926419377326965,0.61881422996521,0.17382770776748657,7
U00349,G00280,he perdido.,a'wer'lek,anu'lek,me caí.,U00028,G00023,hard,0.7724224925041199,0.674393892288208,0.09802860021591187,4
U00447,G00363,nos olvidamos.,pinaner'llidek,a'nañiechidek,compartiremos.,U00942,G00810,medium,0.6966617107391357,0.5387156009674072,0.15794610977172852,9
U03153,G02928,"otros se han quedado en el cerro. 11 literalmente, los nombres de adentro.",ali'lima llia'lli ma'i mutupik.,ali'ladaper ima ker' aku'pakuñina'.,"otros, dice, fueron a poner más yuca (para aprovisionarse).",U02959,G02734,medium,0.7159439325332642,0.5105121731758118,0.2054317593574524,3
U01077,G00936,necesito agua.,luwantulek dek',luwantulek kulliker',quiero dinero.,U01085,G00944,hard,0.6692640781402588,0.6049262881278992,0.06433779001235962,5
U02195,G01974,escribe algo.,llinse'cher' manen'unta',¡tuker' ma'nen'unta'!,¡di algo!,U01516,G01331,medium,0.782441258430481,0.521371603012085,0.261069655418396,2
U02900,G02675,quizás aparecieron estas nubes para pronosticarnos mal agüero,nu'an asu' kekkilu'tek yunsu'lli ya'lli'minmu'wa' yapekkiwantanminmu'wa',nana nani'na itullina' ma'pu'si'pa' insekluteñek muyunpa inchilala yaekketchakwa' tullina'.,a eso dijeron ¡cuánto hemos sufrido para abrir el camino a moyobamba! dijeron.,U03033,G02808,hard,0.6872693300247192,0.5387845039367676,0.14848482608795166,2
U00614,G00510,mamá lloró.,awa wellek'lli,welliek'apawiñi,estaba llorando.,U01843,G01638,hard,0.8029142618179321,0.6754427552223206,0.12747150659561157,2
U00402,G00326,lean esto.,luntuku' asu',llinser'ker' asu',anota esto.,U02198,G01976,medium,0.8226460218429565,0.6466092467308044,0.1760367751121521,6
U01085,G00944,quiero dinero.,luwantulek kulliker',luwantulek wayusa',quiero café.,U01419,G01239,medium,0.7455821633338928,0.5917822122573853,0.15379995107650757,5
U00378,G00308,mantente abrigado.,i'shiwansu' ñaper',ñapaker' musu'kankantusu',estate contento.,U00465,G00380,hard,0.7983822226524353,0.6933431029319763,0.10503911972045898,4
U00028,G00023,me caí.,anu'lek,iluwinek,me resfrié.,U02001,G01787,medium,0.77181476354599,0.5631556510925293,0.2086591124534607,3
