pair_id,group_id,anchor,positive,negative,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank,risk_flags
U01190,G01033,eso ayudará.,nana katu'pa'techu,nana katu'pa'tulli,U00888,G00760,medium,0.8033363819122314,0.6456226110458374,0.157713770866394,4,shared_shiwilu_tokens
U02578,G02353,así dicen que pampayacu se quemó.,nu'sui'ma asu' panpadek uksu'ketchulli.,naneklimaka asu' nana lanla' pitunta' uwentunta'lli.,U02831,G02606,hard,0.7085806131362915,0.5844593644142151,0.1241212487220764,2,shared_shiwilu_tokens
U02578,G02353,así dicen que pampayacu se quemó.,nu'sui'ma asu' panpadek uksu'ketchulli.,nu'sikla'nka asu' panpadek sennanlusa' wetlli.,U02808,G02583,medium,0.7085806131362915,0.531585693359375,0.1769949197769165,3,shared_shiwilu_tokens
U03136,G02911,"no quería que (los shiwilu) se estiraran cuando trabajaban, hasta que se hacía bien tarde (los obligaban a trabajar), hasta que se hacía bien oscuro y el grillo (cantaba) chanchanchan.","yenchenterka'su' saka'tapanna', iñer er'werwalek ipa' kasiserapilek walek ipa' asu' inkella chanchanchan.","napi' ima llikanetchudek'i'ñina', yutudekllini'ma, llipu'tudekllini'ma, er'washinchi walek a'saka'tudekllina'.",U03056,G02831,hard,0.5780947208404541,0.4882737398147583,0.0898209810256958,2,shared_shiwilu_tokens
U01940,G01730,¿estás casado?,¿sadasu'cha ñapala?,¿yunsansu' ñapala?,U00462,G00378,hard,0.7179481387138367,0.6671541929244995,0.0507939457893371,6,very_close_margin|shared_shiwilu_tokens
U02035,G01819,seguiré.,tupiechek,nu'techek,U00552,G00457,hard,0.7175686955451965,0.6671120524406433,0.0504566431045532,2,very_close_margin
U02062,G01845,¿es maestro?,¿a'lek'tutek' nuka'a?,¿musenkek a'cha?,U00572,G00476,hard,0.6799134016036987,0.6298826932907104,0.0500307083129882,5,very_close_margin
U02807,G02582,(los jóvenes) ya no valoran esas cosas.,ñi a'pinta' nanadaper lli'inuchi'ñina'.,nu'su'sa' ñillina' napi'.,U03145,G02920,hard,0.6277783513069153,0.5701017379760742,0.057676613330841,3,very_close_margin
U01786,G01585,¿está sano?,¿mudinupallincha?,¿ipa' mula'lli?,U01787,G01586,hard,0.7237597107887268,0.6723970770835876,0.0513626337051391,5,very_close_margin
U02854,G02629,entonces otro viejo soñador dijo:,nanek ima ali'la taserpi wa'lata'su' tulli:,napi' ima wa'an yunsa'n luñi:,U02512,G02287,hard,0.7616018056869507,0.6885523796081543,0.0730494260787963,3,shared_shiwilu_tokens
U01707,G01510,"¡apúrensen, muchachos!",¡wiuk'ku wilalusa'!,"yuyu'lusa', ¡da'kerku' u'ku!",U03060,G02835,hard,0.7090938091278076,0.6543149948120117,0.0547788143157959,2,very_close_margin
U01750,G01552,quiero hablar.,yalun'nek,yachiminek,U01421,G01241,hard,0.5927992463111877,0.5355457067489624,0.0572535395622253,6,very_close_margin
U01913,G01705,me mentiste.,tumu'tulun,tumu'lek,U00030,G00025,hard,0.6618868112564087,0.609697163105011,0.0521896481513977,5,very_close_margin
U00623,G00518,huelan esto.,lanerku' asu',sek'diperku' asu',U00375,G00306,hard,0.7205019593238831,0.6700915098190308,0.0504104495048522,4,very_close_margin|shared_shiwilu_tokens
U02864,G02639,un grupo que vaya durmiendo y el otro grupo que haga guardia.,"ala'musun wicha'pai, ali'la musui'na nanpiladapai.",nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,U02379,G02154,medium,0.632981538772583,0.4454799890518188,0.1875015497207641,2,shared_shiwilu_tokens
U02706,G02481,"dice que cuando iba río abajo los peces lo siguieron,","nu'wanta'sik ima sameller tupitunta'lli,","inpikanpiler'an ima unma' uklli,",U02642,G02417,hard,0.6833074688911438,0.5874768495559692,0.0958306193351745,2,shared_shiwilu_tokens
U00609,G00505,votemos.,dek'awa',dek'kuntawa',U00610,G00506,hard,0.5370804071426392,0.4862431585788727,0.0508372485637664,19,very_close_margin
U02216,G01993,estás atascado.,da'sek'su' ñapala,tasellun ñapala,U00713,G00599,hard,0.808834969997406,0.7576345205307007,0.0512004494667053,7,very_close_margin|shared_shiwilu_tokens
U02653,G02428,¿estos qué peces son?,- ¿asu' ma'nen samer a'cha? itullina'.,- ¿ma'dek a'cha asu'? itullini'mi'na'.,U02598,G02373,hard,0.6559343934059143,0.6030594110488892,0.0528749823570251,4,very_close_margin|shared_shiwilu_tokens
U01304,G01135,estás equivocado.,aper'su' ñapala,yaku'aper'wana,U01925,G01716,hard,0.5533250570297241,0.4987426400184631,0.0545824170112609,15,very_close_margin
U02477,G02252,"con ella mi padre y mi madre me criaron, yo la hablo.","nanalek tatawek awawek teksusullun, kua nana lu'nkasu'.","nanpipakun tatawek ima wilawañinerku, wadekllinerku, asek i'la susulek.",U02253,G02028,hard,0.6925534009933472,0.5790842175483704,0.1134691834449768,2,shared_shiwilu_tokens
U00863,G00739,nadie mintió.,ñiden tumui'ñi,ñiden lamapui'ñi,U01834,G01630,hard,0.8247886300086975,0.7496119141578674,0.07517671585083,2,shared_shiwilu_tokens
U00863,G00739,nadie mintió.,ñiden tumui'ñi,ñiden chimii'ñi,U00861,G00737,medium,0.8247886300086975,0.6562877297401428,0.1685009002685547,7,shared_shiwilu_tokens
U01562,G01374,estamos arruinados.,nakusu' muin'su' ñapallidek,sipuk'ñapallidek,U02182,G01962,hard,0.7938859462738037,0.7437907457351685,0.0500952005386352,14,very_close_margin
U01563,G01374,estamos condenados.,nakusu' muin'su' ñapallidek,ape'chuwiñiner'kudek,U01567,G01378,hard,0.6531858444213867,0.600689709186554,0.0524961352348327,23,very_close_margin
U00275,G00221,¿quién murió?,¿den chimiñi?,¿den kana'tulli?,U01605,G01416,hard,0.7913678884506226,0.7269902229309082,0.0643776655197143,7,shared_shiwilu_tokens
U00275,G00221,¿quién murió?,¿den chimiñi?,¿den inllipu'iteklatulli?,U00963,G00829,medium,0.7913678884506226,0.6381399035453796,0.1532279849052429,14,shared_shiwilu_tokens
U00093,G00277,soy gorda.,weilunsu' nuka'ka,taserpiku,U00095,G00065,hard,0.6731635928153992,0.6214022040367126,0.0517613887786865,15,very_close_margin
U00093,G00277,soy gorda.,weilunsu' nuka'ka,tanta' nu'tutek nuka'ka,U00811,G00687,medium,0.6731635928153992,0.5153206586837769,0.1578429341316223,32,shared_shiwilu_tokens
U00346,G00277,soy obesa.,weilunsu' nuka'ka,taserpiku',U00172,G00130,hard,0.690584659576416,0.6341312527656555,0.0564534068107605,16,very_close_margin
U01686,G01491,todos pagaron.,iñer' panwilek'tullina',iñer' kana'tullina',U01353,G01180,hard,0.7709156274795532,0.7016696929931641,0.0692459344863891,2,shared_shiwilu_tokens
U01686,G01491,todos pagaron.,iñer' panwilek'tullina',iñer' chiyekllina',U02237,G02012,medium,0.7709156274795532,0.5990093350410461,0.171906292438507,4,shared_shiwilu_tokens
U01583,G01394,nos vamos.,pa'echidek,weranwa',U00387,G00315,hard,0.7686649560928345,0.7159749269485474,0.0526900291442871,14,very_close_margin
U01178,G01026,no discutas.,yainyututa,yanantapita,U01682,G01487,hard,0.6003294587135315,0.5496799349784851,0.0506495237350463,18,very_close_margin
U00671,G00561,tom trabajó.,tom saka'tulli,tom inllipu'itek'latulli,U01551,G01363,hard,0.7277974486351013,0.663165271282196,0.0646321773529052,7,shared_shiwilu_tokens
U00671,G00561,tom trabajó.,tom saka'tulli,tom si'lentulli,U01554,G01366,medium,0.7277974486351013,0.5762650966644287,0.1515323519706726,21,shared_shiwilu_tokens
U00741,G00621,no copien.,nana pu'su' yanu'tutama',yalli'tama,U00485,G00398,hard,0.5567901134490967,0.5001081824302673,0.0566819310188293,5,very_close_margin
U00793,G00670,leo labios.,ñinchitapalek ma'tapallinpa',kerka' ñinchitapalek,U01115,G00971,medium,0.6162504553794861,0.4585992097854614,0.1576512455940246,13,shared_shiwilu_tokens
U02251,G02026,yo soy jeberina.,kui'na shiwilulunku.,iyasu'lusa' nuker'ka,U01210,G01051,hard,0.5416784882545471,0.4865284264087677,0.0551500618457794,8,very_close_margin
U02805,G02580,"sabiendo escribir,","ñinchillinsetchanna',","nanima yañinchitulli,",U02313,G02088,hard,0.6212450265884399,0.5640166401863098,0.0572283864021301,4,very_close_margin
U00220,G00172,eso ayuda.,nana katu'patulli,nana saka'tapalli,U00636,G00531,medium,0.7061314582824707,0.5350062251091003,0.1711252331733703,8,shared_shiwilu_tokens
U01564,G01375,tenemos hambre.,uki'lallidek,nakusu' ullidek,U01881,G01675,hard,0.7167173624038696,0.6605318188667297,0.0561855435371398,10,very_close_margin
U02198,G01976,anota esto.,llinser'ker' asu',llinser'ku' nana,U02197,G01977,hard,0.7535287737846375,0.703471839427948,0.0500569343566894,7,very_close_margin
U02198,G01976,anota esto.,llinser'ker' asu',a'ta'wanter asu',U00747,G00627,medium,0.7535287737846375,0.5115108489990234,0.242017924785614,26,shared_shiwilu_tokens
U02199,G01976,anote esto.,llinser'ker' asu',llinser'ku' nana,U02200,G01977,hard,0.7669187188148499,0.7156143188476562,0.0513043999671936,7,very_close_margin
U02199,G01976,anote esto.,llinser'ker' asu',ma'ta asu',U00426,G00344,medium,0.7669187188148499,0.5311151742935181,0.2358035445213318,26,shared_shiwilu_tokens
U03001,G02776,"así como algunos maltratan a sus hijos a cada instante, así estas dos personas (nos maltratan a nosotros)8 dijeron en una reunion hablando.","ma'lusa', nu'unta' willina' llikanetchi'ñina' nanapu'tullinerkenmu'wa', asu' katu'shadaper tullina' ima idiuntunna' lunna'.","katu'shunka' alei'teklun ekkilala ñisik ima, nana wa'anku'lusa' malallinalek lu'rnkasu' nawei'ma ipa' chimia'ser adankenñunta'llina'.",U03086,G02861,hard,0.5921826362609863,0.5336118340492249,0.0585708022117614,5,very_close_margin
U00062,G00048,sal.,yunsuer',apu'ker',U00391,G00746,hard,0.6031509637832642,0.5499146580696106,0.0532363057136535,12,very_close_margin
U01682,G01487,no forcejees.,yanantapita,yawencha'ta,U00483,G00396,hard,0.6344720721244812,0.5817343592643738,0.0527377128601074,12,very_close_margin
U01735,G01537,necesito trabajar.,luwantulek saka'tak,luwantulek neriak,U01734,G01536,hard,0.7468079328536987,0.6390926241874695,0.1077153086662292,2,shared_shiwilu_tokens
U01735,G01537,necesito trabajar.,luwantulek saka'tak,luwantulek dek',U01077,G00936,medium,0.7468079328536987,0.5732201337814331,0.1735877990722656,6,shared_shiwilu_tokens
U02481,G02256,todo eso quiere saber esta señora.,nanadaper iñer asu' senñula' yañinchitulli.,nanek iñer asu' sa'la' apu'tetchun itudekllima.,U02542,G02317,hard,0.6627717614173889,0.6070536971092224,0.0557180643081665,2,very_close_margin|shared_shiwilu_tokens
U03111,G02886,"sentados afuera, como tomando su masato, así decían, mirando las estrellas, mirando los astros.","du'anna' adipi, uklulunenna' uwanna'pu'su', tusu' tullina', tandulalusa' lli'anna', pi'tandula lli'anna'.","wilalunlusa'nta kuten'anna', kekkilu'tek lli'anna', tandulalusa' lli'anna', willekllina'.",U02564,G02339,hard,0.7180407643318176,0.6139189004898071,0.1041218638420105,2,shared_shiwilu_tokens
U00021,G00508,levanta. (un objeto),usanker',ek'ker'cher',U01162,G01014,hard,0.6253606081008911,0.5663936138153076,0.0589669942855834,14,very_close_margin
U01250,G01086,somos adultos.,nuka'kawa taserpilusa',iin nuka'kawa,U01892,G01686,medium,0.7445893287658691,0.5926728248596191,0.15191650390625,6,shared_shiwilu_tokens
U01691,G01495,¿has comido?,¿werana?,¿a'ñapala?,U01671,G01478,hard,0.6735836267471313,0.6141650080680847,0.0594186186790466,4,very_close_margin
U01692,G01495,¿comiste?,¿werana?,¿kana'tapala?,U01943,G01733,hard,0.6768525242805481,0.622343897819519,0.054508626461029,8,very_close_margin
U02938,G02713,a esos jóvenes.,nana nadi'neklusi'ma.,nana wa'an wala'wanen.,U02519,G02294,hard,0.6120569109916687,0.5545396208763123,0.0575172901153564,2,very_close_margin|shared_shiwilu_tokens
